dCategory,Team,League,City,City Alt.,Neighborhood,Intensity,zipcode,US lat,US lon,Match,Race,Fandom Level,helper,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Pittsburgh Steelers,NFL,Acme,Acme,Acme,50,15610,40.120149,-79.405069,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Alden,Alden,Alden,17,14004,42.872937,-78.528446,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Aliquippa,Aliquippa,Aliquippa,45,15001,40.63673,-80.24006,,Hispanic,casual,0.15,9,2,0,5,0,6,10,0,3,3,9,0,0,0,15,1
Fans,Pittsburgh Steelers,NFL,Allenport,Allenport,Allenport,0,15412,40.095888,-79.849887,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Altoona,Altoona,Altoona,33,50009,41.6456,-93.4624,,Hispanic,casual,0.15,0,4,0,2,0,9,89,0,15,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Ambridge,Ambridge,Ambridge,47,15003,40.600494,-80.210521,,Hispanic,casual,0.15,1,0,0,5,0,0,3,0,2,1,2,2,1,0,4,0
Fans,Pittsburgh Steelers,NFL,Amherst,Amherst,Amherst,11,1002,42.367092,-72.464571,,Hispanic,casual,0.15,18,6,4,2,18,1,4,4,2,9,3,19,14,8,7,9
Fans,Pittsburgh Steelers,NFL,Atwater,Atwater,Atwater,13,44201,41.040507,-81.194614,,Hispanic,casual,0.15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0
Fans,Pittsburgh Steelers,NFL,Auburndale,Auburndale,Auburndale,0,33823,28.0653,-81.78869,,Hispanic,convertible,0.15,6,12,17,33,10,11,6,20,20,27,17,39,26,17,13,9
Fans,Pittsburgh Steelers,NFL,Austintown,Youngstown,Youngstown,20,44515,41.097937,-80.759813,,Hispanic,casual,0.15,4,0,8,0,2,2,0,7,8,5,7,2,4,8,0,0
Fans,Pittsburgh Steelers,NFL,Avon,Avon,Avon,0,14414,42.895631,-77.735104,,Hispanic,convertible,0.15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Fans,Pittsburgh Steelers,NFL,Avonmore,Avonmore,Avonmore,37,15618,40.497049,-79.489055,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Baldwin,Baldwin,Baldwin,44,21013,39.496406,-76.486624,,Hispanic,casual,0.15,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0
Fans,Pittsburgh Steelers,NFL,Barboursville,Barboursville,Barboursville,4,25504,38.379347,-82.264954,,Hispanic,convertible,0.15,0,0,0,1,0,0,2,2,4,0,0,2,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Barkeyville,Harrisville,Harrisville,45,16038,41.13673,-80.00922,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Pittsburgh Steelers,NFL,Beaver,Beaver,Beaver,72,15009,40.69534,-80.30478,,Hispanic,avid,0.15,0,0,0,0,2,0,1,0,0,4,1,2,0,0,2,3
Fans,Pittsburgh Steelers,NFL,Beaver Falls,Beaver Falls,Beaver Falls,36,15010,40.75201,-80.31923,,Hispanic,casual,0.15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Fans,Pittsburgh Steelers,NFL,Bell Acres,Sewickley,Sewickley,0,15143,40.568133,-80.146809,,Hispanic,convertible,0.15,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3
Fans,Pittsburgh Steelers,NFL,Bellefonte,Bellefonte,Bellefonte,12,16823,40.897823,-77.773188,,Hispanic,casual,0.15,0,0,0,1,1,0,0,0,0,0,0,8,3,0,0,0
Fans,Pittsburgh Steelers,NFL,Bethel Park,Bethel Park,Bethel Park,45,15102,40.32757,-80.0395,,Hispanic,casual,0.15,3,2,0,0,0,0,0,5,0,0,2,0,4,4,4,0
Fans,Pittsburgh Steelers,NFL,Bluffton,Bluffton,Bluffton,0,45817,40.89533,-83.88883,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Brentwood,Brentwood,Brentwood,36,94513,37.922228,-121.668359,,Hispanic,casual,0.15,13,6,2,8,17,8,53,0,21,31,60,102,72,42,114,125
Fans,Pittsburgh Steelers,NFL,Brockway,Brockway,Brockway,66,15824,41.247202,-78.7989,,Hispanic,avid,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Brookville,Brookville,Brookville,40,15825,41.162735,-79.081609,,Hispanic,casual,0.15,2,0,0,0,1,0,0,0,4,3,0,0,0,0,1,0
Fans,Pittsburgh Steelers,NFL,Buffalo Mills,Buffalo Mills,Buffalo Mills,66,15534,39.864251,-78.674197,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Burnham,Burnham,Burnham,21,4922,44.677388,-69.378829,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Butler,Butler,Butler,45,16001,40.885861,-79.934048,,Hispanic,casual,0.15,10,3,5,0,0,0,2,1,0,1,2,3,3,10,2,0
Fans,Pittsburgh Steelers,NFL,Cadiz,Cadiz,Cadiz,29,42211,36.80201,-87.828578,,Hispanic,casual,0.15,2,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Cambridge Springs,Cambridge Springs,Cambridge Springs,0,16403,41.803393,-80.059383,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Campbelltown,Campbelltown,Campbelltown,9,17010,40.277992,-76.582841,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Canonsburg,Canonsburg,Canonsburg,37,15317,40.26257,-80.18728,,Hispanic,casual,0.15,0,7,2,3,0,0,0,0,2,4,0,0,2,5,0,5
Fans,Pittsburgh Steelers,NFL,Castle Shannon,Pittsburgh,Pittsburgh,48,15234,40.368819,-80.022399,,Hispanic,casual,0.15,0,0,0,0,0,0,3,0,0,0,3,0,0,5,2,0
Fans,Pittsburgh Steelers,NFL,Cecil-Bishop,Cecil,Cecil,51,15321,40.323357,-80.187945,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Centerville,Dayton,Dayton,39,45459,39.646371,-84.171733,,Hispanic,casual,0.15,0,0,4,5,0,9,10,0,2,10,5,2,1,8,5,5
Fans,Pittsburgh Steelers,NFL,Chevy Chase Heights,Indiana,Indiana,0,15701,40.621272,-79.080422,,Hispanic,convertible,0.15,0,0,0,0,6,0,0,1,0,5,0,0,0,0,5,2
Fans,Pittsburgh Steelers,NFL,Churchill,Pittsburgh,Pittsburgh,36,15235,40.459801,-79.82242,,Hispanic,casual,0.15,0,0,0,0,0,0,2,0,0,3,12,2,6,0,0,0
Fans,Pittsburgh Steelers,NFL,Churchill,Pittsburgh,Pittsburgh,0,15235,40.459801,-79.82242,,Hispanic,convertible,0.15,0,0,0,0,0,0,2,0,0,3,12,2,6,0,0,0
Fans,Pittsburgh Steelers,NFL,Clairton,Clairton,Clairton,43,15025,40.324279,-79.931735,,Hispanic,casual,0.15,10,4,0,0,0,0,0,0,0,0,1,4,6,0,0,0
Fans,Pittsburgh Steelers,NFL,Claremont,Claremont,Claremont,0,3743,43.37674,-72.34676,,Hispanic,convertible,0.15,1,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Clarion,Clarion,Clarion,38,16214,41.21479,-79.38532,,Hispanic,casual,0.15,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1
Fans,Pittsburgh Steelers,NFL,Clearfield,Clearfield,Clearfield,37,16830,41.037563,-78.435492,,Hispanic,casual,0.15,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Fans,Pittsburgh Steelers,NFL,Colver,Colver,Colver,77,15927,40.538311,-78.786549,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Conneaut,Conneaut,Conneaut,22,44030,41.94756,-80.55424,,Hispanic,casual,0.15,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,6
Fans,Pittsburgh Steelers,NFL,Connellsville,Connellsville,Connellsville,48,15425,40.01785,-79.58948,,Hispanic,casual,0.15,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Fans,Pittsburgh Steelers,NFL,Coraopolis,Coraopolis,Coraopolis,35,15108,40.5184,-80.16672,,Hispanic,casual,0.15,0,1,0,0,6,0,0,0,0,0,6,11,2,18,1,1
Fans,Pittsburgh Steelers,NFL,Cranberry Township,Cranberry Twp,Cranberry Twp,37,16066,40.709713,-80.104597,,Hispanic,casual,0.15,0,0,0,0,3,0,0,0,0,0,3,10,0,0,4,9
Fans,Pittsburgh Steelers,NFL,Cross Lanes,Charleston,Charleston,9,25313,38.414156,-81.758172,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0
Fans,Pittsburgh Steelers,NFL,Daingerfield,Daingerfield,Daingerfield,0,75638,33.044611,-94.739524,,Hispanic,convertible,0.15,0,0,0,2,0,2,1,1,0,0,0,0,5,1,5,0
Fans,Pittsburgh Steelers,NFL,Dallastown,Dallastown,Dallastown,0,17313,39.912423,-76.65353,,Hispanic,convertible,0.15,0,0,5,0,3,0,3,1,0,0,0,2,0,0,0,2
Fans,Pittsburgh Steelers,NFL,Dalmatia,Dalmatia,Dalmatia,0,17017,40.65425,-76.90248,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Devola,Marietta,Marietta,14,45750,39.413446,-81.351051,,Hispanic,casual,0.15,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,1
Fans,Pittsburgh Steelers,NFL,Donora,Donora,Donora,89,15033,40.179896,-79.868392,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Dover,Dover,Dover,19,19901,39.156376,-75.49549,,Hispanic,casual,0.15,12,4,21,6,7,21,1,2,3,15,30,59,26,7,3,0
Fans,Pittsburgh Steelers,NFL,Dupont,Pittston,Pittston,22,18641,41.342515,-75.722968,,Hispanic,casual,0.15,0,0,0,3,0,0,0,2,0,3,2,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Duquesne,Duquesne,Duquesne,53,15110,40.372069,-79.85382,,Hispanic,avid,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2
Fans,Pittsburgh Steelers,NFL,East Brady,East Brady,East Brady,85,16028,40.98399,-79.615234,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,East Petersburg,East Petersburg,East Petersburg,0,17520,40.097468,-76.356832,,Hispanic,convertible,0.15,0,5,0,0,4,0,0,0,0,0,0,3,0,3,9,7
Fans,Pittsburgh Steelers,NFL,Ebensburg,Ebensburg,Ebensburg,41,15931,40.459581,-78.771875,,Hispanic,casual,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Pittsburgh Steelers,NFL,Economy,Ambridge,Ambridge,41,15003,40.600494,-80.210521,,Hispanic,casual,0.15,1,0,0,5,0,0,3,0,2,1,2,2,1,0,4,0
Fans,Pittsburgh Steelers,NFL,Ellport,Ellwood City,Ellwood City,68,16117,40.86173,-80.28645,,Hispanic,avid,0.15,0,0,0,1,0,0,11,0,0,0,0,0,0,1,0,3
Fans,Pittsburgh Steelers,NFL,Ellwood City,Ellwood City,Ellwood City,55,16117,40.86173,-80.28645,,Hispanic,avid,0.15,0,0,0,1,0,0,11,0,0,0,0,0,0,1,0,3
Fans,Pittsburgh Steelers,NFL,Emsworth,Pittsburgh,Pittsburgh,48,15202,40.505165,-80.06783,,Hispanic,casual,0.15,3,2,1,0,0,1,0,0,0,2,5,6,4,0,0,2
Fans,Pittsburgh Steelers,NFL,Etna,Etna,Etna,43,43018,39.957167,-82.683686,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Fairdale,Fayette City,Fayette City,57,15438,40.066729,-79.844514,,Hispanic,avid,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Florida Ridge,Vero Beach,Vero Beach,0,32962,27.587819,-80.382865,,Hispanic,convertible,0.15,6,3,6,0,2,6,5,0,0,26,53,13,8,2,12,3
Fans,Pittsburgh Steelers,NFL,Franklin Park,Wexford,Wexford,22,15090,40.62646,-80.05589,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,6,3,0,9,4,14
Fans,Pittsburgh Steelers,NFL,Fredericksburg,Fredericksburg,Fredericksburg,50,17026,40.456193,-76.434639,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Pittsburgh Steelers,NFL,Freeport,Freeport,Freeport,80,16229,40.717124,-79.642747,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Gallitzin,Gallitzin,Gallitzin,0,16641,40.507567,-78.576208,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Gibsonia,Gibsonia,Gibsonia,50,15044,40.63007,-79.9695,,Hispanic,avid,0.15,0,0,9,0,0,0,0,0,0,0,2,0,0,2,0,2
Fans,Pittsburgh Steelers,NFL,Glen Hope,Glen Hope,Glen Hope,0,16645,40.79839,-78.50002,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Glenmoor,East Liverpool,East Liverpool,0,43920,40.677372,-80.600629,,Hispanic,convertible,0.15,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
Fans,Pittsburgh Steelers,NFL,Glenshaw,Glenshaw,Glenshaw,45,15116,40.53285,-79.96755,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,2
Fans,Pittsburgh Steelers,NFL,Granville,Granville,Granville,24,12832,43.369373,-73.331692,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Fans,Pittsburgh Steelers,NFL,Greensburg,Greensburg,Greensburg,35,15601,40.315028,-79.535741,,Hispanic,casual,0.15,2,0,2,0,0,1,0,0,3,9,1,1,5,1,1,8
Fans,Pittsburgh Steelers,NFL,Greenwood,Greenwood,Greenwood,14,46142,39.62181,-86.175319,,Hispanic,casual,0.15,0,2,0,0,25,11,4,8,12,5,17,17,0,0,4,1
Fans,Pittsburgh Steelers,NFL,Hampton Township,Jamison,Jamison,37,18929,40.254157,-75.08854,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,0
Fans,Pittsburgh Steelers,NFL,Herman,Herman,Herman,100,16039,40.921145,-79.92758,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Hermitage,Hermitage,Hermitage,42,16148,41.221984,-80.438887,,Hispanic,casual,0.15,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0
Fans,Pittsburgh Steelers,NFL,Hollidaysburg,Hollidaysburg,Hollidaysburg,55,16648,40.432059,-78.364965,,Hispanic,avid,0.15,3,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Homer City,Homer City,Homer City,47,15748,40.5434,-79.16226,,Hispanic,casual,0.15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Hummelstown,Hummelstown,Hummelstown,16,17036,40.26537,-76.7083,,Hispanic,casual,0.15,12,0,0,0,0,0,0,34,0,1,6,21,0,8,6,4
Fans,Pittsburgh Steelers,NFL,Indiana,Indiana,Indiana,33,15701,40.621272,-79.080422,,Hispanic,casual,0.15,0,0,0,0,6,0,0,1,0,5,0,0,0,0,5,2
Fans,Pittsburgh Steelers,NFL,Industry,Industry,Industry,45,15052,40.64451,-80.41618,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Fans,Pittsburgh Steelers,NFL,Inwood,Inwood,Inwood,3,25428,39.362373,-78.033065,,Hispanic,convertible,0.15,2,0,5,0,0,0,0,0,0,14,5,1,3,0,0,6
Fans,Pittsburgh Steelers,NFL,Irwin,Irwin,Irwin,45,15642,40.32451,-79.70115,,Hispanic,casual,0.15,8,1,0,0,0,0,3,0,0,3,0,0,1,0,4,7
Fans,Pittsburgh Steelers,NFL,Jamestown,Jamestown,Jamestown,0,14701,42.08016,-79.25671,,Hispanic,convertible,0.15,42,14,6,12,9,2,11,5,2,11,13,7,2,0,8,0
Fans,Pittsburgh Steelers,NFL,Jefferson Hills,Clairton,Clairton,31,15025,40.324279,-79.931735,,Hispanic,casual,0.15,10,4,0,0,0,0,0,0,0,0,1,4,6,0,0,0
Fans,Pittsburgh Steelers,NFL,Johnstown,Johnstown,Johnstown,42,43031,40.16145,-82.60439,,Hispanic,casual,0.15,0,0,0,6,0,0,0,0,0,0,0,9,0,1,0,0
Fans,Pittsburgh Steelers,NFL,Jones Mills,Jones Mills,Jones Mills,43,15646,40.08868,-79.34059,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Knox,Knox,Knox,80,16232,41.23451,-79.53727,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Lake City,Lake City,Lake City,0,16423,42.015789,-80.346492,,Hispanic,convertible,0.15,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Latrobe,Latrobe,Latrobe,45,15650,40.32118,-79.37948,,Hispanic,casual,0.15,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Lawrence Park,Erie,Erie,25,16511,42.160153,-79.984376,,Hispanic,casual,0.15,8,11,0,8,3,3,0,0,0,0,2,1,0,1,2,0
Fans,Pittsburgh Steelers,NFL,Lawson Heights,Latrobe,Latrobe,44,15650,40.32118,-79.37948,,Hispanic,casual,0.15,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Leechburg,Leechburg,Leechburg,54,15656,40.63896,-79.610962,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Leith-Hatfield,Uniontown,Uniontown,46,15401,39.944884,-79.770063,,Hispanic,casual,0.15,0,0,2,0,0,0,0,2,0,0,1,5,2,0,2,0
Fans,Pittsburgh Steelers,NFL,Lexington,Lexington,Lexington,9,40502,38.016674,-84.486043,,Hispanic,casual,0.15,0,6,1,0,6,0,2,1,1,0,12,2,6,3,0,22
Fans,Pittsburgh Steelers,NFL,Lower Burrell,New Kensington,New Kensington,46,15068,40.557925,-79.726079,,Hispanic,casual,0.15,7,0,1,0,1,0,1,3,0,1,3,2,1,0,0,0
Fans,Pittsburgh Steelers,NFL,Loyalhanna,Loyalhanna,Loyalhanna,39,15661,40.32257,-79.36226,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Madison,Madison,Madison,59,53704,43.136269,-89.347319,,Hispanic,avid,0.15,14,11,0,0,8,14,26,5,3,17,16,13,8,8,14,3
Fans,Pittsburgh Steelers,NFL,Manteo,Manteo,Manteo,0,27954,35.90823,-75.67573,,Hispanic,convertible,0.15,0,0,0,0,3,1,0,0,3,0,1,11,0,0,4,0
Fans,Pittsburgh Steelers,NFL,Marianna,Marianna,Marianna,0,15345,40.028432,-80.104213,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Marietta,Marietta,Marietta,11,45750,39.413446,-81.351051,,Hispanic,casual,0.15,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,1
Fans,Pittsburgh Steelers,NFL,Martins Ferry,Martins Ferry,Martins Ferry,32,43935,40.117231,-80.758087,,Hispanic,casual,0.15,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,3
Fans,Pittsburgh Steelers,NFL,McCandless,Wexford,Wexford,31,15090,40.62646,-80.05589,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,6,3,0,9,4,14
Fans,Pittsburgh Steelers,NFL,McKeesport,Mc Keesport,Mc Keesport,54,15131,40.338789,-79.796072,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Mercer,Mercer,Mercer,77,16137,41.222885,-80.250704,,Hispanic,avid,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Meyers Lake,Canton,Canton,27,44708,40.825707,-81.436938,,Hispanic,casual,0.15,0,3,0,2,3,0,0,1,0,0,2,5,1,1,0,0
Fans,Pittsburgh Steelers,NFL,Millvale,Pittsburgh,Pittsburgh,51,15209,40.499771,-79.970593,,Hispanic,avid,0.15,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,4
Fans,Pittsburgh Steelers,NFL,Millville,Millville,Millville,2,8332,39.370401,-75.04282,,Hispanic,convertible,0.15,15,8,7,17,15,0,1,39,2,13,17,41,10,12,0,11
Fans,Pittsburgh Steelers,NFL,Milton,Milton,Milton,12,2186,42.240598,-71.078494,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,1,4,7,2,11,38
Fans,Pittsburgh Steelers,NFL,Milton,Milton,Milton,0,2186,42.240598,-71.078494,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,1,4,7,2,11,38
Fans,Pittsburgh Steelers,NFL,Mineral Ridge,Mineral Ridge,Mineral Ridge,19,44440,41.13874,-80.76593,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Monaca,Monaca,Monaca,61,15061,40.68729,-80.27145,,Hispanic,avid,0.15,2,0,1,0,0,0,0,0,0,0,4,3,2,3,0,6
Fans,Pittsburgh Steelers,NFL,Monessen,Monessen,Monessen,66,15062,40.14841,-79.88783,,Hispanic,avid,0.15,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0
Fans,Pittsburgh Steelers,NFL,Monongahela,Monongahela,Monongahela,44,15063,40.20313,-79.92616,,Hispanic,casual,0.15,0,3,0,0,0,0,0,0,0,0,0,6,3,2,0,3
Fans,Pittsburgh Steelers,NFL,Monroeville,Monroeville,Monroeville,39,15146,40.42118,-79.7881,,Hispanic,casual,0.15,0,4,0,1,0,2,0,0,1,0,6,1,4,2,2,1
Fans,Pittsburgh Steelers,NFL,Moon,Coraopolis,Coraopolis,39,15108,40.5184,-80.16672,,Hispanic,casual,0.15,0,1,0,0,6,0,0,0,0,0,6,11,2,18,1,1
Fans,Pittsburgh Steelers,NFL,Mount Pleasant,Mount Pleasant,Mount Pleasant,43,15666,40.161024,-79.509814,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Mountain Lake Park,Oakland,Oakland,32,21550,39.43392,-79.316683,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
Fans,Pittsburgh Steelers,NFL,Munhall,Homestead,Homestead,51,15120,40.392619,-79.905171,,Hispanic,avid,0.15,0,4,0,0,1,2,0,0,0,2,3,1,5,3,0,0
Fans,Pittsburgh Steelers,NFL,Murrysville,Murrysville,Murrysville,49,15668,40.4284,-79.69754,,Hispanic,casual,0.15,1,0,0,0,0,0,0,0,1,0,0,2,2,0,7,0
Fans,Pittsburgh Steelers,NFL,Natrona Heights,Natrona Heights,Natrona Heights,45,15065,40.6234,-79.72977,,Hispanic,casual,0.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Fans,Pittsburgh Steelers,NFL,Nemacolin,Nemacolin,Nemacolin,0,15351,39.877901,-79.925807,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,New Albany,New Albany,New Albany,5,43054,40.085113,-82.814347,,Hispanic,convertible,0.15,2,0,0,0,0,0,2,3,3,0,0,3,1,3,11,27
Fans,Pittsburgh Steelers,NFL,New Castle,New Castle,New Castle,36,16101,40.964516,-80.300736,,Hispanic,casual,0.15,2,5,9,6,0,2,0,3,0,0,4,3,3,0,0,0
Fans,Pittsburgh Steelers,NFL,New Castle Northwest,New Castle,New Castle,38,16105,41.024051,-80.345444,,Hispanic,casual,0.15,3,0,4,2,0,0,2,0,0,0,0,8,0,0,0,0
Fans,Pittsburgh Steelers,NFL,New Enterprise,New Enterprise,New Enterprise,0,16664,40.193882,-78.426719,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,New Martinsville,New Martinsville,New Martinsville,20,26155,39.611459,-80.817928,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Pittsburgh Steelers,NFL,New Stanton,New Stanton,New Stanton,61,15672,40.24375,-79.658436,,Hispanic,avid,0.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Nixon,Butler,Butler,38,16002,40.8409,-79.859175,,Hispanic,casual,0.15,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,2
Fans,Pittsburgh Steelers,NFL,North Lewisburg,North Lewisburg,North Lewisburg,0,43060,40.204788,-83.568531,,Hispanic,convertible,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Pittsburgh Steelers,NFL,North Versailles,North Versailles,North Versailles,48,15137,40.37809,-79.80803,,Hispanic,casual,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Pittsburgh Steelers,NFL,Northwest Harborcreek,Erie,Erie,19,16510,42.108655,-79.953504,,Hispanic,casual,0.15,6,2,0,4,9,1,5,3,2,2,0,8,0,3,0,0
Fans,Pittsburgh Steelers,NFL,Oak Hills,House Springs,House Springs,65,63051,38.40894,-90.57012,,Hispanic,avid,0.15,0,2,0,0,0,0,0,2,2,0,2,3,0,0,1,0
