dCategory,Team,League,City,City Alt.,Neighborhood,Intensity,zipcode,US lat,US lon,Match,Race,Fandom Level,helper,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Detroit Lions,NFL,Clare,Clare,Clare,35,48617,43.81947,-84.76863,,Hispanic,casual,0.17,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Clawson,Clawson,Clawson,49,48017,42.536785,-83.146427,,Hispanic,casual,0.17,2,0,0,0,0,0,3,0,2,1,2,1,0,0,3,1
Fans,Detroit Lions,NFL,Clayton Township,Flushing,Flushing,54,48433,43.06308,-83.85107,,Hispanic,avid,0.17,1,0,0,1,0,0,6,0,1,5,0,10,9,0,3,0
Fans,Detroit Lions,NFL,Clio,Clio,Clio,42,48420,43.170497,-83.707374,,Hispanic,casual,0.17,0,0,2,5,0,5,0,4,0,4,3,15,4,4,0,0
Fans,Detroit Lions,NFL,Comstock Township,Comstock,Comstock,37,49041,42.245412,-85.529858,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Conklin,Conklin,Conklin,57,49403,43.118172,-85.848391,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
Fans,Detroit Lions,NFL,Constantine,Constantine,Constantine,35,49042,41.84116,-85.6686,,Hispanic,casual,0.17,0,0,0,0,0,0,3,0,0,0,6,2,2,3,0,0
Fans,Detroit Lions,NFL,Cooper Township,Kalamazoo,Kalamazoo,47,49004,42.353583,-85.563941,,Hispanic,casual,0.17,7,0,0,0,0,3,13,0,0,5,6,9,0,4,10,0
Fans,Detroit Lions,NFL,Corunna,Corunna,Corunna,27,48817,42.98197,-84.11775,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Fans,Detroit Lions,NFL,Davison,Davison,Davison,42,48423,43.03475,-83.51801,,Hispanic,casual,0.17,2,5,3,0,5,18,5,5,0,2,10,9,4,8,3,2
Fans,Detroit Lions,NFL,Decatur,Decatur,Decatur,32,30030,33.772554,-84.291723,,Hispanic,casual,0.17,3,0,3,16,10,0,0,2,5,4,0,8,18,2,9,16
Fans,Detroit Lions,NFL,Delta,Delta,Delta,16,17314,39.72705,-76.32663,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0
Fans,Detroit Lions,NFL,Delton,Delton,Delton,46,49046,42.532723,-85.384885,,Hispanic,casual,0.17,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,East Grand Rapids,Grand Rapids,Grand Rapids,27,49506,42.945748,-85.613839,,Hispanic,casual,0.17,0,3,0,0,3,2,7,4,0,2,12,12,9,11,5,11
Fans,Detroit Lions,NFL,Eastpointe,Eastpointe,Eastpointe,41,48021,42.464986,-82.944318,,Hispanic,casual,0.17,1,0,0,1,0,3,3,0,0,1,4,2,1,3,7,0
Fans,Detroit Lions,NFL,Ecorse,Ecorse,Ecorse,36,48229,42.249838,-83.143121,,Hispanic,casual,0.17,4,7,0,0,1,0,6,1,12,25,9,9,2,0,1,0
Fans,Detroit Lions,NFL,Elberta,Elberta,Elberta,70,36530,30.412773,-87.549041,,Hispanic,avid,0.17,0,0,0,0,0,0,1,2,0,7,0,1,3,0,0,0
Fans,Detroit Lions,NFL,Elmwood Charter Township,Traverse City,Traverse City,37,49684,44.693963,-85.676342,,Hispanic,casual,0.17,6,0,0,0,0,3,0,0,1,0,1,5,14,1,1,2
Fans,Detroit Lions,NFL,Elsie,Elsie,Elsie,70,48831,43.08143,-84.445584,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Escanaba,Escanaba,Escanaba,30,49829,45.74525,-87.06458,,Hispanic,casual,0.17,0,3,0,5,0,0,0,6,0,0,0,10,0,4,0,0
Fans,Detroit Lions,NFL,Farwell,Farwell,Farwell,62,48622,43.83502,-84.86697,,Hispanic,avid,0.17,2,0,0,0,5,0,1,2,4,1,0,2,0,0,2,1
Fans,Detroit Lions,NFL,Fenton,Fenton,Fenton,39,48430,42.79781,-83.70495,,Hispanic,casual,0.17,0,0,2,0,0,0,9,0,0,15,0,30,3,8,15,7
Fans,Detroit Lions,NFL,Filer Charter Township,Filer City,Filer City,60,49634,44.21528,-86.28731,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Flat Rock,Flat Rock,Flat Rock,33,28731,35.297055,-82.403731,,Hispanic,casual,0.17,0,0,0,0,22,0,0,6,0,0,2,4,4,2,5,0
Fans,Detroit Lions,NFL,Flint Township,Flint,Flint,31,48507,42.982076,-83.734004,,Hispanic,casual,0.17,0,0,0,0,0,6,9,0,1,17,3,2,7,0,0,0
Fans,Detroit Lions,NFL,Forest Hills,Forest Hills,Forest Hills,38,11375,40.723041,-73.843688,,Hispanic,casual,0.17,27,8,12,20,21,16,64,12,18,61,100,99,124,57,137,97
Fans,Detroit Lions,NFL,Fort Hall,Fort Hall,Fort Hall,0,83203,43.033131,-112.428535,,Hispanic,convertible,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Frankenmuth,Frankenmuth,Frankenmuth,56,48734,43.353763,-83.756467,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,3,13,0,1,0,6
Fans,Detroit Lions,NFL,Fraser,Fraser,Fraser,44,48026,42.538702,-82.949421,,Hispanic,casual,0.17,2,0,0,0,4,0,0,0,1,0,4,3,3,0,1,1
Fans,Detroit Lions,NFL,Garden City,Garden City,Garden City,45,11530,40.726801,-73.639723,,Hispanic,casual,0.17,6,6,0,8,1,2,0,0,0,2,3,3,6,2,6,52
Fans,Detroit Lions,NFL,Gaylord,Gaylord,Gaylord,49,49735,45.000937,-84.624586,,Hispanic,casual,0.17,0,0,0,0,0,0,0,1,0,6,0,4,0,1,0,0
Fans,Detroit Lions,NFL,Georgetown Township,Jenison,Jenison,43,49428,42.918544,-85.842586,,Hispanic,casual,0.17,0,0,0,0,7,0,0,0,2,2,2,9,11,3,8,1
Fans,Detroit Lions,NFL,Gibraltar,Rockwood,Rockwood,48,48173,42.07088,-83.2466,,Hispanic,casual,0.17,0,0,0,0,0,0,1,2,0,0,0,4,2,4,3,3
Fans,Detroit Lions,NFL,Gill,Northfield,Northfield,0,1354,42.624076,-72.508643,,Hispanic,convertible,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Gladstone,Gladstone,Gladstone,43,49837,45.881256,-87.115221,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Gobles,Gobles,Gobles,72,49055,42.357819,-85.859198,,Hispanic,avid,0.17,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0
Fans,Detroit Lions,NFL,Goodrich,Goodrich,Goodrich,67,48438,42.91884,-83.51249,,Hispanic,avid,0.17,0,0,0,0,0,7,0,0,0,2,0,1,0,0,0,0
Fans,Detroit Lions,NFL,Grand Ledge,Grand Ledge,Grand Ledge,35,48837,42.700035,-84.766787,,Hispanic,casual,0.17,0,0,0,1,0,0,2,0,6,0,3,4,0,0,8,0
Fans,Detroit Lions,NFL,Grass Lake Charter Township,Grass Lake,Grass Lake,35,49240,42.25087,-84.21301,,Hispanic,casual,0.17,0,2,0,0,0,0,0,1,0,0,6,1,5,3,0,0
Fans,Detroit Lions,NFL,Grayling,Grayling,Grayling,27,49738,44.691777,-84.612941,,Hispanic,casual,0.17,0,0,0,3,2,0,0,1,0,0,0,0,0,4,0,0
Fans,Detroit Lions,NFL,Grosse Ile Township,Grosse Ile,Grosse Ile,48,48138,42.135191,-83.156124,,Hispanic,casual,0.17,0,0,0,0,0,1,0,0,0,0,1,0,8,4,0,4
Fans,Detroit Lions,NFL,Grosse Pointe Farms,Grosse Pointe,Grosse Pointe,48,48236,42.425373,-82.893194,,Hispanic,casual,0.17,5,3,0,0,2,0,0,0,0,1,0,2,0,0,0,5
Fans,Detroit Lions,NFL,Hale,Hale,Hale,62,48739,44.358808,-83.764739,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Detroit Lions,NFL,Hamilton,Hamilton,Hamilton,42,45011,39.425137,-84.472925,,Hispanic,casual,0.17,72,12,0,33,13,11,3,43,11,1,43,7,60,4,12,0
Fans,Detroit Lions,NFL,Hamtramck,Hamtramck,Hamtramck,17,48212,42.39282,-83.04964,,Hispanic,casual,0.17,0,0,0,5,0,2,0,3,0,2,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Haring charter Township,Cadillac,Cadillac,38,49601,44.335278,-85.549093,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0
Fans,Detroit Lions,NFL,Harper Woods,Harper Woods,Harper Woods,54,48225,42.43309,-82.92408,,Hispanic,avid,0.17,2,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0
Fans,Detroit Lions,NFL,Harrison,Harrison,Harrison,41,10528,40.979118,-73.723036,,Hispanic,casual,0.17,10,6,0,0,0,16,0,0,0,0,2,5,8,30,7,9
Fans,Detroit Lions,NFL,Harrison charter Township,Harrison Township,Harrison Township,42,48045,42.587734,-82.821517,,Hispanic,casual,0.17,0,8,0,0,0,0,0,0,0,0,3,4,10,0,3,0
Fans,Detroit Lions,NFL,Hart,Hart,Hart,49,49420,43.700968,-86.334122,,Hispanic,casual,0.17,6,2,2,2,0,3,3,2,3,2,3,13,8,3,0,2
Fans,Detroit Lions,NFL,Hastings,Hastings,Hastings,42,32145,29.68875,-81.406081,,Hispanic,casual,0.17,0,3,0,0,0,0,0,0,0,1,0,4,0,0,3,0
Fans,Detroit Lions,NFL,Hastings Charter Township,Hastings,Hastings,46,49058,42.639121,-85.28988,,Hispanic,casual,0.17,0,0,0,0,3,0,2,0,0,4,0,3,6,0,5,1
Fans,Detroit Lions,NFL,Hemlock,Hemlock,Hemlock,37,48626,43.428523,-84.230091,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Highland Charter Township,Highland,Highland,46,48356,42.654414,-83.592905,,Hispanic,casual,0.17,0,0,0,0,0,0,6,0,0,0,1,4,1,0,0,0
Fans,Detroit Lions,NFL,Holgate,Holgate,Holgate,0,43527,41.23175,-84.129612,,Hispanic,convertible,0.17,1,0,0,0,2,0,2,0,3,0,0,1,0,3,0,1
Fans,Detroit Lions,NFL,Howard City,Howard City,Howard City,42,49329,43.382007,-85.442836,,Hispanic,casual,0.17,0,1,0,3,0,0,0,0,1,2,0,0,1,0,0,0
Fans,Detroit Lions,NFL,Howell,Howell,Howell,40,7731,40.149318,-74.204209,,Hispanic,casual,0.17,33,11,4,5,30,0,0,0,0,12,10,16,31,16,33,90
Fans,Detroit Lions,NFL,Hudsonville,Hudsonville,Hudsonville,45,49426,42.861575,-85.935917,,Hispanic,casual,0.17,2,0,5,0,0,0,0,0,0,4,4,4,8,0,6,6
Fans,Detroit Lions,NFL,Huntington Woods,Huntington Woods,Huntington Woods,52,48070,42.481786,-83.166376,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fans,Detroit Lions,NFL,Huron Charter Township,New Boston,New Boston,39,48164,42.135225,-83.390422,,Hispanic,casual,0.17,0,0,2,0,0,0,1,0,0,0,5,0,3,0,0,0
Fans,Detroit Lions,NFL,Imlay City,Imlay City,Imlay City,55,48444,43.065642,-83.060893,,Hispanic,avid,0.17,9,2,0,14,0,5,6,17,3,1,15,25,4,10,3,4
Fans,Detroit Lions,NFL,Independence charter Township,Clarkston,Clarkston,39,48346,42.723851,-83.423242,,Hispanic,casual,0.17,4,0,1,0,0,0,3,7,0,3,5,17,2,1,0,0
Fans,Detroit Lions,NFL,Ionia,Ionia,Ionia,52,48846,42.973427,-85.090548,,Hispanic,avid,0.17,8,0,0,0,1,5,7,5,0,10,16,7,1,22,4,0
Fans,Detroit Lions,NFL,Jackson,Jackson,Jackson,39,38301,35.570424,-88.862742,,Hispanic,casual,0.17,4,0,2,3,0,5,4,1,1,10,7,23,1,2,0,0
Fans,Detroit Lions,NFL,Jamestown,Jamestown,Jamestown,40,14701,42.08016,-79.25671,,Hispanic,casual,0.17,47,16,7,13,11,2,12,5,2,13,15,8,2,0,9,0
Fans,Detroit Lions,NFL,Jonesville,Jonesville,Jonesville,40,49250,41.98421,-84.6619,,Hispanic,casual,0.17,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0
Fans,Detroit Lions,NFL,Kaleva,Kaleva,Kaleva,0,49645,44.377928,-86.041189,,Hispanic,convertible,0.17,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Fans,Detroit Lions,NFL,Kent City,Kent City,Kent City,23,49330,43.22002,-85.75115,,Hispanic,casual,0.17,0,1,0,4,1,0,0,0,3,1,1,0,19,0,0,1
Fans,Detroit Lions,NFL,Lake Ann,Lake Ann,Lake Ann,59,49650,44.722002,-85.882364,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Lambertville,Lambertville,Lambertville,35,48144,41.759998,-83.618485,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0
Fans,Detroit Lions,NFL,Lapeer,Lapeer,Lapeer,43,48446,43.121459,-83.319558,,Hispanic,casual,0.17,6,0,0,0,0,0,0,5,0,9,8,2,0,0,4,0
Fans,Detroit Lions,NFL,Lexington,Lexington,Lexington,56,40502,38.016674,-84.486043,,Hispanic,avid,0.17,0,6,1,0,7,0,2,1,1,0,14,3,7,4,0,25
Fans,Detroit Lions,NFL,Lincoln,Lincoln,Lincoln,39,68508,40.818272,-96.703937,,Hispanic,casual,0.17,15,8,1,20,5,6,12,14,3,9,8,7,0,1,3,0
Fans,Detroit Lions,NFL,Lincoln Park,Lincoln Park,Lincoln Park,42,48146,42.242038,-83.180375,,Hispanic,casual,0.17,25,18,11,15,16,48,22,25,33,53,48,82,27,18,34,15
Fans,Detroit Lions,NFL,Linden,Linden,Linden,76,7036,40.626953,-74.250939,,Hispanic,avid,0.17,12,24,12,14,24,27,26,14,35,49,74,104,82,76,138,58
Fans,Detroit Lions,NFL,Ludington,Ludington,Ludington,54,49431,43.998926,-86.349439,,Hispanic,avid,0.17,2,0,2,1,0,0,0,0,2,1,9,4,2,0,0,0
Fans,Detroit Lions,NFL,Macomb,Macomb,Macomb,50,61455,40.459904,-90.660675,,Hispanic,avid,0.17,9,0,8,0,5,0,0,0,0,4,3,5,0,0,1,0
Fans,Detroit Lions,NFL,Manistee,Manistee,Manistee,49,49660,44.263534,-86.182473,,Hispanic,casual,0.17,0,0,0,0,4,0,0,1,1,1,12,7,2,3,1,0
Fans,Detroit Lions,NFL,Martin,Martin,Martin,43,49070,42.537142,-85.626918,,Hispanic,casual,0.17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Mason,Mason,Mason,39,45040,39.36006,-84.30994,,Hispanic,casual,0.17,0,0,0,0,0,0,9,0,0,1,2,1,0,16,23,38
Fans,Detroit Lions,NFL,Memphis,Memphis,Memphis,61,38101,35.050667,-89.847782,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Milford Charter Township,Milford,Milford,44,48381,42.554322,-83.579098,,Hispanic,casual,0.17,0,0,0,0,2,0,0,0,0,0,0,5,0,3,0,0
Fans,Detroit Lions,NFL,Millington,Millington,Millington,51,48746,43.297434,-83.47392,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,1,5,1,0,2,0,0
Fans,Detroit Lions,NFL,Mills Township,Saginaw,Saginaw,52,48602,43.420026,-83.974472,,Hispanic,avid,0.17,26,15,20,5,23,24,2,9,24,20,45,20,17,0,0,0
Fans,Detroit Lions,NFL,Monitor charter Township,Bay City,Bay City,60,48706,43.608773,-83.953007,,Hispanic,avid,0.17,5,2,0,6,5,8,0,3,3,10,6,11,7,2,4,12
Fans,Detroit Lions,NFL,Monroe,Monroe,Monroe,38,10950,41.33065,-74.18681,,Hispanic,casual,0.17,2,10,1,20,3,10,11,19,5,35,9,32,49,31,48,50
Fans,Detroit Lions,NFL,Montague,Montague,Montague,48,49437,43.42404,-86.339517,,Hispanic,casual,0.17,0,0,4,1,1,1,0,0,0,1,7,1,4,1,0,1
Fans,Detroit Lions,NFL,Montpelier,Montpelier,Montpelier,28,5602,44.26829,-72.623619,,Hispanic,casual,0.17,1,3,0,0,0,0,0,1,0,1,4,2,1,2,1,1
Fans,Detroit Lions,NFL,Montrose Township,Montrose,Montrose,46,48457,43.17669,-83.89274,,Hispanic,casual,0.17,0,0,0,0,0,0,1,1,1,0,2,0,4,0,0,0
Fans,Detroit Lions,NFL,Morenci,Morenci,Morenci,24,49256,41.71949,-84.218,,Hispanic,casual,0.17,0,0,0,0,2,0,0,0,0,1,0,2,0,2,0,0
Fans,Detroit Lions,NFL,Morrice,Morrice,Morrice,50,48857,42.844288,-84.136097,,Hispanic,avid,0.17,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0
Fans,Detroit Lions,NFL,Muskegon,Muskegon,Muskegon,36,49440,43.237691,-86.254186,,Hispanic,casual,0.17,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0
Fans,Detroit Lions,NFL,Muskegon charter Township,Muskegon,Muskegon,48,49442,43.237314,-86.14768,,Hispanic,casual,0.17,13,1,20,22,5,2,4,9,2,31,2,30,12,0,6,2
Fans,Detroit Lions,NFL,Nashville,Nashville,Nashville,35,37201,36.165688,-86.778098,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Fans,Detroit Lions,NFL,North Branch,North Branch,North Branch,51,55056,45.5125,-92.98333,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,11,0,0,3,1,0
Fans,Detroit Lions,NFL,Northport,Northport,Northport,35,35473,33.270519,-87.581612,,Hispanic,casual,0.17,3,0,0,0,12,15,0,0,0,4,1,6,0,0,5,0
Fans,Detroit Lions,NFL,Northwood,Northwood,Northwood,19,43619,41.603711,-83.47049,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,4,11,5,0,0,0
Fans,Detroit Lions,NFL,Oak Park,Oak Park,Oak Park,38,60302,41.894611,-87.789713,,Hispanic,casual,0.17,12,6,10,0,2,0,0,9,8,13,20,33,10,21,18,17
Fans,Detroit Lions,NFL,Orion charter Township,Lake Orion,Lake Orion,44,48359,42.723081,-83.276903,,Hispanic,casual,0.17,0,0,3,0,4,2,55,1,1,1,2,0,2,1,2,0
Fans,Detroit Lions,NFL,Otsego,Otsego,Otsego,46,49078,42.486075,-85.724612,,Hispanic,casual,0.17,0,0,0,0,0,0,0,11,0,5,3,3,2,0,0,0
Fans,Detroit Lions,NFL,Owosso charter Township,Owosso,Owosso,38,48867,42.982578,-84.184937,,Hispanic,casual,0.17,0,0,0,2,0,0,6,2,0,0,5,1,3,0,0,5
Fans,Detroit Lions,NFL,Perry,Perry,Perry,50,14530,42.71562,-78.00556,,Hispanic,avid,0.17,0,0,7,0,0,0,0,0,0,0,0,7,0,1,0,0
Fans,Detroit Lions,NFL,Pinckney,Pinckney,Pinckney,41,48169,42.467503,-83.946982,,Hispanic,casual,0.17,6,0,0,0,0,0,0,0,0,0,4,0,9,0,2,6
Fans,Detroit Lions,NFL,Pittsford,Pittsford,Pittsford,59,14534,43.060229,-77.520692,,Hispanic,avid,0.17,2,0,0,0,0,0,0,0,0,0,0,8,3,23,12,19
Fans,Detroit Lions,NFL,Plainwell,Plainwell,Plainwell,53,49080,42.479577,-85.633538,,Hispanic,avid,0.17,8,0,0,11,0,0,0,0,0,1,5,10,2,3,1,0
Fans,Detroit Lions,NFL,Plymouth,Plymouth,Plymouth,47,2360,41.886207,-70.638717,,Hispanic,casual,0.17,2,0,2,0,0,4,1,5,3,12,0,14,7,1,1,9
Fans,Detroit Lions,NFL,Plymouth Charter Township,Plymouth,Plymouth,39,48170,42.366737,-83.489679,,Hispanic,casual,0.17,0,0,0,0,4,1,0,0,0,0,5,8,9,11,5,12
Fans,Detroit Lions,NFL,Port Huron,Port Huron,Port Huron,33,48060,42.984014,-82.467461,,Hispanic,casual,0.17,3,9,3,0,1,17,6,3,10,12,9,16,4,4,15,10
Fans,Detroit Lions,NFL,Port Huron charter Township,Port Huron,Port Huron,39,48060,42.984014,-82.467461,,Hispanic,casual,0.17,3,9,3,0,1,17,6,3,10,12,9,16,4,4,15,10
Fans,Detroit Lions,NFL,Portage,Portage,Portage,31,49002,42.193793,-85.563901,,Hispanic,casual,0.17,5,0,0,4,0,0,6,9,0,0,3,0,4,3,0,0
Fans,Detroit Lions,NFL,Portage charter Township,Houghton,Houghton,35,49931,47.105336,-88.548157,,Hispanic,casual,0.17,1,7,0,2,3,0,0,0,0,0,1,0,0,2,0,0
Fans,Detroit Lions,NFL,Potterville,Potterville,Potterville,45,48876,42.643807,-84.729716,,Hispanic,casual,0.17,1,2,0,1,0,2,0,0,0,1,4,4,4,0,8,0
Fans,Detroit Lions,NFL,Quincy,Quincy,Quincy,34,62301,39.931138,-91.385695,,Hispanic,casual,0.17,2,2,0,5,2,0,0,2,1,5,1,1,3,3,0,9
Fans,Detroit Lions,NFL,Redford Charter Township,Redford,Redford,39,48239,42.392286,-83.282029,,Hispanic,casual,0.17,0,0,6,5,0,0,4,3,1,5,0,5,8,14,1,13
Fans,Detroit Lions,NFL,Richfield Township,Hemlock,Hemlock,54,48626,43.428523,-84.230091,,Hispanic,avid,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Richmond,Richmond,Richmond,49,56368,45.460536,-94.536053,,Hispanic,casual,0.17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Fans,Detroit Lions,NFL,Richmond Township,Saint Johns,Saint Johns,29,48879,42.979673,-84.581962,,Hispanic,casual,0.17,5,3,0,9,0,0,1,0,1,1,1,7,0,1,0,0
Fans,Detroit Lions,NFL,Rockford,Rockford,Rockford,49,61101,42.33342,-89.157198,,Hispanic,casual,0.17,15,6,21,3,6,3,4,7,0,46,13,18,5,5,0,0
Fans,Detroit Lions,NFL,Romeo,Romeo,Romeo,44,48065,42.839951,-83.038836,,Hispanic,casual,0.17,0,2,0,0,0,4,6,5,0,0,5,0,2,0,5,0
Fans,Detroit Lions,NFL,Roscommon,Roscommon,Roscommon,57,48653,44.394517,-84.611194,,Hispanic,avid,0.17,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Fans,Detroit Lions,NFL,Roseville,Roseville,Roseville,44,43777,39.821869,-82.039389,,Hispanic,casual,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Saginaw Charter Township,Saginaw,Saginaw,43,48603,43.460115,-84.026587,,Hispanic,casual,0.17,5,0,0,29,7,0,0,5,11,38,2,33,12,15,5,6
Fans,Detroit Lions,NFL,Saint Clair Shores,Saint Clair Shores,Saint Clair Shores,46,48080,42.470639,-82.902194,,Hispanic,casual,0.17,2,1,0,0,1,0,0,0,1,6,1,2,0,3,2,0
Fans,Detroit Lions,NFL,Saint Johns,Saint Johns,Saint Johns,40,48879,42.979673,-84.581962,,Hispanic,casual,0.17,5,3,0,9,0,0,1,0,1,1,1,7,0,1,0,0
Fans,Detroit Lions,NFL,Saint Louis,Saint Louis,Saint Louis,38,48880,43.40836,-84.60667,,Hispanic,casual,0.17,1,2,1,0,5,4,8,2,2,0,0,0,4,0,0,4
Fans,Detroit Lions,NFL,Sanford,Sanford,Sanford,55,27330,35.469782,-79.171723,,Hispanic,avid,0.17,18,20,24,36,29,8,4,11,51,48,55,30,29,6,2,8
Fans,Detroit Lions,NFL,Scottville,Scottville,Scottville,47,49454,43.940385,-86.26351,,Hispanic,casual,0.17,0,0,3,3,1,0,0,2,1,0,1,0,4,0,0,1
Fans,Detroit Lions,NFL,Shelby charter Township,Utica,Utica,39,48316,42.688531,-83.05483,,Hispanic,casual,0.17,0,3,0,0,0,0,0,0,0,0,4,5,2,14,14,7
Fans,Detroit Lions,NFL,Sheridan Charter Township,Hesperia,Hesperia,49,49421,43.574326,-86.223175,,Hispanic,casual,0.17,3,2,0,0,0,0,1,0,0,1,5,0,0,0,0,1
Fans,Detroit Lions,NFL,South Haven,South Haven,South Haven,27,49090,42.40309,-86.27364,,Hispanic,casual,0.17,4,5,0,5,7,0,1,2,9,6,6,1,6,2,0,0
Fans,Detroit Lions,NFL,South Lyon,South Lyon,South Lyon,47,48178,42.474564,-83.612188,,Hispanic,casual,0.17,4,0,0,1,2,0,0,0,2,0,3,2,3,0,6,21
Fans,Detroit Lions,NFL,Southfield,Southfield,Southfield,29,48033,42.459322,-83.293205,,Hispanic,casual,0.17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Southgate,Sarasota,Sarasota,45,34239,27.310774,-82.520868,,Hispanic,casual,0.17,3,2,6,0,2,3,4,11,5,5,18,10,1,4,5,7
Fans,Detroit Lions,NFL,Spring Arbor,Spring Arbor,Spring Arbor,31,49283,42.20546,-84.55506,,Hispanic,casual,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Standish,Standish,Standish,71,4084,43.804454,-70.554905,,Hispanic,avid,0.17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Fans,Detroit Lions,NFL,Stanton,Stanton,Stanton,40,38069,35.456111,-89.339146,,Hispanic,casual,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Detroit Lions,NFL,Sterling Heights,Sterling Heights,Sterling Heights,39,48310,42.564395,-83.068475,,Hispanic,casual,0.17,3,0,0,0,0,0,2,0,0,3,2,11,0,2,2,5
Fans,Detroit Lions,NFL,Swartz Creek,Swartz Creek,Swartz Creek,42,48473,42.950323,-83.812575,,Hispanic,casual,0.17,0,0,0,0,12,0,0,7,0,3,15,0,0,0,0,3
Fans,Detroit Lions,NFL,Tecumseh,Tecumseh,Tecumseh,35,49286,42.008398,-83.922214,,Hispanic,casual,0.17,0,3,0,2,0,22,0,0,6,0,15,6,6,4,10,1
Fans,Detroit Lions,NFL,Thomas Township,Saginaw,Saginaw,52,48609,43.38689,-84.092633,,Hispanic,avid,0.17,0,0,0,0,2,0,0,5,0,3,1,1,3,1,12,6
Fans,Detroit Lions,NFL,Three Oaks,Three Oaks,Three Oaks,0,49128,41.827553,-86.600498,,Hispanic,convertible,0.17,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,1
Fans,Detroit Lions,NFL,Tittabawassee Township,Saginaw,Saginaw,49,48603,43.460115,-84.026587,,Hispanic,casual,0.17,5,0,0,29,7,0,0,5,11,38,2,33,12,15,5,6
