dCategory,Team,League,City,City Alt.,Neighborhood,zipcode,Intensity Score,US lat,US lon,Race,Fandom Level,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Los Angeles Lakers,NBA,Lake City,Altamont,Altamont,32055,0,30.270103,-82.62413,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Laurens,Altoona,Altoona,29360,0,34.528882,-82.055091,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Lemon Grove,Aloha,Aloha,91945,0,32.732288,-117.037344,Native American,convertible,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
Fans,Los Angeles Lakers,NBA,Libertyville,Altoona,Altoona,60048,0,42.28947,-87.957724,Native American,convertible,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Fans,Los Angeles Lakers,NBA,Lincoln Village,Newton,Newton,43228,0,39.966378,-83.125661,Native American,convertible,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Fans,Los Angeles Lakers,NBA,Long Beach,Raiford,Raiford,90802,41,33.756024,-118.201101,Native American,avid,1,0,0,0,0,3,0,1,0,0,0,1,1,2,1,0
Fans,Los Angeles Lakers,NBA,Los Alamos,Altus,Altus,87544,29,35.849514,-106.288482,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fans,Los Angeles Lakers,NBA,Los Banos,Frisco,Frisco,93635,0,37.103768,-120.847479,Native American,convertible,0,1,1,0,1,1,0,0,1,0,3,6,1,3,0,3
Fans,Los Angeles Lakers,NBA,Lynwood,Blakely,Blakely,90262,75,33.924538,-118.202954,Native American,avid,0,3,0,0,0,2,0,0,1,1,2,1,1,0,1,1
Fans,Los Angeles Lakers,NBA,Mahopac,Aloha,Aloha,10541,0,41.412395,-73.752059,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Malibu,Altadena,Altadena,90263,0,34.039034,-118.707992,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Marion,Altoona,Altoona,14505,0,43.15594,-77.172684,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Medley,Alvin,Alvin,33166,21,25.840653,-80.32644,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Los Angeles Lakers,NBA,Middletown,Altadena,Altadena,21769,0,39.44371,-77.54471,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Minerva,Altoona,Altoona,44657,0,40.749759,-81.175266,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Miramar,Amana,Amana,33023,0,25.9892,-80.217067,Native American,convertible,3,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
Fans,Los Angeles Lakers,NBA,Monroeville,Newton,Newton,15146,0,40.42118,-79.7881,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Montclair,Aberdeen,Aberdeen,7042,30,40.811908,-74.216389,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Monterey Park,Five Points,Five Points,91754,38,34.052922,-118.143465,Native American,casual,0,0,3,0,0,0,0,0,1,0,0,1,2,0,1,0
Fans,Los Angeles Lakers,NBA,Moore,Altamont,Altamont,73160,0,35.332438,-97.475217,Native American,convertible,0,0,0,1,2,7,7,2,2,0,7,11,1,3,1,1
Fans,Los Angeles Lakers,NBA,Moreno Valley,Newton,Newton,92551,70,33.88274,-117.224878,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Los Angeles Lakers,NBA,Morrow,Taylorsville,Taylorsville,30260,0,33.58016,-84.326757,Native American,convertible,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Fans,Los Angeles Lakers,NBA,Muscle Shoals,Altoona,Altoona,35661,0,34.768526,-87.562802,Native American,convertible,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Fans,Los Angeles Lakers,NBA,Natchitoches,Amana,Amana,71457,0,31.70988,-93.109141,Native American,convertible,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Los Angeles Lakers,NBA,New London,Newton,Newton,3257,0,43.41396,-71.98508,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,North Key Largo,Altamont,Altamont,33037,0,25.12273,-80.41158,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Norwalk,Altoona,Altoona,90650,67,33.906763,-118.076549,Native American,avid,2,0,0,1,0,0,2,1,0,1,3,0,4,2,2,3
Fans,Los Angeles Lakers,NBA,Old Jefferson,Aloha,Aloha,70817,0,30.384123,-90.972423,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Los Angeles Lakers,NBA,Opelika,Altoona,Altoona,36801,0,32.694763,-85.395626,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Orange,Newton,Newton,92865,0,33.827031,-117.851196,Native American,convertible,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Orangeburg,Raiford,Raiford,29115,0,33.490935,-80.821825,Native American,convertible,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Los Angeles Lakers,NBA,Overton,Altus,Altus,75684,0,32.2746,-94.97855,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Palmetto,Frisco,Frisco,34220,0,27.427213,-82.438689,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Paramount,Blakely,Blakely,90723,48,33.899015,-118.165152,Native American,avid,1,0,0,0,0,1,0,0,1,2,1,7,0,1,0,0
Fans,Los Angeles Lakers,NBA,Parkersburg,Aloha,Aloha,26101,0,39.286315,-81.55477,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Parlier,Altadena,Altadena,93648,0,36.61162,-119.52707,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Fans,Los Angeles Lakers,NBA,Pataskala,Altoona,Altoona,43062,0,40.014869,-82.624424,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Pearl,Alvin,Alvin,39208,0,32.259774,-90.091589,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Peekskill,Altadena,Altadena,10566,0,41.29009,-73.92042,Native American,convertible,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
Fans,Los Angeles Lakers,NBA,Perris,Altoona,Altoona,92570,44,33.787292,-117.320674,Native American,avid,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
Fans,Los Angeles Lakers,NBA,Pinewood,Amana,Amana,33168,0,25.892738,-80.209054,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Placentia,Newton,Newton,92870,34,33.881158,-117.854783,Native American,casual,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Fans,Los Angeles Lakers,NBA,Plymouth Meeting,Aberdeen,Aberdeen,19462,0,40.10965,-75.27962,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Port Saint John,Five Points,Five Points,32927,0,28.457509,-80.812888,Native American,convertible,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
Fans,Los Angeles Lakers,NBA,Portage Lakes,Altamont,Altamont,44319,0,40.978755,-81.524376,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fans,Los Angeles Lakers,NBA,Porterdale,Newton,Newton,30070,0,33.574432,-83.894702,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Portsmouth,Taylorsville,Taylorsville,23704,24,36.824298,-76.315663,Native American,casual,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Los Angeles Lakers,NBA,Powder Springs,Altoona,Altoona,30127,0,33.91351,-84.685885,Native American,convertible,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0
Fans,Los Angeles Lakers,NBA,Randallstown,Amana,Amana,21133,0,39.377872,-76.816675,Native American,convertible,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Redondo Beach,Newton,Newton,90277,40,33.830006,-118.387124,Native American,avid,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,0
Fans,Los Angeles Lakers,NBA,Reedley,Altamont,Altamont,93654,0,36.669807,-119.398857,Native American,convertible,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Rialto,Altoona,Altoona,92376,42,34.111606,-117.377406,Native American,avid,0,0,0,1,0,0,1,3,2,1,2,0,2,1,1,1
Fans,Los Angeles Lakers,NBA,Richland,Aloha,Aloha,99352,0,46.28569,-119.28446,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Fans,Los Angeles Lakers,NBA,Ridgeland,Altoona,Altoona,39157,0,32.436064,-90.13731,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Ridgemont,Newton,Newton,14626,0,43.190312,-77.720018,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Roxbury Township,Raiford,Raiford,7850,0,40.905099,-74.665162,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Saint Michael,Altus,Altus,55376,0,45.20996,-93.66496,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Saluda,Frisco,Frisco,29138,0,34.031353,-81.77374,Native American,convertible,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fans,Los Angeles Lakers,NBA,San Gabriel,Blakely,Blakely,91775,73,34.114772,-118.089431,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Los Angeles Lakers,NBA,Santa Fe Springs,Aloha,Aloha,90670,83,33.927063,-118.063698,Native American,avid,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0
Fans,Los Angeles Lakers,NBA,Santa Monica,Altadena,Altadena,90401,36,34.013666,-118.49375,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Schlusser,Altoona,Altoona,17013,0,40.20148,-77.18887,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Scissors,Alvin,Alvin,78563,0,26.5661,-98.12963,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Shelbyville,Altadena,Altadena,37160,0,35.486335,-86.462357,Native American,convertible,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Shiloh,Altoona,Altoona,62269,0,38.571835,-89.89568,Native American,convertible,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,South Gate,Amana,Amana,90280,75,33.937714,-118.193403,Native American,avid,2,2,0,2,0,0,1,1,0,0,3,1,2,2,3,0
Fans,Los Angeles Lakers,NBA,South Hill,Newton,Newton,98373,0,47.145817,-122.309704,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Fans,Los Angeles Lakers,NBA,South Pasadena,Aberdeen,Aberdeen,91030,0,34.108957,-118.156615,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Fans,Los Angeles Lakers,NBA,South Whittier,Five Points,Five Points,90604,62,33.932663,-118.009085,Native American,avid,0,2,0,0,1,1,0,0,0,1,0,1,1,1,0,1
Fans,Los Angeles Lakers,NBA,Springdale,Altamont,Altamont,15144,0,40.5409,-79.78394,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Springfield,Newton,Newton,62701,0,39.800698,-89.648801,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Sunset Hills,Taylorsville,Taylorsville,63127,0,38.535503,-90.407018,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Swainsboro,Altoona,Altoona,30401,0,32.569871,-82.346181,Native American,convertible,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Terrytown,Amana,Amana,70056,0,29.887204,-90.033138,Native American,convertible,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0
Fans,Los Angeles Lakers,NBA,Tomball,Newton,Newton,77375,0,30.094886,-95.585826,Native American,convertible,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0
Fans,Los Angeles Lakers,NBA,University Park,Altamont,Altamont,33165,0,25.734685,-80.35923,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Victorville,Altoona,Altoona,92392,50,34.480247,-117.408186,Native American,avid,0,0,0,0,1,0,0,0,1,1,5,2,1,0,0,1
Fans,Los Angeles Lakers,NBA,Waipio Acres,Aloha,Aloha,96701,0,21.39065,-157.927829,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fans,Los Angeles Lakers,NBA,Wake Forest,Altoona,Altoona,27587,0,35.982414,-78.551748,Native American,convertible,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Walker Mill,Newton,Newton,20743,0,38.889711,-76.892544,Native American,convertible,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Walnut,Raiford,Raiford,91788,40,33.786594,-118.298662,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Wasco,Altus,Altus,93280,0,35.59412,-119.34095,Native American,convertible,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Fans,Los Angeles Lakers,NBA,Washington Heights,Frisco,Frisco,10032,0,40.839137,-73.942181,Native American,convertible,1,2,0,0,0,0,0,2,0,0,0,2,1,2,0,0
Fans,Los Angeles Lakers,NBA,Waynesboro,Blakely,Blakely,17268,0,39.793552,-77.59228,Native American,convertible,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,West Covina,Aloha,Aloha,91790,43,34.066964,-117.937007,Native American,avid,0,0,0,0,3,0,0,0,1,1,2,1,0,0,0,0
Fans,Los Angeles Lakers,NBA,West Windsor Township,Altadena,Altadena,8550,0,40.266858,-74.651101,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Fans,Los Angeles Lakers,NBA,Westbrook,Altoona,Altoona,6498,0,41.307899,-72.463381,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Westmont,Alvin,Alvin,60559,85,41.799876,-87.970713,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Whitman,Altadena,Altadena,2382,0,42.0785,-70.940837,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Los Angeles Lakers,NBA,Wilkinsburg,Altoona,Altoona,15221,0,40.435791,-79.86427,Native American,convertible,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fans,Los Angeles Lakers,NBA,Windsor,Amana,Amana,5089,0,43.5181,-72.418059,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Wingate,Newton,Newton,21675,0,38.28207,-76.08188,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Winnsboro,Aberdeen,Aberdeen,71295,0,32.118121,-91.705926,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Wixon Valley,Five Points,Five Points,77808,0,30.820187,-96.305894,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Woodlawn,Altamont,Altamont,21207,0,39.332607,-76.692749,Native American,convertible,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Wooster,Newton,Newton,44691,0,40.830699,-81.895377,Native American,convertible,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Yazoo City,Taylorsville,Taylorsville,39194,0,32.815898,-90.475849,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Youngstown,Altoona,Altoona,14174,72,43.244454,-78.988325,Native American,avid,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Fans,Los Angeles Lakers,NBA,Zanesville,Amana,Amana,43701,0,39.927415,-82.004058,Native American,convertible,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Algood,Newton,Newton,38506,0,36.187107,-85.433312,Native American,convertible,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Memphis Grizzlies,NBA,Andover Township,Altamont,Altamont,7821,0,40.98593,-74.74211,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Arkadelphia,Altoona,Altoona,71923,0,34.031343,-93.111452,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Arlington,Aloha,Aloha,76001,51,32.635563,-97.148829,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Fans,Memphis Grizzlies,NBA,Atoka,Altoona,Altoona,38004,63,35.44119,-89.77814,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Avery Creek,Newton,Newton,28704,0,35.46623,-82.51651,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Balch Springs,Raiford,Raiford,75180,0,32.7229,-96.6178,Native American,convertible,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Fans,Memphis Grizzlies,NBA,Bartlett,Altus,Altus,60103,70,41.980446,-88.203407,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Fans,Memphis Grizzlies,NBA,Battle Creek,Frisco,Frisco,49014,3,42.303041,-85.13044,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Bedford,Blakely,Blakely,3110,0,42.93743,-71.535515,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Beltsville,Aloha,Aloha,20705,0,39.044858,-76.886795,Native American,convertible,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Berlin Heights,Altadena,Altadena,44814,0,41.338364,-82.459915,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Bethesda,Altoona,Altoona,20814,0,39.00452,-77.1046,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Memphis Grizzlies,NBA,Blountville,Alvin,Alvin,37617,3,36.525039,-82.369895,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Blytheville,Altadena,Altadena,72315,26,35.902592,-89.903372,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Memphis Grizzlies,NBA,Boerne,Altoona,Altoona,78006,0,29.893137,-98.685719,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
Fans,Memphis Grizzlies,NBA,Bolingbrook,Amana,Amana,60440,3,41.7006,-88.075006,Native American,convertible,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0
Fans,Memphis Grizzlies,NBA,Bolivar,Newton,Newton,65613,33,37.626464,-93.413616,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Bon Aqua,Aberdeen,Aberdeen,37025,0,35.9534,-87.32696,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Brentwood,Five Points,Five Points,94513,4,37.922228,-121.668359,Native American,convertible,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Fans,Memphis Grizzlies,NBA,Brighton,Altamont,Altamont,2135,75,42.3501,-71.15644,Native American,avid,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0
Fans,Memphis Grizzlies,NBA,Brownsville,Newton,Newton,38012,37,35.633418,-89.276381,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Burlingame,Taylorsville,Taylorsville,94010,1,37.567086,-122.367573,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Burns,Altoona,Altoona,37029,0,36.039122,-87.26284,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Byhalia,Amana,Amana,38611,56,34.87232,-89.69064,Native American,avid,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Camden,Newton,Newton,8101,17,39.80237,-74.938259,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Canton,Altamont,Altamont,2021,10,42.179146,-71.121185,Native American,casual,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Fans,Memphis Grizzlies,NBA,Center Point,Altoona,Altoona,35215,0,33.649052,-86.707359,Native American,convertible,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Chapmansboro,Aloha,Aloha,37035,7,36.376837,-87.112668,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Chardon,Altoona,Altoona,44024,0,41.572432,-81.157142,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Clarksdale,Newton,Newton,38614,21,34.256003,-90.634809,Native American,casual,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Clayton,Raiford,Raiford,13624,0,44.144238,-76.062002,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Cleveland,Altus,Altus,44101,0,41.489381,-81.667486,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Clyde,Frisco,Frisco,14433,0,43.097869,-76.872736,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Coffeyville,Blakely,Blakely,67337,0,37.0373,-95.61637,Native American,convertible,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Coldwater,Aloha,Aloha,49036,53,41.905358,-85.058716,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Memphis Grizzlies,NBA,Collierville,Altadena,Altadena,38017,60,35.080992,-89.699083,Native American,avid,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Columbia,Altoona,Altoona,29201,6,33.987454,-81.024864,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Corinth,Alvin,Alvin,38834,14,34.87589,-88.591575,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Covington,Altadena,Altadena,30014,59,33.529341,-83.849622,Native American,avid,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Cumberland,Altoona,Altoona,2864,0,41.949498,-71.43269,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Cusseta,Amana,Amana,31805,0,32.292547,-84.736706,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Dandridge,Newton,Newton,37725,0,36.000789,-83.423276,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Dayton,Aberdeen,Aberdeen,37321,0,35.49396,-85.01245,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Memphis Grizzlies,NBA,Dayton,Five Points,Five Points,37321,0,35.49396,-85.01245,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Memphis Grizzlies,NBA,DeKalb,Altamont,Altamont,60115,1,41.92947,-88.75036,Native American,convertible,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Fans,Memphis Grizzlies,NBA,Deptford Township,Newton,Newton,8096,0,39.822013,-75.129669,Native American,convertible,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Drummonds,Taylorsville,Taylorsville,38023,79,35.460696,-89.93429,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Dumas,Altoona,Altoona,79029,0,35.9216,-101.92026,Native American,convertible,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,Dyersburg,Amana,Amana,38024,27,36.036069,-89.438461,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,East Brainerd,Newton,Newton,37421,0,35.040495,-85.153781,Native American,convertible,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fans,Memphis Grizzlies,NBA,East Point,Altamont,Altamont,30344,2,33.691858,-84.448027,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
