dCategory,Team,League,City,City Alt.,Neighborhood,zipcode,Intensity Score,US lat,US lon,Race,Fandom Level,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Oklahoma City Thunder,NBA,Abington,Abington,Abington,2351,0,42.11749,-70.959888,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Ada,Ada,Ada,74820,24,34.748961,-96.685325,Native American,casual,7,4,2,3,7,9,4,2,8,11,11,10,6,4,4,3
Fans,Oklahoma City Thunder,NBA,Andover,Andover,Andover,1810,0,42.647991,-71.165685,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Oklahoma City Thunder,NBA,Arvada,Arvada,Arvada,80001,4,39.522014,-105.223945,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Bartlesville,Bartlesville,Bartlesville,74003,31,36.728272,-96.067573,Native American,casual,2,2,2,2,1,4,1,2,1,1,3,2,1,0,0,1
Fans,Oklahoma City Thunder,NBA,Bella Vista,Bella Vista,Bella Vista,72714,0,36.467299,-94.220903,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Belton,Belton,Belton,64012,0,38.784041,-94.532397,Native American,convertible,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Bentonville,Bentonville,Bentonville,72712,5,36.347107,-94.223419,Native American,convertible,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Bethany,Bethany,Bethany,73008,38,35.51867,-97.63226,Native American,casual,2,0,0,1,0,0,0,1,2,0,1,1,1,2,0,0
Fans,Oklahoma City Thunder,NBA,Bixby,Bixby,Bixby,74008,24,35.93345,-95.877617,Native American,casual,0,1,0,1,2,1,2,1,1,1,2,4,2,4,2,3
Fans,Oklahoma City Thunder,NBA,Bracey,Bracey,Bracey,23919,0,36.59959,-78.14305,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Brighton,Brighton,Brighton,2135,0,42.3501,-71.15644,Native American,convertible,0,0,1,2,0,0,0,0,0,2,0,0,1,0,1,0
Fans,Oklahoma City Thunder,NBA,Broken Arrow,Broken Arrow,Broken Arrow,74012,18,36.051397,-95.805771,Native American,casual,2,2,2,0,2,5,3,1,1,5,10,8,4,6,2,3
Fans,Oklahoma City Thunder,NBA,Brownsfield,Baker,Baker,70714,0,30.578637,-91.126275,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Burlington,Burlington,Burlington,98233,0,48.47566,-122.32544,Native American,convertible,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Burnsville,Burnsville,Burnsville,55306,4,44.730944,-93.291381,Native American,convertible,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Cache,Cache,Cache,73527,0,34.62952,-98.62867,Native American,convertible,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0
Fans,Oklahoma City Thunder,NBA,Campbell,Campbell,Campbell,95008,0,37.278563,-121.955101,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Oklahoma City Thunder,NBA,Campbell,Campbell,Campbell,95008,0,37.278563,-121.955101,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Oklahoma City Thunder,NBA,Canute,Canute,Canute,73626,0,35.418882,-99.280304,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Carthage,Carthage,Carthage,37030,0,36.276278,-85.95174,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Castle Hills,The Colony,The Colony,75056,10,33.077136,-96.901605,Native American,casual,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0
Fans,Oklahoma City Thunder,NBA,Catoosa,Catoosa,Catoosa,74015,0,36.18899,-95.74582,Native American,convertible,1,1,0,3,1,0,0,0,1,1,3,2,2,1,1,2
Fans,Oklahoma City Thunder,NBA,Centreville,Centreville,Centreville,20120,0,38.84479,-77.46701,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Chalco,Omaha,Omaha,68138,0,41.158509,-96.133576,Native American,convertible,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Chanute,Chanute,Chanute,66720,0,37.609218,-95.416422,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Chickasha,Chickasha,Chickasha,73018,0,35.127804,-97.937083,Native American,convertible,2,0,1,1,2,2,0,1,1,1,1,2,1,1,0,1
Fans,Oklahoma City Thunder,NBA,Claremore,Claremore,Claremore,74017,10,36.348616,-95.604344,Native American,casual,2,5,5,4,2,3,2,4,4,6,7,15,10,7,3,2
Fans,Oklahoma City Thunder,NBA,Clovis,Clovis,Clovis,88101,0,34.497241,-103.294978,Native American,convertible,1,0,0,0,1,0,0,1,1,0,3,0,1,1,0,0
Fans,Oklahoma City Thunder,NBA,Cold Spring Harbor,Cold Spring Harbor,Cold Spring Harbor,11724,0,40.860098,-73.442315,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Cole,Blanchard,Blanchard,73010,0,35.13784,-97.65809,Native American,convertible,1,0,0,1,0,1,0,0,0,3,1,2,1,3,3,1
Fans,Oklahoma City Thunder,NBA,Concord,Concord,Concord,28025,0,35.371633,-80.562141,Native American,convertible,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Cottage Grove,Cottage Grove,Cottage Grove,97424,0,43.72893,-123.049498,Native American,convertible,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0
Fans,Oklahoma City Thunder,NBA,Coweta,Coweta,Coweta,74429,0,36.002092,-95.674795,Native American,convertible,1,1,1,2,1,0,0,1,0,3,1,2,3,2,2,1
Fans,Oklahoma City Thunder,NBA,Crystal,Minneapolis,Minneapolis,55422,0,45.009601,-93.342428,Native American,convertible,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Custer,Custer,Custer,57730,0,43.657304,-103.425807,Native American,convertible,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
Fans,Oklahoma City Thunder,NBA,Cuyahoga Falls,Cuyahoga Falls,Cuyahoga Falls,44221,0,41.143906,-81.473585,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Davis,Davis,Davis,73030,0,34.501771,-97.047346,Native American,convertible,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0
Fans,Oklahoma City Thunder,NBA,Del City,Oklahoma City,Oklahoma City,73115,51,35.444931,-97.446013,Native American,avid,0,6,1,0,0,0,2,1,3,2,2,2,1,0,1,1
Fans,Oklahoma City Thunder,NBA,Delran,Riverside,Riverside,8075,0,40.029586,-74.948936,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Dillon,Dillon,Dillon,29536,0,34.422187,-79.341359,Native American,convertible,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Fans,Oklahoma City Thunder,NBA,Drexel Heights,Tucson,Tucson,85746,0,32.091607,-111.044296,Native American,convertible,7,1,2,2,0,4,0,2,0,0,2,12,2,1,3,1
Fans,Oklahoma City Thunder,NBA,Duncan,Duncan,Duncan,73533,13,34.547749,-97.933279,Native American,casual,1,1,1,0,0,1,1,2,2,2,1,3,1,1,1,0
Fans,Oklahoma City Thunder,NBA,Durant,Durant,Durant,74701,0,34.044944,-96.321428,Native American,convertible,5,6,8,6,1,3,2,5,2,4,7,9,5,2,2,2
Fans,Oklahoma City Thunder,NBA,Eagan,Saint Paul,Saint Paul,55121,9,44.847155,-93.153453,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,East Patchogue,Patchogue,Patchogue,11772,0,40.76565,-73.01511,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,East Saint Louis,East Saint Louis,East Saint Louis,62201,0,38.644405,-90.140016,Native American,convertible,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Fans,Oklahoma City Thunder,NBA,Edmond,Edmond,Edmond,73003,48,35.674777,-97.499681,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fans,Oklahoma City Thunder,NBA,El Reno,El Reno,El Reno,73036,67,35.508128,-98.026708,Native American,avid,1,0,1,0,4,1,0,1,0,1,1,3,2,0,1,3
Fans,Oklahoma City Thunder,NBA,Elk City,Elk City,Elk City,73644,0,35.419594,-99.437791,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Enid,Enid,Enid,73701,34,36.402681,-97.843091,Native American,casual,0,1,0,0,1,1,0,2,3,5,0,0,1,0,0,0
Fans,Oklahoma City Thunder,NBA,Euclid,Euclid,Euclid,44117,3,41.566834,-81.526142,Native American,convertible,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Everett,Everett,Everett,98201,0,47.988661,-122.199795,Native American,convertible,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Fans,Oklahoma City Thunder,NBA,Fairmont,Fairmont,Fairmont,56031,0,43.674049,-94.51078,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Falcon,Falcon,Falcon,28342,0,35.18989,-78.64835,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Farmington,Farmington,Farmington,14425,0,42.958041,-77.308256,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Federal Way,Auburn,Auburn,98001,16,47.309496,-122.264469,Native American,casual,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1
Fans,Oklahoma City Thunder,NBA,Ferry Pass,Pensacola,Pensacola,32514,0,30.537068,-87.241202,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Fans,Oklahoma City Thunder,NBA,Flowing Wells,Tucson,Tucson,85705,0,32.271355,-110.992051,Native American,convertible,6,3,0,2,1,4,4,4,4,0,2,1,1,0,1,1
Fans,Oklahoma City Thunder,NBA,Fort Leonard Wood,Fort Leonard Wood,Fort Leonard Wood,65473,0,37.767687,-92.111975,Native American,convertible,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Fort Smith,Fort Smith,Fort Smith,72901,8,35.366188,-94.416458,Native American,casual,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Franklin Square,Franklin Square,Franklin Square,11010,0,40.700101,-73.674074,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Oklahoma City Thunder,NBA,Friendly,Friendly,Friendly,26146,0,39.496137,-81.057241,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Garden City,Garden City,Garden City,11530,0,40.726801,-73.639723,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Glenn Heights,Red Oak,Red Oak,75154,0,32.51764,-96.80444,Native American,convertible,0,0,0,0,1,0,6,0,0,2,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Glenpool,Glenpool,Glenpool,74033,0,35.95537,-96.00888,Native American,convertible,0,1,1,1,0,0,1,1,1,1,4,3,2,0,1,1
Fans,Oklahoma City Thunder,NBA,Goddard,Goddard,Goddard,67052,2,37.663432,-97.579616,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Golden Valley,Minneapolis,Minneapolis,55427,3,44.999964,-93.390979,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Goldens Bridge,Goldens Bridge,Goldens Bridge,10526,0,41.300361,-73.647891,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Goldsby,Washington,Washington,73093,19,35.105058,-97.468258,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Fans,Oklahoma City Thunder,NBA,Gordonsville,Gordonsville,Gordonsville,38563,0,36.17256,-85.92971,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Greenacres,West Palm Beach,West Palm Beach,33413,0,26.655494,-80.159616,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Groton,Groton,Groton,13073,0,42.579298,-76.392709,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Oklahoma City Thunder,NBA,Guthrie,Guthrie,Guthrie,73044,49,35.877129,-97.456312,Native American,avid,1,0,1,0,1,0,0,0,0,0,3,1,2,2,2,0
Fans,Oklahoma City Thunder,NBA,Hacienda Heights,Hacienda Heights,Hacienda Heights,91745,0,33.976114,-117.981631,Native American,convertible,1,0,0,1,0,0,0,0,1,0,1,2,2,2,2,1
Fans,Oklahoma City Thunder,NBA,Hamden,Hamden,Hamden,6514,0,41.372723,-72.938747,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Harrah,Harrah,Harrah,73045,0,35.48951,-97.16364,Native American,convertible,0,1,0,0,2,0,0,0,0,1,3,1,2,0,0,0
Fans,Oklahoma City Thunder,NBA,Harvey,Harvey,Harvey,60426,0,41.61003,-87.64671,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Hatboro,Hatboro,Hatboro,19040,0,40.182406,-75.106265,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Healdton,Healdton,Healdton,73438,0,34.23315,-97.4878,Native American,convertible,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Hendersonville,Hendersonville,Hendersonville,37075,0,36.347551,-86.612045,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Fans,Oklahoma City Thunder,NBA,Hennessey,Hennessey,Hennessey,73742,0,36.1092,-97.89867,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Hollister,Hollister,Hollister,95023,0,36.828078,-121.3924,Native American,convertible,0,0,0,0,1,0,0,0,0,4,3,1,0,2,4,1
Fans,Oklahoma City Thunder,NBA,Hot Springs,Hot Springs National Park,Hot Springs National Park,71901,0,34.526841,-92.958697,Native American,convertible,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Oklahoma City Thunder,NBA,Hudson,Hudson,Hudson,34667,0,28.382489,-82.64803,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Huntington Station,Huntington Station,Huntington Station,11746,0,40.814348,-73.363363,Native American,convertible,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1
Fans,Oklahoma City Thunder,NBA,Huntsville,Huntsville,Huntsville,35801,0,34.718428,-86.556439,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Fans,Oklahoma City Thunder,NBA,Huron Charter Township,New Boston,New Boston,48164,0,42.135225,-83.390422,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Inola,Inola,Inola,74036,0,36.169526,-95.521145,Native American,convertible,0,0,1,0,1,0,1,1,0,1,2,2,1,1,0,0
Fans,Oklahoma City Thunder,NBA,Island Lake,Island Lake,Island Lake,60042,0,42.27179,-88.188464,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Jenks,Jenks,Jenks,74037,19,36.006567,-95.980972,Native American,casual,1,0,0,0,1,0,1,0,0,4,3,5,1,1,1,1
Fans,Oklahoma City Thunder,NBA,Juneau,Juneau,Juneau,99801,0,58.373561,-134.523946,Native American,convertible,3,0,2,3,1,2,0,3,3,11,3,6,3,1,3,1
Fans,Oklahoma City Thunder,NBA,Kamas,Kamas,Kamas,84036,0,40.667933,-111.312427,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Kenosha,Kenosha,Kenosha,53140,0,42.622449,-87.830375,Native American,convertible,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Kiawah Island,Johns Island,Johns Island,29455,0,32.624718,-80.040587,Native American,convertible,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Kingfisher,Kingfisher,Kingfisher,73750,0,35.897508,-97.92563,Native American,convertible,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Kingsville,Kingsville,Kingsville,78363,0,27.422876,-97.84068,Native American,convertible,0,0,2,1,0,0,0,0,0,0,0,0,3,5,0,0
Fans,Oklahoma City Thunder,NBA,Kirbyville,Kirbyville,Kirbyville,75956,0,30.658273,-93.8984,Native American,convertible,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,La Conner,La Conner,La Conner,98257,0,48.414123,-122.508364,Native American,convertible,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1
Fans,Oklahoma City Thunder,NBA,La Grange,La Grange,La Grange,60525,0,41.78443,-87.868953,Native American,convertible,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0
Fans,Oklahoma City Thunder,NBA,La Puente,La Puente,La Puente,91744,0,34.031415,-117.93647,Native American,convertible,0,0,6,0,1,0,1,0,0,1,3,2,1,0,3,1
Fans,Oklahoma City Thunder,NBA,LaPlace,La Place,La Place,70068,0,30.107701,-90.42675,Native American,convertible,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Lake Grove,Lake Grove,Lake Grove,11755,0,40.85185,-73.129003,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Lake Zurich,Lake Zurich,Lake Zurich,60047,0,42.216543,-88.076942,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Lakewood,Lakewood,Lakewood,18439,0,41.828081,-75.396741,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Lancaster,Lancaster,Lancaster,17601,6,40.076553,-76.31068,Native American,convertible,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2
Fans,Oklahoma City Thunder,NBA,Lansing,Lansing,Lansing,48911,0,42.680335,-84.543494,Native American,convertible,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Latta,Latta,Latta,29565,0,34.384337,-79.478122,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Lawton,Lawton,Lawton,73501,28,34.557945,-98.290973,Native American,casual,3,0,3,2,2,1,1,1,0,1,3,2,1,0,0,0
Fans,Oklahoma City Thunder,NBA,Lincoln Village,Columbus,Columbus,43228,0,39.966378,-83.125661,Native American,convertible,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Fans,Oklahoma City Thunder,NBA,Lindsay,Lindsay,Lindsay,73052,0,34.836481,-97.51668,Native American,convertible,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Fans,Oklahoma City Thunder,NBA,Lino Lakes,Circle Pines,Circle Pines,55014,0,45.185565,-93.129272,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Lombard,Lombard,Lombard,60148,0,41.869829,-88.003864,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Oklahoma City Thunder,NBA,Lone Grove,Lone Grove,Lone Grove,73443,0,34.141332,-97.321977,Native American,convertible,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Loveland,Loveland,Loveland,80537,0,40.364469,-105.179966,Native American,convertible,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Lyndon,Lyndon,Lyndon,66451,0,38.622848,-95.656131,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Mannford,Mannford,Mannford,74044,39,36.079255,-96.378373,Native American,casual,0,1,1,1,3,1,0,1,0,1,4,3,2,0,2,1
Fans,Oklahoma City Thunder,NBA,Manor,Manor,Manor,78653,0,30.343501,-97.512902,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Fans,Oklahoma City Thunder,NBA,Marshfield,Marshfield,Marshfield,2050,0,42.111805,-70.710744,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Mason City,Mason City,Mason City,50401,0,43.116477,-93.270559,Native American,convertible,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Maumelle,Maumelle,Maumelle,72113,0,34.857241,-92.390298,Native American,convertible,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Fans,Oklahoma City Thunder,NBA,McConnell Air Force Base,Mcconnell Afb,Mcconnell Afb,67221,0,37.692236,-97.337545,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Medicine Park,Medicine Park,Medicine Park,73557,19,34.72924,-98.50256,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Melville,Melville,Melville,11747,5,40.787248,-73.405573,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Miami,Miami,Miami,33101,0,25.779298,-80.198739,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Midwest City,Oklahoma City,Oklahoma City,73110,43,35.460511,-97.397441,Native American,avid,0,1,0,3,0,0,1,2,1,2,3,3,1,0,1,0
Fans,Oklahoma City Thunder,NBA,Milan,Milan,Milan,38358,0,35.920312,-88.813982,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Mineola,Mineola,Mineola,11501,0,40.74927,-73.64068,Native American,convertible,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Monroe,Monroe,Monroe,10950,0,41.33065,-74.18681,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Moore,Oklahoma City,Oklahoma City,73160,24,35.332438,-97.475217,Native American,casual,0,0,0,1,2,7,7,2,2,0,7,11,1,3,1,1
Fans,Oklahoma City Thunder,NBA,Moran,Moran,Moran,66755,0,37.914394,-95.197671,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Mount Charleston,Las Vegas,Las Vegas,89124,0,36.114842,-115.613219,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Oklahoma City Thunder,NBA,Mount Vernon,Mount Vernon,Mount Vernon,43050,0,40.37066,-82.481346,Native American,convertible,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Munsons Corners,Cortland,Cortland,13045,0,42.614268,-76.120128,Native American,convertible,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Muskogee,Muskogee,Muskogee,74401,16,35.70582,-95.50025,Native American,casual,6,1,0,0,3,2,1,1,1,2,3,6,1,1,2,2
Fans,Oklahoma City Thunder,NBA,Mustang,Mustang,Mustang,73064,0,35.390376,-97.759874,Native American,convertible,0,0,0,1,0,1,0,2,0,0,2,2,2,0,1,0
Fans,Oklahoma City Thunder,NBA,Newcastle,Newcastle,Newcastle,73065,18,35.219694,-97.574274,Native American,casual,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2
Fans,Oklahoma City Thunder,NBA,Nichols Hills,Oklahoma City,Oklahoma City,73116,100,35.546701,-97.564592,Native American,avid,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1
Fans,Oklahoma City Thunder,NBA,Nicoma Park,Nicoma Park,Nicoma Park,73066,0,35.500215,-97.327478,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Noble,Noble,Noble,73068,0,35.152314,-97.276226,Native American,convertible,0,0,0,0,0,0,1,0,1,0,2,0,2,1,0,0
Fans,Oklahoma City Thunder,NBA,Norman,Norman,Norman,73069,21,35.249662,-97.462408,Native American,casual,1,2,0,3,3,1,3,2,0,0,2,3,2,0,1,0
Fans,Oklahoma City Thunder,NBA,North Baltimore,North Baltimore,North Baltimore,45872,0,41.204236,-83.6837,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,North Little Rock,North Little Rock,North Little Rock,72114,3,34.766561,-92.262899,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Northfield,Northfield,Northfield,1360,0,42.677091,-72.453876,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Oklahoma City Thunder,NBA,Oakhurst,Tulsa,Tulsa,74131,26,36.054846,-96.072659,Native American,casual,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Fans,Oklahoma City Thunder,NBA,Oklahoma City,Oklahoma City,Oklahoma City,73102,49,35.475209,-97.518916,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
