dCategory,Team,League,City,City Alt.,Neighborhood,zipcode,US lat,US lon,Intensity,Fandom Level,Race,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Atlanta Braves,MLB,Pickens,Pickens,Pickens,29671,34.873784,-82.712484,15,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Pilot Mountain,Pilot Mountain,Pilot Mountain,27041,36.422632,-80.505421,8,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Port Saint Joe,Port Saint Joe,Port Saint Joe,32456,29.838272,-85.298199,19,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Portland,Portland,Arlington Heights,97201,45.507856,-122.690794,4,Convertible,Native American,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Atlanta Braves,MLB,Powder Springs,Powder Springs,Powder Springs,30127,33.91351,-84.685885,29,Casual,Native American,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
Fans,Atlanta Braves,MLB,Powells Crossroads,Whitwell,Whitwell,37397,35.171226,-85.530468,47,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Priceville,Decatur,Decatur,35603,34.53832,-86.96556,11,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Purvis,Purvis,Purvis,39475,31.228126,-89.501513,15,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Quitman,Quitman,Quitman,31643,30.78944,-83.587777,43,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Ranburne,Ranburne,Ranburne,36273,33.565683,-85.38201,69,Avid,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Raoul,Alto,Alto,30510,34.444832,-83.571657,63,Avid,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Atlanta Braves,MLB,Ray City,Ray City,Ray City,31645,31.083619,-83.228709,31,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Red Bank,Chattanooga,Chattanooga,37415,35.124725,-85.281199,17,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Register,Register,Register,30452,32.36712,-81.884,32,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Riverdale,Riverdale,Riverdale,30274,33.555536,-84.397997,16,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Roanoke,Roanoke,Roanoke,76262,33.009335,-97.22672,28,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Roberta,Roberta,Roberta,31078,32.687207,-84.010581,35,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Rock Hill,Rock Hill,Rock Hill,29730,34.909109,-81.052437,12,Convertible,Native American,0,0,1,0,1,1,0,0,1,1,0,3,0,0,2,0
Fans,Atlanta Braves,MLB,Rockingham,Rockingham,Rockingham,28379,34.974134,-79.724173,16,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Atlanta Braves,MLB,Rockmart,Rockmart,Rockmart,30153,33.993766,-85.091511,29,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Rome,Rome,Rome,30161,34.241733,-85.171591,31,Casual,Native American,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Atlanta Braves,MLB,Roopville,Roopville,Roopville,30170,33.4565,-85.13078,52,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Roswell,Roswell,Roswell,30075,34.055198,-84.370475,16,Convertible,Native American,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Ruffin,Ruffin,Ruffin,27326,36.461083,-79.597001,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Saint Marks,Saint Marks,Saint Marks,32355,30.163062,-84.208346,10,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Saint Simons Island,Saint Simons Island,Saint Simons Island,31522,31.15051,-81.36954,23,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Salamatof,Kenai,Kenai,99611,60.55444,-151.25833,0,Convertible,Native American,2,0,0,1,2,1,0,2,0,0,2,1,1,0,0,1
Fans,Atlanta Braves,MLB,Sandersville,Sandersville,Sandersville,31082,32.974982,-82.840564,34,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Fans,Atlanta Braves,MLB,Scottdale,Scottdale,Scottdale,15683,40.10035,-79.58698,16,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Senoia,Senoia,Senoia,30276,33.285373,-84.602516,34,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Sharpsburg,Sharpsburg,Sharpsburg,27878,35.865387,-77.838886,44,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Shiloh,Shiloh,Shiloh,31826,32.791278,-84.733595,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Skidaway Island,Savannah,Savannah,31411,31.942645,-81.045795,16,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Smiths Station,Smiths,Smiths,36877,32.558314,-85.091498,24,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fans,Atlanta Braves,MLB,Smyrna,Smyrna,Smyrna,37167,35.959541,-86.53159,22,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Soperton,Soperton,Soperton,30457,32.383145,-82.557135,72,Avid,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Southside,Gadsden,Gadsden,35907,33.890841,-86.01802,23,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Springfield,Springfield,Springfield,62701,39.800698,-89.648801,26,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Statham,Statham,Statham,30666,33.980323,-83.590148,28,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Sylvester,Sylvester,Sylvester,31791,31.603336,-83.850054,29,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Tallapoosa,Tallapoosa,Tallapoosa,30176,33.770057,-85.261585,32,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Temple,Temple,Temple,30179,33.73746,-85.026107,41,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Thomaston,Thomaston,Thomaston,6787,41.658721,-73.098657,34,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Thomson,Thomson,Thomson,30824,33.494908,-82.513847,31,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Tifton,Tifton,Tifton,31793,31.462512,-83.593543,27,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Toccoa,Toccoa,Toccoa,30577,34.554103,-83.288828,30,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Tunnel Hill,Tunnel Hill,Tunnel Hill,30755,34.875416,-85.050047,32,Casual,Native American,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Fans,Atlanta Braves,MLB,Tybee Island,Tybee Island,Tybee Island,31328,32.00593,-80.855322,26,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Underwood-Petersville,Florence,Florence,35633,34.880706,-87.742362,17,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Unicoi,Unicoi,Unicoi,37692,36.201952,-82.316667,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Union,Union,Union,7083,40.692651,-74.269841,12,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Vale,Vale,Vale,28168,35.521229,-81.418729,14,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Valley,Valley,Valley,36854,32.81874,-85.17939,35,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Vidalia,Vidalia,Vidalia,30474,32.198683,-82.39208,27,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Villa Rica,Villa Rica,Villa Rica,30180,33.705546,-84.975668,41,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Vinings,Atlanta,Atlanta,30339,33.87632,-84.46209,29,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Waleska,Waleska,Waleska,30183,34.338605,-84.577601,38,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Walnut Grove,Loganville,Loganville,30052,33.876889,-83.896781,14,Convertible,Native American,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Washington,Washington,Washington,20001,38.911936,-77.016719,23,Convertible,Native American,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Waynesboro,Waynesboro,Waynesboro,30830,33.080724,-81.986767,27,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Weaver,Weaver,Weaver,36277,33.75205,-85.81135,40,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Wesley Chapel,Zephyrhills,Zephyrhills,33543,28.211232,-82.297428,7,Convertible,Native American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,West Pelzer,Pelzer,Pelzer,29669,34.656799,-82.535325,21,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,West Point,West Point,West Point,10996,41.3937,-73.972175,20,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,West Point,West Point,West Point,10996,41.3937,-73.972175,20,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,White,White,White,30184,34.264331,-84.753929,34,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Williamson,Williamson,Williamson,30292,33.117012,-84.399149,44,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Wilmington Island,Savannah,Savannah,31410,32.017461,-80.997043,22,Convertible,Native American,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Fans,Atlanta Braves,MLB,Winston,Winston,Winston,30187,33.72511,-84.82494,33,Casual,Native American,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Fans,Atlanta Braves,MLB,Woodstock,Woodstock,Woodstock,60098,42.320271,-88.462832,28,Casual,Native American,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fans,Atlanta Braves,MLB,Yorkville,Yorkville,Yorkville,60560,41.601679,-88.437533,1,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Atlanta Braves,MLB,Young Harris,Young Harris,Young Harris,30582,34.934417,-83.828504,36,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Acushnet,Acushnet,Acushnet,2743,41.711894,-70.908286,54,Avid,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Agawam,Agawam,Agawam,1001,42.06954,-72.61481,72,Avid,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Amherst,Amherst,Amherst,1002,42.367092,-72.464571,32,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Arcadia,Arcadia,Arcadia,91006,34.136258,-118.026704,0,Convertible,Native American,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Fans,Boston Red Sox,MLB,Athol,Athol,Athol,1331,42.59353,-72.23033,48,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Attleboro,Attleboro,Attleboro,2703,41.938976,-71.302297,46,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Auburn,Auburn,Auburn,98001,47.309496,-122.264469,50,Casual,Native American,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Fans,Boston Red Sox,MLB,Auburn,Auburn,Auburn,98001,47.309496,-122.264469,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Fans,Boston Red Sox,MLB,Auburn,Auburn,Auburn,98001,47.309496,-122.264469,26,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Fans,Boston Red Sox,MLB,Augusta,Augusta,Augusta,4330,44.351642,-69.803773,38,Casual,Native American,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Avon,Avon,Avon,14414,42.895631,-77.735104,34,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Ayer,Ayer,Ayer,1432,42.566573,-71.575135,45,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Baldwin,Baldwin,Baldwin,21013,39.496406,-76.486624,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Belchertown,Belchertown,Belchertown,1007,42.280267,-72.402056,44,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Belfast,Belfast,Belfast,4915,44.404619,-69.040297,38,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Belgrade,Belgrade,Belgrade,4917,44.480594,-69.83253,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Bemus Point,Bemus Point,Bemus Point,14712,42.16172,-79.39171,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Berlin,Berlin,Berlin,3570,44.512344,-71.194226,36,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Berlin,Berlin,Berlin,3570,44.512344,-71.194226,71,Avid,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Bethel,Bethel,Bethel,4217,44.428414,-70.770035,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Billerica,Billerica,Billerica,1821,42.54933,-71.251725,31,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Bolton,Bolton,Bolton,6043,41.768648,-72.439278,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Boulder Creek,Boulder Creek,Boulder Creek,95006,37.176595,-122.130887,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fans,Boston Red Sox,MLB,Bow,Bow,Bow,3304,43.128256,-71.544599,46,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Brasher Falls-Winthrop,Brasher Falls,Brasher Falls,13613,44.80755,-74.7738,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Brattleboro,Brattleboro,Brattleboro,5301,42.884281,-72.760753,21,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Brewer,Brewer,Brewer,4412,44.79674,-68.76142,42,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Brewster,Brewster,Brewster,2631,41.76176,-70.08126,29,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Bridgewater,Bridgewater,Bridgewater,2324,41.973741,-70.976558,26,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Burlington,Burlington,Burlington,98233,48.47566,-122.32544,31,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Burrillville,Harrisville,Harrisville,2830,41.97239,-71.648502,51,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Carlisle,Carlisle,Carlisle,1741,42.52926,-71.3495,32,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Carolina Shores,Calabash,Calabash,28467,33.90369,-78.57388,28,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Carver,Carver,Carver,2330,41.896238,-70.759689,48,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Clarendon,North Clarendon,North Clarendon,5759,43.535739,-72.970114,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Coventry,Coventry,Coventry,6238,41.778623,-72.323642,37,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Boston Red Sox,MLB,Cumberland,Cumberland,Cumberland,2864,41.949498,-71.43269,34,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Danvers,Danvers,Danvers,1923,42.577188,-70.949245,50,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Dennis,Dennis,Dennis,2638,41.73296,-70.19933,44,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Douglas,Douglas,Douglas,1516,42.05426,-71.73951,39,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Dover,Dover,Dover,19901,39.156376,-75.49549,0,Convertible,Native American,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Duxbury,Duxbury,Duxbury,2332,42.052985,-70.710808,35,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,East Bridgewater,East Bridgewater,East Bridgewater,2333,42.02285,-70.931056,63,Avid,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,East Glenville,Schenectady,Schenectady,12302,42.880035,-73.991321,16,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,East Greenwich,East Greenwich,East Greenwich,2818,41.64335,-71.478002,34,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,East Haddam,East Haddam,East Haddam,6423,41.475478,-72.389729,21,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,East Longmeadow,East Longmeadow,East Longmeadow,1028,42.062009,-72.49874,44,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,East Lyme,East Lyme,East Lyme,6333,41.378842,-72.236794,32,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,East Rochester,East Rochester,East Rochester,14445,43.113563,-77.482538,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Elkton,Elkton,Elkton,21921,39.56186,-75.87574,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Ellington,Ellington,Ellington,6029,41.90399,-72.46981,27,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Ellsworth,Ellsworth,Ellsworth,4605,44.477935,-68.356311,31,Casual,Native American,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Epping,Epping,Epping,3042,43.047595,-71.084411,21,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Fairfield,Fairfield,Fairfield,6824,41.14121,-73.26373,56,Avid,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Farmington,Farmington,Farmington,14425,42.958041,-77.308256,48,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Federalsburg,Federalsburg,Federalsburg,21632,38.69428,-75.77216,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Freetown,Assonet,Assonet,2702,41.79594,-71.06782,40,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Glocester,Chepachet,Chepachet,2814,41.888971,-71.688769,57,Avid,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Gloucester,Gloucester,Gloucester,1930,42.630011,-70.694179,40,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Granby,Granby,Granby,6035,41.966062,-72.796407,12,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Groveland,Groveland,Groveland,1834,42.751074,-71.021437,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Hampden,Hampden,Hampden,4444,44.74794,-68.83599,49,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Boston Red Sox,MLB,Hanover,Hanover,Hanover,21076,39.192885,-76.724137,27,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Boston Red Sox,MLB,Harrington,Harrington,Harrington,19952,38.912195,-75.611322,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Hartford,Hartford,Hartford,6103,41.766349,-72.674636,14,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Harvard,Harvard,Harvard,1451,42.500187,-71.575864,17,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Hermon,Bangor,Bangor,4401,44.848517,-68.850405,46,Casual,Native American,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0
Fans,Boston Red Sox,MLB,Holliston,Holliston,Holliston,1746,42.2001,-71.4245,37,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Holyoke,Holyoke,Holyoke,80734,40.587166,-102.272326,35,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Boston Red Sox,MLB,Hooksett,Hooksett,Hooksett,3106,43.065097,-71.443616,64,Avid,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Hopkinton,Hopkinton,Hopkinton,1748,42.22358,-71.52282,5,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Hull,Hull,Hull,2045,42.284413,-70.873659,43,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Ipswich,Ipswich,Ipswich,1938,42.68571,-70.864132,52,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Johnson,Johnson,Johnson,10933,41.365286,-74.510918,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Johnston,Johnston,Johnston,2919,41.82744,-71.519879,53,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Keene,Keene,Keene,3431,42.965044,-72.294803,35,Casual,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Kennebunk,Kennebunk,Kennebunk,4043,43.38409,-70.54419,24,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,Killingly,Danielson,Danielson,6239,41.8026,-71.88591,55,Avid,Native American,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Fans,Boston Red Sox,MLB,La Vernia,La Vernia,La Vernia,78121,29.34551,-98.087356,0,Convertible,Native American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
