dCategory,Team,League,City,City Alt.,Neighborhood,Intensity,zipcode,US lat,US lon,Race,Fandom Level,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Pittsburgh Steelers,NFL,Acme,Acme,Acme,50,15610,40.120149,-79.405069,Black,avid,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Alden,Alden,Alden,17,14004,42.872937,-78.528446,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Aliquippa,Aliquippa,Aliquippa,45,15001,40.63673,-80.24006,Black,casual,57,42,18,12,18,16,16,29,2,24,16,15,27,8,8,10
Fans,Pittsburgh Steelers,NFL,Allenport,Allenport,Allenport,0,15412,40.095888,-79.849887,Black,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Altoona,Altoona,Altoona,33,50009,41.6456,-93.4624,Black,casual,21,0,22,0,0,0,0,0,0,0,57,0,55,78,16,0
Fans,Pittsburgh Steelers,NFL,Ambridge,Ambridge,Ambridge,47,15003,40.600494,-80.210521,Black,casual,14,4,7,4,17,8,8,0,0,3,13,1,1,1,0,0
Fans,Pittsburgh Steelers,NFL,Amherst,Amherst,Amherst,11,1002,42.367092,-72.464571,Black,casual,13,0,4,9,0,7,0,0,0,2,3,1,6,1,3,6
Fans,Pittsburgh Steelers,NFL,Atwater,Atwater,Atwater,13,44201,41.040507,-81.194614,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Auburndale,Auburndale,Auburndale,0,33823,28.0653,-81.78869,Black,convertible,35,8,15,9,16,30,5,7,0,7,13,30,11,1,11,3
Fans,Pittsburgh Steelers,NFL,Austintown,Youngstown,Youngstown,20,44515,41.097937,-80.759813,Black,casual,22,24,19,7,17,11,2,15,28,5,9,2,8,0,21,2
Fans,Pittsburgh Steelers,NFL,Avon,Avon,Avon,0,14414,42.895631,-77.735104,Black,convertible,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Fans,Pittsburgh Steelers,NFL,Avonmore,Avonmore,Avonmore,37,15618,40.497049,-79.489055,Black,casual,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Baldwin,Baldwin,Baldwin,44,21013,39.496406,-76.486624,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3
Fans,Pittsburgh Steelers,NFL,Barboursville,Barboursville,Barboursville,4,25504,38.379347,-82.264954,Black,convertible,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Barkeyville,Harrisville,Harrisville,45,16038,41.13673,-80.00922,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Beaver,Beaver,Beaver,72,15009,40.69534,-80.30478,Black,avid,0,3,7,2,0,0,2,0,0,1,0,4,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Beaver Falls,Beaver Falls,Beaver Falls,36,15010,40.75201,-80.31923,Black,casual,47,9,6,6,6,10,4,8,8,11,17,5,14,5,3,5
Fans,Pittsburgh Steelers,NFL,Bell Acres,Sewickley,Sewickley,0,15143,40.568133,-80.146809,Black,convertible,0,0,1,0,2,0,3,0,9,1,0,17,1,5,4,1
Fans,Pittsburgh Steelers,NFL,Bellefonte,Bellefonte,Bellefonte,12,16823,40.897823,-77.773188,Black,casual,0,0,0,0,0,0,0,0,0,2,10,0,7,5,0,0
Fans,Pittsburgh Steelers,NFL,Bethel Park,Bethel Park,Bethel Park,45,15102,40.32757,-80.0395,Black,casual,0,0,2,0,0,0,0,0,2,0,12,19,0,3,0,0
Fans,Pittsburgh Steelers,NFL,Bluffton,Bluffton,Bluffton,0,45817,40.89533,-83.88883,Black,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Brentwood,Brentwood,Brentwood,36,94513,37.922228,-121.668359,Black,casual,0,3,0,0,2,2,9,7,0,2,9,23,19,31,72,156
Fans,Pittsburgh Steelers,NFL,Brockway,Brockway,Brockway,66,15824,41.247202,-78.7989,Black,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Brookville,Brookville,Brookville,40,15825,41.162735,-79.081609,Black,casual,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Fans,Pittsburgh Steelers,NFL,Buffalo Mills,Buffalo Mills,Buffalo Mills,66,15534,39.864251,-78.674197,Black,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Burnham,Burnham,Burnham,21,4922,44.677388,-69.378829,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Butler,Butler,Butler,45,16001,40.885861,-79.934048,Black,casual,0,10,7,4,5,0,1,0,0,5,4,5,1,0,0,3
Fans,Pittsburgh Steelers,NFL,Cadiz,Cadiz,Cadiz,29,42211,36.80201,-87.828578,Black,casual,8,5,4,5,0,6,8,5,0,0,3,15,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Cambridge Springs,Cambridge Springs,Cambridge Springs,0,16403,41.803393,-80.059383,Black,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Campbelltown,Campbelltown,Campbelltown,9,17010,40.277992,-76.582841,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Canonsburg,Canonsburg,Canonsburg,37,15317,40.26257,-80.18728,Black,casual,3,0,0,8,0,2,4,0,0,4,4,15,9,0,0,5
Fans,Pittsburgh Steelers,NFL,Castle Shannon,Pittsburgh,Pittsburgh,48,15234,40.368819,-80.022399,Black,casual,0,0,0,0,0,0,0,0,0,1,0,11,1,2,0,0
Fans,Pittsburgh Steelers,NFL,Cecil-Bishop,Cecil,Cecil,51,15321,40.323357,-80.187945,Black,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Centerville,Dayton,Dayton,39,45459,39.646371,-84.171733,Black,casual,6,29,0,0,0,6,0,3,9,9,20,2,17,0,5,2
Fans,Pittsburgh Steelers,NFL,Chevy Chase Heights,Indiana,Indiana,0,15701,40.621272,-79.080422,Black,convertible,13,9,13,9,0,0,0,0,0,0,0,2,0,0,18,0
Fans,Pittsburgh Steelers,NFL,Churchill,Pittsburgh,Pittsburgh,36,15235,40.459801,-79.82242,Black,casual,67,55,35,35,32,34,47,59,55,154,82,156,81,56,44,23
Fans,Pittsburgh Steelers,NFL,Churchill,Pittsburgh,Pittsburgh,0,15235,40.459801,-79.82242,Black,convertible,67,55,35,35,32,34,47,59,55,154,82,156,81,56,44,23
Fans,Pittsburgh Steelers,NFL,Clairton,Clairton,Clairton,43,15025,40.324279,-79.931735,Black,casual,31,17,14,4,9,16,13,4,25,10,17,26,3,1,7,10
Fans,Pittsburgh Steelers,NFL,Claremont,Claremont,Claremont,0,3743,43.37674,-72.34676,Black,convertible,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Fans,Pittsburgh Steelers,NFL,Clarion,Clarion,Clarion,38,16214,41.21479,-79.38532,Black,casual,2,0,0,0,4,0,0,0,0,0,0,0,11,0,10,0
Fans,Pittsburgh Steelers,NFL,Clearfield,Clearfield,Clearfield,37,16830,41.037563,-78.435492,Black,casual,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Colver,Colver,Colver,77,15927,40.538311,-78.786549,Black,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Conneaut,Conneaut,Conneaut,22,44030,41.94756,-80.55424,Black,casual,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Connellsville,Connellsville,Connellsville,48,15425,40.01785,-79.58948,Black,casual,5,0,0,2,1,0,0,0,0,0,1,7,0,0,0,1
Fans,Pittsburgh Steelers,NFL,Coraopolis,Coraopolis,Coraopolis,35,15108,40.5184,-80.16672,Black,casual,0,3,3,2,10,0,4,7,1,31,10,30,4,7,12,5
Fans,Pittsburgh Steelers,NFL,Cranberry Township,Cranberry Twp,Cranberry Twp,37,16066,40.709713,-80.104597,Black,casual,0,0,0,0,0,0,0,3,0,8,0,8,1,2,2,3
Fans,Pittsburgh Steelers,NFL,Cross Lanes,Charleston,Charleston,9,25313,38.414156,-81.758172,Black,casual,2,0,0,0,16,0,0,0,0,0,0,5,5,2,2,2
Fans,Pittsburgh Steelers,NFL,Daingerfield,Daingerfield,Daingerfield,0,75638,33.044611,-94.739524,Black,convertible,5,16,11,5,10,1,2,5,0,15,8,8,0,3,0,1
Fans,Pittsburgh Steelers,NFL,Dallastown,Dallastown,Dallastown,0,17313,39.912423,-76.65353,Black,convertible,14,0,0,0,0,0,0,0,0,11,4,0,7,0,0,3
Fans,Pittsburgh Steelers,NFL,Dalmatia,Dalmatia,Dalmatia,0,17017,40.65425,-76.90248,Black,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Devola,Marietta,Marietta,14,45750,39.413446,-81.351051,Black,casual,1,0,8,0,0,0,1,0,0,1,1,5,1,0,0,0
Fans,Pittsburgh Steelers,NFL,Donora,Donora,Donora,89,15033,40.179896,-79.868392,Black,avid,31,5,7,0,5,0,4,3,4,5,9,6,7,0,0,0
Fans,Pittsburgh Steelers,NFL,Dover,Dover,Dover,19,19901,39.156376,-75.49549,Black,casual,50,41,89,43,37,65,48,12,25,66,43,106,57,17,51,21
Fans,Pittsburgh Steelers,NFL,Dupont,Pittston,Pittston,22,18641,41.342515,-75.722968,Black,casual,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Duquesne,Duquesne,Duquesne,53,15110,40.372069,-79.85382,Black,avid,17,10,14,0,17,2,17,33,5,7,13,11,5,4,1,0
Fans,Pittsburgh Steelers,NFL,East Brady,East Brady,East Brady,85,16028,40.98399,-79.615234,Black,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,East Petersburg,East Petersburg,East Petersburg,0,17520,40.097468,-76.356832,Black,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Ebensburg,Ebensburg,Ebensburg,41,15931,40.459581,-78.771875,Black,casual,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Economy,Ambridge,Ambridge,41,15003,40.600494,-80.210521,Black,casual,14,4,7,4,17,8,8,0,0,3,13,1,1,1,0,0
Fans,Pittsburgh Steelers,NFL,Ellport,Ellwood City,Ellwood City,68,16117,40.86173,-80.28645,Black,avid,0,0,0,0,1,0,0,0,0,0,5,0,8,0,0,0
Fans,Pittsburgh Steelers,NFL,Ellwood City,Ellwood City,Ellwood City,55,16117,40.86173,-80.28645,Black,avid,0,0,0,0,1,0,0,0,0,0,5,0,8,0,0,0
Fans,Pittsburgh Steelers,NFL,Emsworth,Pittsburgh,Pittsburgh,48,15202,40.505165,-80.06783,Black,casual,6,6,14,15,7,14,11,24,6,32,19,8,0,14,0,0
Fans,Pittsburgh Steelers,NFL,Etna,Etna,Etna,43,43018,39.957167,-82.683686,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Fairdale,Fayette City,Fayette City,57,15438,40.066729,-79.844514,Black,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Florida Ridge,Vero Beach,Vero Beach,0,32962,27.587819,-80.382865,Black,convertible,19,7,0,11,0,12,25,3,0,0,68,15,14,3,0,2
Fans,Pittsburgh Steelers,NFL,Franklin Park,Wexford,Wexford,22,15090,40.62646,-80.05589,Black,casual,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8
Fans,Pittsburgh Steelers,NFL,Fredericksburg,Fredericksburg,Fredericksburg,50,17026,40.456193,-76.434639,Black,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Fans,Pittsburgh Steelers,NFL,Freeport,Freeport,Freeport,80,16229,40.717124,-79.642747,Black,avid,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Gallitzin,Gallitzin,Gallitzin,0,16641,40.507567,-78.576208,Black,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Gibsonia,Gibsonia,Gibsonia,50,15044,40.63007,-79.9695,Black,avid,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,6
Fans,Pittsburgh Steelers,NFL,Glen Hope,Glen Hope,Glen Hope,0,16645,40.79839,-78.50002,Black,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Glenmoor,East Liverpool,East Liverpool,0,43920,40.677372,-80.600629,Black,convertible,4,7,0,0,22,1,0,3,0,32,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Glenshaw,Glenshaw,Glenshaw,45,15116,40.53285,-79.96755,Black,casual,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0
Fans,Pittsburgh Steelers,NFL,Granville,Granville,Granville,24,12832,43.369373,-73.331692,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Pittsburgh Steelers,NFL,Greensburg,Greensburg,Greensburg,35,15601,40.315028,-79.535741,Black,casual,1,1,7,0,3,12,13,2,5,0,4,27,1,6,0,0
Fans,Pittsburgh Steelers,NFL,Greenwood,Greenwood,Greenwood,14,46142,39.62181,-86.175319,Black,casual,0,7,0,0,0,22,0,0,9,0,19,30,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Hampton Township,Jamison,Jamison,37,18929,40.254157,-75.08854,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Fans,Pittsburgh Steelers,NFL,Herman,Herman,Herman,100,16039,40.921145,-79.92758,Black,avid,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Fans,Pittsburgh Steelers,NFL,Hermitage,Hermitage,Hermitage,42,16148,41.221984,-80.438887,Black,casual,8,10,0,0,9,0,1,0,1,0,5,2,0,2,25,0
Fans,Pittsburgh Steelers,NFL,Hollidaysburg,Hollidaysburg,Hollidaysburg,55,16648,40.432059,-78.364965,Black,avid,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Homer City,Homer City,Homer City,47,15748,40.5434,-79.16226,Black,casual,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Hummelstown,Hummelstown,Hummelstown,16,17036,40.26537,-76.7083,Black,casual,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,3
Fans,Pittsburgh Steelers,NFL,Indiana,Indiana,Indiana,33,15701,40.621272,-79.080422,Black,casual,13,9,13,9,0,0,0,0,0,0,0,2,0,0,18,0
Fans,Pittsburgh Steelers,NFL,Industry,Industry,Industry,45,15052,40.64451,-80.41618,Black,casual,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0
Fans,Pittsburgh Steelers,NFL,Inwood,Inwood,Inwood,3,25428,39.362373,-78.033065,Black,convertible,0,0,0,4,0,2,0,0,0,3,4,14,16,1,10,0
Fans,Pittsburgh Steelers,NFL,Irwin,Irwin,Irwin,45,15642,40.32451,-79.70115,Black,casual,0,0,0,0,3,0,4,0,0,1,0,6,0,0,3,14
Fans,Pittsburgh Steelers,NFL,Jamestown,Jamestown,Jamestown,0,14701,42.08016,-79.25671,Black,convertible,10,3,0,9,9,10,5,1,1,1,2,7,2,0,0,0
Fans,Pittsburgh Steelers,NFL,Jefferson Hills,Clairton,Clairton,31,15025,40.324279,-79.931735,Black,casual,31,17,14,4,9,16,13,4,25,10,17,26,3,1,7,10
Fans,Pittsburgh Steelers,NFL,Johnstown,Johnstown,Johnstown,42,43031,40.16145,-82.60439,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Jones Mills,Jones Mills,Jones Mills,43,15646,40.08868,-79.34059,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Knox,Knox,Knox,80,16232,41.23451,-79.53727,Black,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Lake City,Lake City,Lake City,0,16423,42.015789,-80.346492,Black,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Latrobe,Latrobe,Latrobe,45,15650,40.32118,-79.37948,Black,casual,0,10,0,0,0,0,0,0,6,1,1,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Lawrence Park,Erie,Erie,25,16511,42.160153,-79.984376,Black,casual,18,12,2,0,13,0,0,3,6,0,0,2,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Lawson Heights,Latrobe,Latrobe,44,15650,40.32118,-79.37948,Black,casual,0,10,0,0,0,0,0,0,6,1,1,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Leechburg,Leechburg,Leechburg,54,15656,40.63896,-79.610962,Black,avid,1,0,1,0,3,0,0,0,0,3,0,2,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Leith-Hatfield,Uniontown,Uniontown,46,15401,39.944884,-79.770063,Black,casual,54,12,0,1,25,16,1,13,24,11,23,2,3,0,7,0
Fans,Pittsburgh Steelers,NFL,Lexington,Lexington,Lexington,9,40502,38.016674,-84.486043,Black,casual,8,0,12,3,22,6,0,3,0,6,4,17,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Lower Burrell,New Kensington,New Kensington,46,15068,40.557925,-79.726079,Black,casual,23,44,27,23,27,9,3,5,6,8,26,17,2,5,2,9
Fans,Pittsburgh Steelers,NFL,Loyalhanna,Loyalhanna,Loyalhanna,39,15661,40.32257,-79.36226,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Madison,Madison,Madison,59,53704,43.136269,-89.347319,Black,avid,19,26,26,9,25,42,39,8,35,25,37,34,23,10,9,5
Fans,Pittsburgh Steelers,NFL,Manteo,Manteo,Manteo,0,27954,35.90823,-75.67573,Black,convertible,0,8,0,0,12,11,0,0,0,3,5,10,0,0,0,12
Fans,Pittsburgh Steelers,NFL,Marianna,Marianna,Marianna,0,15345,40.028432,-80.104213,Black,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Marietta,Marietta,Marietta,11,45750,39.413446,-81.351051,Black,casual,1,0,8,0,0,0,1,0,0,1,1,5,1,0,0,0
Fans,Pittsburgh Steelers,NFL,Martins Ferry,Martins Ferry,Martins Ferry,32,43935,40.117231,-80.758087,Black,casual,0,3,0,0,0,10,5,2,1,0,0,0,0,0,13,0
Fans,Pittsburgh Steelers,NFL,McCandless,Wexford,Wexford,31,15090,40.62646,-80.05589,Black,casual,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8
Fans,Pittsburgh Steelers,NFL,McKeesport,Mc Keesport,Mc Keesport,54,15131,40.338789,-79.796072,Black,avid,0,0,0,0,0,12,0,0,0,0,0,1,0,2,0,1
Fans,Pittsburgh Steelers,NFL,Mercer,Mercer,Mercer,77,16137,41.222885,-80.250704,Black,avid,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Meyers Lake,Canton,Canton,27,44708,40.825707,-81.436938,Black,casual,32,3,8,43,4,4,7,3,27,8,12,0,10,0,3,2
Fans,Pittsburgh Steelers,NFL,Millvale,Pittsburgh,Pittsburgh,51,15209,40.499771,-79.970593,Black,avid,0,3,2,1,0,0,0,0,10,0,7,3,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Millville,Millville,Millville,2,8332,39.370401,-75.04282,Black,convertible,61,7,40,58,13,2,40,17,20,39,31,51,38,12,6,2
Fans,Pittsburgh Steelers,NFL,Milton,Milton,Milton,12,2186,42.240598,-71.078494,Black,casual,9,2,3,12,14,0,0,37,0,6,15,12,8,30,34,62
Fans,Pittsburgh Steelers,NFL,Milton,Milton,Milton,0,2186,42.240598,-71.078494,Black,convertible,9,2,3,12,14,0,0,37,0,6,15,12,8,30,34,62
Fans,Pittsburgh Steelers,NFL,Mineral Ridge,Mineral Ridge,Mineral Ridge,19,44440,41.13874,-80.76593,Black,casual,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Monaca,Monaca,Monaca,61,15061,40.68729,-80.27145,Black,avid,0,2,7,0,0,0,0,3,1,0,0,9,3,2,4,0
Fans,Pittsburgh Steelers,NFL,Monessen,Monessen,Monessen,66,15062,40.14841,-79.88783,Black,avid,12,6,3,9,11,2,6,14,0,6,4,4,9,5,0,1
Fans,Pittsburgh Steelers,NFL,Monongahela,Monongahela,Monongahela,44,15063,40.20313,-79.92616,Black,casual,0,0,0,0,5,7,0,0,6,0,0,0,0,0,2,0
Fans,Pittsburgh Steelers,NFL,Monroeville,Monroeville,Monroeville,39,15146,40.42118,-79.7881,Black,casual,12,7,5,2,9,23,21,13,17,6,43,33,23,7,31,9
Fans,Pittsburgh Steelers,NFL,Moon,Coraopolis,Coraopolis,39,15108,40.5184,-80.16672,Black,casual,0,3,3,2,10,0,4,7,1,31,10,30,4,7,12,5
Fans,Pittsburgh Steelers,NFL,Mount Pleasant,Mount Pleasant,Mount Pleasant,43,15666,40.161024,-79.509814,Black,casual,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Mountain Lake Park,Oakland,Oakland,32,21550,39.43392,-79.316683,Black,casual,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Munhall,Homestead,Homestead,51,15120,40.392619,-79.905171,Black,avid,39,34,6,19,42,21,12,15,14,15,26,9,21,15,3,2
Fans,Pittsburgh Steelers,NFL,Murrysville,Murrysville,Murrysville,49,15668,40.4284,-79.69754,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Fans,Pittsburgh Steelers,NFL,Natrona Heights,Natrona Heights,Natrona Heights,45,15065,40.6234,-79.72977,Black,casual,10,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Nemacolin,Nemacolin,Nemacolin,0,15351,39.877901,-79.925807,Black,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,New Albany,New Albany,New Albany,5,43054,40.085113,-82.814347,Black,convertible,0,0,0,19,7,0,3,3,9,4,29,3,28,5,14,25
Fans,Pittsburgh Steelers,NFL,New Castle,New Castle,New Castle,36,16101,40.964516,-80.300736,Black,casual,16,18,1,30,19,3,6,7,7,15,22,12,0,5,0,2
Fans,Pittsburgh Steelers,NFL,New Castle Northwest,New Castle,New Castle,38,16105,41.024051,-80.345444,Black,casual,12,0,0,0,3,0,3,0,1,10,0,3,0,0,0,0
Fans,Pittsburgh Steelers,NFL,New Enterprise,New Enterprise,New Enterprise,0,16664,40.193882,-78.426719,Black,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,New Martinsville,New Martinsville,New Martinsville,20,26155,39.611459,-80.817928,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,New Stanton,New Stanton,New Stanton,61,15672,40.24375,-79.658436,Black,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Nixon,Butler,Butler,38,16002,40.8409,-79.859175,Black,casual,11,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,North Lewisburg,North Lewisburg,North Lewisburg,0,43060,40.204788,-83.568531,Black,convertible,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Fans,Pittsburgh Steelers,NFL,North Versailles,North Versailles,North Versailles,48,15137,40.37809,-79.80803,Black,casual,3,8,16,3,9,21,29,13,16,3,4,9,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Northwest Harborcreek,Erie,Erie,19,16510,42.108655,-79.953504,Black,casual,59,4,3,18,15,0,12,8,1,6,1,14,9,0,0,0
Fans,Pittsburgh Steelers,NFL,Oak Hills,House Springs,House Springs,65,63051,38.40894,-90.57012,Black,avid,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Oakdale,Oakdale,Oakdale,32,11769,40.738322,-73.131797,Black,casual,2,0,0,0,1,0,0,0,0,0,0,4,0,16,8,0
Fans,Pittsburgh Steelers,NFL,Oakmont,Oakmont,Oakmont,60,15139,40.521697,-79.83621,Black,avid,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Oklahoma,Vinita,Vinita,40,74301,36.723649,-95.197639,Black,casual,4,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Orchard Hills,Hagerstown,Hagerstown,39,21742,39.642995,-77.652779,Black,casual,2,6,18,37,2,12,13,6,8,8,15,27,20,15,2,34
Fans,Pittsburgh Steelers,NFL,Oregon,Oregon,Oregon,14,43616,41.656948,-83.44433,Black,casual,2,0,0,6,0,1,0,0,0,0,2,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Patterson Township,Beaver Falls,Beaver Falls,37,15010,40.75201,-80.31923,Black,casual,47,9,6,6,6,10,4,8,8,11,17,5,14,5,3,5
Fans,Pittsburgh Steelers,NFL,Pittsburgh,Pittsburgh,Pittsburgh,27,15201,40.47441,-79.950968,Black,casual,11,4,2,2,5,3,4,6,2,20,27,24,7,12,7,23
Fans,Pittsburgh Steelers,NFL,Plum,Pittsburgh,Pittsburgh,42,15239,40.483674,-79.738073,Black,casual,0,0,0,0,2,0,0,4,0,3,3,5,6,3,19,8
Fans,Pittsburgh Steelers,NFL,Port Canaveral,Cape Canaveral,Cape Canaveral,0,32920,28.394642,-80.614323,Black,convertible,0,1,0,3,0,0,0,3,0,0,6,0,3,0,0,0
Fans,Pittsburgh Steelers,NFL,Port Royal,Port Royal,Port Royal,13,17082,40.53341,-77.38554,Black,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Pittsburgh Steelers,NFL,Port Washington,Port Washington,Port Washington,0,11050,40.839896,-73.693128,Black,convertible,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
Fans,Pittsburgh Steelers,NFL,Portage,Portage,Portage,47,49002,42.193793,-85.563901,Black,casual,0,3,2,0,2,0,3,3,14,0,16,5,0,0,8,0
