dCategory,Team,League,City,City Alt.,Neighborhood,zipcode,US lat,US lon,Intensity,Fandom Level,Race,helper,match,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Cincinnati Reds,MLB,Cincinnati,Cincinnati,Cincinnati,45202,39.109356,-84.502584,36,Casual,Black,0.14,45202,51,29,12,16,11,24,7,9,15,0,28,23,18,10,5,1
Fans,Cincinnati Reds,MLB,Circleville,Circleville,Circleville,43113,39.597084,-82.945899,28,Casual,Black,0.14,43113,2,0,9,3,0,0,0,4,0,0,1,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Clarksburg,Clarksburg,Clarksburg,26301,39.287434,-80.341883,0,Convertible,Black,0.14,26301,4,1,2,1,0,2,2,6,0,2,3,4,1,0,0,0
Fans,Cincinnati Reds,MLB,Clarksville,Clarksville,Clarksville,37040,36.522633,-87.334932,49,Casual,Black,0.14,37040,74,54,32,14,18,28,32,38,8,78,134,106,63,36,32,42
Fans,Cincinnati Reds,MLB,Claryville,Claryville,Claryville,12725,41.899285,-74.58802,50,Casual,Black,0.14,12725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Coal Grove,Ironton,Ironton,45638,38.53675,-82.68294,0,Convertible,Black,0.14,45638,3,0,0,2,1,3,1,0,0,2,0,1,5,0,0,0
Fans,Cincinnati Reds,MLB,Cold Spring,Newport,Newport,41076,39.029015,-84.440757,60,Avid,Black,0.14,41076,2,0,0,2,3,0,0,0,0,2,0,0,1,0,0,0
Fans,Cincinnati Reds,MLB,Coldwater,Coldwater,Coldwater,49036,41.905358,-85.058716,75,Avid,Black,0.14,49036,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0
Fans,Cincinnati Reds,MLB,Commercial Point,Commercial Point,Commercial Point,43116,39.769857,-83.060153,19,Convertible,Black,0.14,43116,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1
Fans,Cincinnati Reds,MLB,Corydon,Corydon,Corydon,47112,38.1863,-86.145211,0,Convertible,Black,0.14,47112,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Cincinnati Reds,MLB,Covedale,Cincinnati,Cincinnati,45238,39.109209,-84.610845,79,Avid,Black,0.14,45238,90,16,25,30,109,43,54,44,11,50,79,106,8,40,5,6
Fans,Cincinnati Reds,MLB,Covington,Covington,Covington,30014,33.529341,-83.849622,39,Casual,Black,0.14,30014,55,24,14,89,46,41,30,37,29,29,54,90,60,34,39,14
Fans,Cincinnati Reds,MLB,Crescent Springs,Ft Mitchell,Ft Mitchell,41017,39.029089,-84.561887,44,Casual,Black,0.14,41017,0,0,0,0,3,5,4,0,12,3,1,12,5,0,0,3
Fans,Cincinnati Reds,MLB,Crestview Hills,Ft Mitchell,Ft Mitchell,41017,39.029089,-84.561887,43,Casual,Black,0.14,41017,0,0,0,0,3,5,4,0,12,3,1,12,5,0,0,3
Fans,Cincinnati Reds,MLB,Cridersville,Lima,Lima,45806,40.654217,-84.150781,43,Casual,Black,0.14,45806,0,1,0,0,1,0,3,0,0,0,0,3,10,3,0,6
Fans,Cincinnati Reds,MLB,Crittenden,Crittenden,Crittenden,41030,38.78284,-84.60522,22,Convertible,Black,0.14,41030,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Crown City,Crown City,Crown City,45623,38.59092,-82.28293,0,Convertible,Black,0.14,45623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Crystal Lakes,Medway,Medway,45341,39.878918,-84.021827,57,Avid,Black,0.14,45341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Culloden,Culloden,Culloden,25510,38.41503,-82.07181,0,Convertible,Black,0.14,25510,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Day Heights,Milford,Milford,45150,39.17534,-84.29438,46,Casual,Black,0.14,45150,2,6,0,0,2,0,7,0,0,4,0,11,3,3,0,0
Fans,Cincinnati Reds,MLB,Dayton,Dayton,Dayton,37321,35.49396,-85.01245,75,Avid,Black,0.14,37321,0,6,5,0,0,0,0,0,0,4,0,0,4,0,0,0
Fans,Cincinnati Reds,MLB,Decatur,Decatur,Decatur,30030,33.772554,-84.291723,11,Convertible,Black,0.14,30030,26,67,13,18,16,15,11,2,4,18,28,23,7,28,13,31
Fans,Cincinnati Reds,MLB,Deer Park,Deer Park,Deer Park,77536,29.687972,-95.116749,34,Casual,Black,0.14,77536,0,0,0,9,3,0,5,0,7,0,0,1,25,0,0,0
Fans,Cincinnati Reds,MLB,Delhi,Cincinnati,Cincinnati,45238,39.109209,-84.610845,67,Avid,Black,0.14,45238,90,16,25,30,109,43,54,44,11,50,79,106,8,40,5,6
Fans,Cincinnati Reds,MLB,Dent,Cincinnati,Cincinnati,45248,39.165158,-84.662509,73,Avid,Black,0.14,45248,0,3,0,0,0,0,0,12,3,0,0,3,5,4,0,0
Fans,Cincinnati Reds,MLB,Dillon Hills,Brilliant,Brilliant,43913,40.26985,-80.6321,23,Convertible,Black,0.14,43913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Dry Ridge,Dry Ridge,Dry Ridge,41035,38.691789,-84.650966,35,Casual,Black,0.14,41035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Dry Run,Cincinnati,Cincinnati,45252,39.272557,-84.632143,54,Avid,Black,0.14,45252,0,0,0,0,0,0,0,0,3,0,0,3,5,6,12,0
Fans,Cincinnati Reds,MLB,East Liberty,East Liberty,East Liberty,43319,40.302682,-83.57512,22,Convertible,Black,0.14,43319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Eaton,Eaton,Eaton,80615,40.53026,-104.71135,47,Casual,Black,0.14,80615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Edgewood,Edgewood,Edgewood,21040,39.434799,-76.293579,51,Casual,Black,0.14,21040,15,16,2,4,0,19,61,22,11,13,22,108,102,48,36,52
Fans,Cincinnati Reds,MLB,Enon,Enon,Enon,45323,39.857967,-83.933431,24,Convertible,Black,0.14,45323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Erlanger,Erlanger,Erlanger,41018,39.019684,-84.591389,35,Casual,Black,0.14,41018,15,7,0,5,0,0,0,7,0,1,6,0,20,8,17,1
Fans,Cincinnati Reds,MLB,Evendale,Cincinnati,Cincinnati,45241,39.263837,-84.409191,29,Casual,Black,0.14,45241,4,2,0,0,12,0,3,12,1,9,6,5,7,5,5,2
Fans,Cincinnati Reds,MLB,Fairfield,Fairfield,Fairfield,6824,41.14121,-73.26373,32,Casual,Black,0.14,6824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Fayetteville,Fayetteville,Fayetteville,28301,35.0748,-78.884257,30,Casual,Black,0.14,28301,137,83,57,48,40,41,25,35,30,51,59,57,23,17,13,1
Fans,Cincinnati Reds,MLB,Finneytown,Cincinnati,Cincinnati,45231,39.247498,-84.53483,30,Casual,Black,0.14,45231,84,35,41,66,67,62,47,44,29,61,80,123,110,69,42,21
Fans,Cincinnati Reds,MLB,Flemingsburg,Flemingsburg,Flemingsburg,41041,38.438363,-83.732284,19,Convertible,Black,0.14,41041,1,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Florence,Florence,Florence,85132,33.03145,-111.38734,33,Casual,Black,0.14,85132,1,0,0,3,1,3,0,0,2,0,0,6,30,2,4,0
Fans,Cincinnati Reds,MLB,Forest Park,Cincinnati,Cincinnati,45240,39.284509,-84.529331,31,Casual,Black,0.14,45240,38,22,35,42,40,43,17,88,25,81,93,128,71,54,35,41
Fans,Cincinnati Reds,MLB,Fort Jennings,Fort Jennings,Fort Jennings,45844,40.922538,-84.295652,100,Avid,Black,0.14,45844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Fort Mitchell,Ft Mitchell,Ft Mitchell,41017,39.029089,-84.561887,36,Casual,Black,0.14,41017,0,0,0,0,3,5,4,0,12,3,1,12,5,0,0,3
Fans,Cincinnati Reds,MLB,Fort Recovery,Fort Recovery,Fort Recovery,45846,40.452405,-84.7169,57,Avid,Black,0.14,45846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Fort Thomas,Fort Thomas,Fort Thomas,41075,39.080411,-84.453991,46,Casual,Black,0.14,41075,0,0,0,1,0,0,0,0,0,0,6,12,2,0,0,0
Fans,Cincinnati Reds,MLB,Fort Wright,Covington,Covington,41011,39.05906,-84.542748,59,Avid,Black,0.14,41011,37,26,19,25,16,8,9,12,3,11,14,4,19,8,7,0
Fans,Cincinnati Reds,MLB,Francisville,Hebron,Hebron,41048,39.086656,-84.712389,36,Casual,Black,0.14,41048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Fans,Cincinnati Reds,MLB,Franklin,Franklin,Franklin,37064,35.890746,-86.965691,32,Casual,Black,0.14,37064,13,24,1,12,19,7,1,1,2,6,11,27,20,23,9,21
Fans,Cincinnati Reds,MLB,Franklin Furnace,Franklin Furnace,Franklin Furnace,45629,38.650439,-82.802128,0,Convertible,Black,0.14,45629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Georgetown,Georgetown,Georgetown,13072,42.768124,-75.788393,0,Convertible,Black,0.14,13072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Georgetown,Georgetown,Georgetown,13072,42.768124,-75.788393,32,Casual,Black,0.14,13072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Glendale,Glendale,Glendale,85301,33.531753,-112.177935,42,Casual,Black,0.14,85301,21,27,9,13,13,24,15,21,27,24,64,37,20,5,2,5
Fans,Cincinnati Reds,MLB,Glouster,Glouster,Glouster,45732,39.475277,-82.063319,0,Convertible,Black,0.14,45732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Grandview,Grandview,Grandview,76050,32.280923,-97.16076,63,Avid,Black,0.14,76050,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Greenfield,Greenfield,Greenfield,45123,39.349996,-83.38602,21,Convertible,Black,0.14,45123,2,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0
Fans,Cincinnati Reds,MLB,Greenhills,Cincinnati,Cincinnati,45218,39.263764,-84.518217,37,Casual,Black,0.14,45218,5,0,5,6,4,0,0,0,0,3,0,4,11,0,0,0
Fans,Cincinnati Reds,MLB,Greenup,Greenup,Greenup,41144,38.57313,-82.83017,0,Convertible,Black,0.14,41144,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0
Fans,Cincinnati Reds,MLB,Groesbeck,Groesbeck,Groesbeck,76642,31.473823,-96.543147,66,Avid,Black,0.14,76642,3,0,3,11,1,13,0,4,0,22,6,0,2,0,0,0
Fans,Cincinnati Reds,MLB,Grundy,Grundy,Grundy,24614,37.257171,-82.100073,0,Convertible,Black,0.14,24614,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Hamersville,Hamersville,Hamersville,45130,38.902187,-83.982347,35,Casual,Black,0.14,45130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Hardinsburg,Hardinsburg,Hardinsburg,40143,37.751214,-86.45371,0,Convertible,Black,0.14,40143,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Harrison,Harrison,Harrison,10528,40.979118,-73.723036,50,Casual,Black,0.14,10528,9,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0
Fans,Cincinnati Reds,MLB,Harrodsburg,Harrodsburg,Harrodsburg,40330,37.803283,-84.860707,14,Convertible,Black,0.14,40330,0,2,0,0,0,0,0,0,14,5,0,18,4,1,0,0
Fans,Cincinnati Reds,MLB,Hartford City,Hartford City,Hartford City,47348,40.472672,-85.326447,0,Convertible,Black,0.14,47348,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Hebron,Hebron,Hebron,43025,39.974804,-82.511108,40,Casual,Black,0.14,43025,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Fans,Cincinnati Reds,MLB,Hillsboro,Hillsboro,Hillsboro,63050,38.308596,-90.524641,27,Casual,Black,0.14,63050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Independence,Independence,Independence,41051,38.923041,-84.54745,41,Casual,Black,0.14,41051,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,4
Fans,Cincinnati Reds,MLB,Indian Hill,Cincinnati,Cincinnati,45243,39.18481,-84.344758,34,Casual,Black,0.14,45243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Fans,Cincinnati Reds,MLB,Ironton,Ironton,Ironton,63650,37.616808,-90.598469,32,Casual,Black,0.14,63650,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0
Fans,Cincinnati Reds,MLB,Ivel,Ivel,Ivel,41642,37.59121,-82.66821,0,Convertible,Black,0.14,41642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Jackson,Jackson,Jackson,38301,35.570424,-88.862742,45,Casual,Black,0.14,38301,118,175,88,46,56,79,60,43,31,71,42,85,45,16,3,2
Fans,Cincinnati Reds,MLB,Jackson Center,Jackson Center,Jackson Center,45334,40.434921,-84.058495,0,Convertible,Black,0.14,45334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Jamestown,Jamestown,Jamestown,14701,42.08016,-79.25671,64,Avid,Black,0.14,14701,8,2,0,7,7,8,4,1,1,1,2,5,2,0,0,0
Fans,Cincinnati Reds,MLB,Kinta,Kinta,Kinta,74552,35.11926,-95.23775,0,Convertible,Black,0.14,74552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Lakeview,Nuevo,Nuevo,92567,33.80644,-117.13731,47,Casual,Black,0.14,92567,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Fans,Cincinnati Reds,MLB,Landen,Maineville,Maineville,45039,39.316973,-84.243763,36,Casual,Black,0.14,45039,0,0,0,0,0,0,0,9,0,0,0,14,2,0,6,1
Fans,Cincinnati Reds,MLB,Laotto,Laotto,Laotto,46763,41.292913,-85.27904,0,Convertible,Black,0.14,46763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Lawrenceburg,Lawrenceburg,Lawrenceburg,38464,35.235493,-87.397143,44,Casual,Black,0.14,38464,4,12,3,0,4,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Lebanon,Lebanon,Lebanon,17042,40.331594,-76.397634,37,Casual,Black,0.14,17042,1,2,4,1,2,2,0,3,0,17,11,2,18,0,0,0
Fans,Cincinnati Reds,MLB,Lewisburg,Lewisburg,Lewisburg,42256,37.000918,-86.93744,35,Casual,Black,0.14,42256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Loveland,Loveland,Loveland,80537,40.364469,-105.179966,35,Casual,Black,0.14,80537,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2
Fans,Cincinnati Reds,MLB,Lucasville,Lucasville,Lucasville,45648,38.888422,-82.98132,29,Casual,Black,0.14,45648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Mack,Cincinnati,Cincinnati,45248,39.165158,-84.662509,54,Avid,Black,0.14,45248,0,3,0,0,0,0,0,12,3,0,0,3,5,4,0,0
Fans,Cincinnati Reds,MLB,Mantachie,Mantachie,Mantachie,38855,34.32427,-88.49116,0,Convertible,Black,0.14,38855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Fans,Cincinnati Reds,MLB,Maria Stein,Maria Stein,Maria Stein,45860,40.394413,-84.535296,68,Avid,Black,0.14,45860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Marlborough,Marlborough,Marlborough,1752,42.34909,-71.54546,0,Convertible,Black,0.14,1752,0,0,0,1,0,3,2,11,2,0,0,7,5,13,21,0
Fans,Cincinnati Reds,MLB,Mason,Mason,Mason,45040,39.36006,-84.30994,34,Casual,Black,0.14,45040,0,2,0,0,3,1,6,2,0,2,6,12,17,3,4,22
Fans,Cincinnati Reds,MLB,McArthur,Mc Arthur,Mc Arthur,45651,39.272569,-82.60683,0,Convertible,Black,0.14,45651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Mentone,Mentone,Mentone,92359,34.07001,-117.13448,0,Convertible,Black,0.14,92359,0,19,0,0,1,0,0,1,1,0,3,2,1,0,0,4
Fans,Cincinnati Reds,MLB,Miamitown,Miamitown,Miamitown,45041,39.21589,-84.70411,62,Avid,Black,0.14,45041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Middletown,Middletown,Middletown,21769,39.44371,-77.54471,0,Convertible,Black,0.14,21769,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4
Fans,Cincinnati Reds,MLB,Midway,Midway,Midway,31320,31.778847,-81.420626,0,Convertible,Black,0.14,31320,7,3,8,11,33,4,13,0,11,13,12,19,3,2,18,1
Fans,Cincinnati Reds,MLB,Milan,Milan,Milan,47031,39.115266,-85.22819,35,Casual,Black,0.14,47031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Millville,Millville,Millville,8332,39.370401,-75.04282,43,Casual,Black,0.14,8332,47,5,31,45,10,2,31,13,15,30,24,39,30,9,4,1
Fans,Cincinnati Reds,MLB,Mineral Wells,Mineral Wells,Mineral Wells,26150,39.174244,-81.5054,0,Convertible,Black,0.14,26150,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Minford,Minford,Minford,45653,38.85896,-82.86212,43,Casual,Black,0.14,45653,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Mingo,New Haven,New Haven,48048,42.744267,-82.804166,0,Convertible,Black,0.14,48048,0,0,0,0,0,0,4,0,3,1,0,14,4,0,0,0
Fans,Cincinnati Reds,MLB,Monfort Heights,Cincinnati,Cincinnati,45211,39.158409,-84.602646,57,Avid,Black,0.14,45211,88,90,24,30,60,76,37,17,35,50,59,36,62,34,33,0
Fans,Cincinnati Reds,MLB,Montgomery,Montgomery,Montgomery,60538,41.73058,-88.3459,32,Casual,Black,0.14,60538,0,0,2,0,0,21,0,3,4,3,0,3,2,4,10,3
Fans,Cincinnati Reds,MLB,Moscow,Bingham,Bingham,4920,45.05916,-69.87349,0,Convertible,Black,0.14,4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Mount Gay-Shamrock,Mount Gay,Mount Gay,25637,37.861769,-82.029476,26,Convertible,Black,0.14,25637,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Mount Healthy,Cincinnati,Cincinnati,45231,39.247498,-84.53483,41,Casual,Black,0.14,45231,84,35,41,66,67,62,47,44,29,61,80,123,110,69,42,21
Fans,Cincinnati Reds,MLB,Mount Orab,Mount Orab,Mount Orab,45154,39.057857,-83.913915,47,Casual,Black,0.14,45154,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,New Boston,New Boston,New Boston,3070,42.97619,-71.69396,23,Convertible,Black,0.14,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,New Bremen,New Bremen,New Bremen,45869,40.43699,-84.37967,53,Casual,Black,0.14,45869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,New Carlisle,New Carlisle,New Carlisle,45344,39.959249,-83.986855,22,Convertible,Black,0.14,45344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,New Knoxville,New Knoxville,New Knoxville,45871,40.496141,-84.282659,0,Convertible,Black,0.14,45871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Cincinnati Reds,MLB,New London,New London,New London,3257,43.41396,-71.98508,0,Convertible,Black,0.14,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,New Madison,New Madison,New Madison,45346,39.982103,-84.705736,0,Convertible,Black,0.14,45346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,New Miami,Hamilton,Hamilton,45011,39.425137,-84.472925,43,Casual,Black,0.14,45011,18,15,14,21,50,14,20,25,6,22,53,41,35,25,44,37
Fans,Cincinnati Reds,MLB,New Paris,New Paris,New Paris,45347,39.85699,-84.79329,23,Convertible,Black,0.14,45347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,New Trenton,New Trenton,New Trenton,47035,39.309983,-84.900711,58,Avid,Black,0.14,47035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,New Vienna,New Vienna,New Vienna,45159,39.349254,-83.702933,45,Casual,Black,0.14,45159,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Fans,Cincinnati Reds,MLB,Newport,Newport,Newport,5855,44.907921,-72.203948,52,Casual,Black,0.14,5855,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,North Bend,North Bend,North Bend,45052,39.149862,-84.750268,66,Avid,Black,0.14,45052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,North College Hill,Cincinnati,Cincinnati,45224,39.199058,-84.525094,37,Casual,Black,0.14,45224,97,63,46,23,31,27,56,40,27,67,83,74,41,15,17,8
Fans,Cincinnati Reds,MLB,North Webster,North Webster,North Webster,46555,41.332568,-85.710285,0,Convertible,Black,0.14,46555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Cincinnati Reds,MLB,Northgate,Cincinnati,Cincinnati,45251,39.267157,-84.599285,42,Casual,Black,0.14,45251,25,5,9,8,25,22,20,41,5,18,47,33,35,24,8,13
Fans,Cincinnati Reds,MLB,Northridge,Dayton,Dayton,45414,39.805957,-84.199737,39,Casual,Black,0.14,45414,63,57,3,2,2,5,0,1,9,7,11,4,8,1,14,6
Fans,Cincinnati Reds,MLB,Oakbrook,Florence,Florence,41042,38.989548,-84.656711,45,Casual,Black,0.14,41042,3,5,12,5,0,11,4,43,4,2,33,53,13,10,2,2
Fans,Cincinnati Reds,MLB,Osgood,Osgood,Osgood,47037,39.172808,-85.285367,29,Casual,Black,0.14,47037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Ostrander,Ostrander,Ostrander,43061,40.295612,-83.199506,0,Convertible,Black,0.14,43061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Owensville,Owensville,Owensville,45160,39.123187,-84.135023,39,Casual,Black,0.14,45160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Owingsville,Owingsville,Owingsville,40360,38.146022,-83.78456,0,Convertible,Black,0.14,40360,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Cincinnati Reds,MLB,Paintsville,Paintsville,Paintsville,41240,37.824167,-82.794504,16,Convertible,Black,0.14,41240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Park Hills,Park Hills,Park Hills,63601,37.849808,-90.488486,34,Casual,Black,0.14,63601,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Park Layne,New Carlisle,New Carlisle,45344,39.959249,-83.986855,0,Convertible,Black,0.14,45344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Pioneer Village,Shepherdsville,Shepherdsville,40165,37.959505,-85.704609,4,Convertible,Black,0.14,40165,10,0,0,10,0,0,10,1,0,1,0,0,6,3,0,0
Fans,Cincinnati Reds,MLB,Piqua,Piqua,Piqua,45356,40.123618,-84.228811,36,Casual,Black,0.14,45356,3,7,5,0,0,1,1,0,6,3,1,0,0,0,2,0
Fans,Cincinnati Reds,MLB,Pleasant Grove,Zanesville,Zanesville,43701,39.927415,-82.004058,0,Convertible,Black,0.14,43701,16,13,7,5,9,9,6,9,16,5,11,29,7,0,2,4
Fans,Cincinnati Reds,MLB,Pleasant Hill,Des Moines,Des Moines,50327,41.58232,-93.5019,0,Convertible,Black,0.14,50327,0,0,0,6,0,0,0,0,0,5,1,0,8,0,0,0
Fans,Cincinnati Reds,MLB,Pleasant Run,Cincinnati,Cincinnati,45251,39.267157,-84.599285,36,Casual,Black,0.14,45251,25,5,9,8,25,22,20,41,5,18,47,33,35,24,8,13
Fans,Cincinnati Reds,MLB,Ponce Inlet,Daytona Beach,Daytona Beach,32127,29.113539,-80.976485,0,Convertible,Black,0.14,32127,0,3,0,0,2,8,0,0,0,6,10,16,2,0,0,0
Fans,Cincinnati Reds,MLB,Portsmouth,Portsmouth,Portsmouth,23704,36.824298,-76.315663,27,Casual,Black,0.14,23704,114,58,46,41,48,20,36,27,28,38,88,81,23,16,21,22
Fans,Cincinnati Reds,MLB,Raceland,Russell,Russell,41169,38.5173,-82.69766,0,Convertible,Black,0.14,41169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Reading,Reading,Reading,19601,40.357242,-75.940153,46,Casual,Black,0.14,19601,44,4,18,23,11,6,12,16,16,23,32,11,6,5,18,7
Fans,Cincinnati Reds,MLB,Rising Sun,Rising Sun,Rising Sun,47040,38.9495,-84.85384,53,Casual,Black,0.14,47040,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Cincinnati Reds,MLB,Ross,Ross,Ross,94957,37.963111,-122.563588,60,Avid,Black,0.14,94957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Rushsylvania,Rushsylvania,Rushsylvania,43347,40.474334,-83.650983,0,Convertible,Black,0.14,43347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Cincinnati Reds,MLB,Rushville,Rushville,Rushville,43150,39.77882,-82.438446,11,Convertible,Black,0.14,43150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
