dCategory,Team,League,City,City Alt.,Neighborhood,zipcode,US lat,US lon,Intensity Score,Race,Fandom Level,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Arizona Coyotes,NHL,East Amherst,East Amherst,East Amherst,14051,43.042907,-78.698796,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,East Greenwich,East Greenwich,East Greenwich,2818,41.64335,-71.478002,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,East Renton Highlands,Renton,Renton,98059,47.505822,-122.115699,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,El Mirage,El Mirage,El Mirage,85335,33.592283,-112.327692,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Emmett charter Township,Battle Creek,Battle Creek,49014,42.303041,-85.13044,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Evansdale,Evansdale,Evansdale,50707,42.46915,-92.28102,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Five Corners,Vancouver,Vancouver,98662,45.691419,-122.580457,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Flagstaff,Flagstaff,Flagstaff,86001,35.287661,-111.639303,35,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Florence,Florence,Florence,85132,33.03145,-111.38734,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Fort Hall,Fort Hall,Fort Hall,83203,43.033131,-112.428535,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fans,Arizona Coyotes,NHL,Fountain Hills,Fountain Hills,Fountain Hills,85268,33.606089,-111.743277,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Franklin,Franklin,Franklin,37064,35.890746,-86.965691,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Gallup,Gallup,Gallup,87301,35.534983,-108.737949,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Gardner,Gardner,Gardner,1440,42.582529,-72.025884,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Gatlinburg,Gatlinburg,Gatlinburg,37738,35.727782,-83.436982,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Gilbert,Gilbert,Gilbert,85233,33.335401,-111.815281,68,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Glen Ellyn,Glen Ellyn,Glen Ellyn,60137,41.865213,-88.061479,0,Native American,convertible,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Glendale,Glendale,Glendale,85301,33.531753,-112.177935,61,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Gold Canyon,Gold Canyon,Gold Canyon,85118,33.29367,-111.30429,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Goodyear,Goodyear,Goodyear,85338,33.373698,-112.410262,58,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Gorham,Gorham,Gorham,4038,43.68258,-70.44571,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Greater Carrollwood,Tampa,Tampa,33624,28.080256,-82.528248,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Greater Northdale,Tampa,Tampa,33624,28.080256,-82.528248,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Green Valley,Green Valley,Green Valley,85614,31.838223,-110.955483,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Groveport,Groveport,Groveport,43125,39.84692,-82.88487,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Hobart,Hobart,Hobart,46342,41.53226,-87.25504,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Hope Mills,Hope Mills,Hope Mills,28348,34.921277,-78.93292,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Irwin,Irwin,Irwin,15642,40.32451,-79.70115,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Jordan,Jordan,Jordan,55352,44.658362,-93.601183,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Jupiter,Jupiter,Jupiter,33458,26.936558,-80.131851,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Keller,Keller,Keller,76248,32.934629,-97.24871,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Ken Caryl,Littleton,Littleton,80128,39.591827,-105.083196,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Kingman,Kingman,Kingman,86401,35.131719,-113.703932,0,Native American,convertible,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Kirkwood,Saint Louis,Saint Louis,63122,38.578052,-90.42563,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Lackawanna,Buffalo,Buffalo,14218,42.814558,-78.807754,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Lake Havasu City,Lake Havasu City,Lake Havasu City,86403,34.48025,-114.348519,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Lake of the Pines,Auburn,Auburn,95602,39.014933,-121.07047,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Laramie,Laramie,Laramie,82070,41.43902,-105.801022,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Lenoir City,Lenoir City,Lenoir City,37771,35.826473,-84.28365,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Liberty,Liberty,Liberty,64068,39.298945,-94.436314,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Lighthouse Point,Pompano Beach,Pompano Beach,33064,26.278502,-80.1153,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Lincoln,Lincoln,Lincoln,68508,40.818272,-96.703937,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Lino Lakes,Circle Pines,Circle Pines,55014,45.185565,-93.129272,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Linthicum Heights,Linthicum Heights,Linthicum Heights,21090,39.20344,-76.66219,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Long Beach,Long Beach,Long Beach,90802,33.756024,-118.201101,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Louisa,Louisa,Louisa,23093,37.998422,-77.967416,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Manor,Manor,Manor,78653,30.343501,-97.512902,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Maplewood,Saint Paul,Saint Paul,55109,45.013234,-93.029667,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Marana,Marana,Marana,85653,32.43674,-111.22538,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Maricopa,Maricopa,Maricopa,85138,33.05811,-112.04764,50,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Martinez,Martinez,Martinez,94553,37.986421,-122.134976,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Mehlville,Saint Louis,Saint Louis,63125,38.522152,-90.302115,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Melville,Melville,Melville,11747,40.787248,-73.405573,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Mesa,Mesa,Mesa,85201,33.440695,-111.856967,55,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Milliken,Milliken,Milliken,80543,40.387381,-104.841349,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Monroeville,Monroeville,Monroeville,15146,40.42118,-79.7881,0,Native American,convertible,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Moon,Coraopolis,Coraopolis,15108,40.5184,-80.16672,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Mount Charleston,Las Vegas,Las Vegas,89124,36.114842,-115.613219,0,Native American,convertible,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Munhall,Homestead,Homestead,15120,40.392619,-79.905171,0,Native American,convertible,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,New Hope,New Hope,New Hope,18938,40.357492,-74.998605,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,New Kingman-Butler,Kingman,Kingman,86409,35.247742,-114.040249,0,Native American,convertible,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,New Milford,New Milford,New Milford,6776,41.5843,-73.40575,0,Native American,convertible,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,New River,New River,New River,85087,33.924909,-112.127494,85,Native American,avid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,North Marysville,Marysville,Marysville,98270,48.049576,-122.161951,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,North Tonawanda,North Tonawanda,North Tonawanda,14120,43.03867,-78.8642,13,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Norwood,Norwood,Norwood,2062,42.182798,-71.196277,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Numidia,Numidia,Numidia,17858,41.042106,-76.424297,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Oak Park,Oak Park,Oak Park,60302,41.894611,-87.789713,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Oakdale,Oakdale,Oakdale,11769,40.738322,-73.131797,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Odessa,Odessa,Odessa,79761,31.854178,-102.35022,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Old Jamestown,Florissant,Florissant,63033,38.796049,-90.274512,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Orange Lake,Orange Lake,Orange Lake,32681,29.423388,-82.20558,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Oregon,Oregon,Oregon,43616,41.656948,-83.44433,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Oro Valley,Tucson,Tucson,85737,32.414615,-110.946562,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Orono,Orono,Orono,4473,44.881679,-68.738649,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Owosso charter Township,Owosso,Owosso,48867,42.982578,-84.184937,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Arizona Coyotes,NHL,Paradise Valley,Paradise Valley,Paradise Valley,85253,33.53115,-111.94265,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Park Hills,Park Hills,Park Hills,63601,37.849808,-90.488486,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Parkville,Parkville,Parkville,21234,39.413106,-76.530044,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Peoa,Peoa,Peoa,84061,40.743379,-111.351178,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Peoria,Peoria,Peoria,85345,33.573244,-112.245852,65,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Pickerington,Pickerington,Pickerington,43147,39.88423,-82.7535,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Pinehurst,Pinehurst,Pinehurst,28374,35.211461,-79.413311,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Pinetop-Lakeside,Lakeside,Lakeside,85929,34.175198,-109.972598,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Plainville,Plainville,Plainville,2762,42.00427,-71.33283,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Plover,Plover,Plover,54467,44.413942,-89.565507,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Prescott,Prescott,Prescott,86301,34.591349,-112.426312,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Prescott Valley,Prescott Valley,Prescott Valley,86314,34.627778,-112.262805,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Pullman,Pullman,Pullman,99163,46.730331,-117.218027,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Arizona Coyotes,NHL,Queen Creek,Queen Creek,Queen Creek,85142,33.24866,-111.6343,62,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Arizona Coyotes,NHL,Richland,Richland,Richland,99352,46.28569,-119.28446,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
