dCategory,Team,League,City,City Alt.,Neighborhood,zipcode,US lat,US lon,Intensity Score,Race,Fandom Level,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Boston Bruins,NHL,Jay,Jay,Jay,4239,44.541508,-70.208556,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Jefferson,Jefferson,Jefferson,21755,39.353688,-77.567142,34,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Kingston,Kingston,Kingston,12401,41.96973,-74.06678,83,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,La Fargeville,La Fargeville,La Fargeville,13656,44.200392,-75.984109,0,Native American,convertible,2,0,2,2,1,1,0,0,1,1,1,3,1,1,1,1
Fans,Boston Bruins,NHL,Lakeland,Lakeland,Lakeland,33801,28.035908,-81.899669,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Lakeville,Lakeville,Lakeville,2347,41.843757,-70.959981,45,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Lamoine,Ellsworth,Ellsworth,4605,44.477935,-68.356311,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Lancaster,Lancaster,Lancaster,17601,40.076553,-76.31068,36,Native American,casual,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Lebanon,Lebanon,Lebanon,17042,40.331594,-76.397634,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Boston Bruins,NHL,Leicester,Leicester,Leicester,1524,42.24593,-71.90868,42,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Lincoln,Lincoln,Lincoln,68508,40.818272,-96.703937,39,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Lisbon,Lisbon,Lisbon,3585,44.245004,-71.888882,74,Native American,avid,0,0,1,0,1,1,0,0,0,1,1,2,1,1,1,0
Fans,Boston Bruins,NHL,Litchfield,Litchfield,Litchfield,3052,42.846073,-71.468297,51,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Londonderry,Londonderry,Londonderry,3053,42.8712,-71.387776,50,Native American,avid,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
Fans,Boston Bruins,NHL,Loudon,Loudon,Loudon,3307,43.319339,-71.467006,38,Native American,casual,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Boston Bruins,NHL,Lunenburg,Lunenburg,Lunenburg,1462,42.583322,-71.752266,41,Native American,avid,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Fans,Boston Bruins,NHL,Lynnfield,Lynnfield,Lynnfield,1940,42.533732,-71.028775,54,Native American,avid,1,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0
Fans,Boston Bruins,NHL,Madawaska,Madawaska,Madawaska,4756,47.34286,-68.33099,0,Native American,convertible,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Fans,Boston Bruins,NHL,Manchester-by-the-Sea,Manchester,Manchester,1944,42.579503,-70.755062,19,Native American,casual,0,0,2,1,2,3,1,1,0,2,1,3,3,1,0,0
Fans,Boston Bruins,NHL,Marlboro,Marlborough,Marlborough,1752,42.34909,-71.54546,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Fans,Boston Bruins,NHL,Marshfield,Marshfield,Marshfield,2050,42.111805,-70.710744,67,Native American,avid,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Fans,Boston Bruins,NHL,Mashpee,Mashpee,Mashpee,2649,41.64844,-70.48114,49,Native American,avid,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1
Fans,Boston Bruins,NHL,Mattapoisett,Mattapoisett,Mattapoisett,2739,41.664976,-70.810856,34,Native American,casual,1,1,0,0,0,0,0,0,1,2,1,2,0,0,7,0
Fans,Boston Bruins,NHL,Medfield,Medfield,Medfield,2052,42.181265,-71.309934,37,Native American,casual,2,1,0,1,1,1,2,1,0,0,0,1,1,0,0,0
Fans,Boston Bruins,NHL,Melrose,Melrose,Melrose,2176,42.458995,-71.053095,44,Native American,avid,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0
Fans,Boston Bruins,NHL,Meredith,Meredith,Meredith,3253,43.65818,-71.50445,50,Native American,avid,2,1,0,0,1,0,0,0,1,2,0,1,1,2,0,0
Fans,Boston Bruins,NHL,Merrimac,Merrimac,Merrimac,1860,42.83065,-71.00228,53,Native American,avid,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Fans,Boston Bruins,NHL,Middleton,Middleton,Middleton,1949,42.59509,-71.01616,32,Native American,casual,2,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0
Fans,Boston Bruins,NHL,Milford,Milford,Milford,1757,42.147087,-71.528085,48,Native American,avid,0,0,0,0,1,1,1,1,0,0,1,0,4,0,2,0
Fans,Boston Bruins,NHL,Millbury,Millbury,Millbury,1527,42.19398,-71.76007,41,Native American,avid,1,0,0,0,0,3,1,0,1,2,2,1,0,0,1,1
Fans,Boston Bruins,NHL,Millis,Millis,Millis,2054,42.165249,-71.36126,54,Native American,avid,1,0,0,0,0,0,0,2,10,0,0,3,1,0,0,0
Fans,Boston Bruins,NHL,Millville,Millville,Millville,8332,39.370401,-75.04282,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Milton,Milton,Milton,2186,42.240598,-71.078494,35,Native American,casual,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Boston Bruins,NHL,Milton,Milton,Milton,2186,42.240598,-71.078494,36,Native American,casual,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Boston Bruins,NHL,Monson,Monson,Monson,1057,42.095323,-72.282063,47,Native American,avid,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0
Fans,Boston Bruins,NHL,Mulberry,Mulberry,Mulberry,33860,27.8953,-81.97342,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,New Boston,New Boston,New Boston,3070,42.97619,-71.69396,59,Native American,avid,0,0,0,0,0,1,1,0,0,0,2,2,1,1,0,1
Fans,Boston Bruins,NHL,New Ipswich,New Ipswich,New Ipswich,3071,42.762946,-71.845164,52,Native American,avid,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Boston Bruins,NHL,New London,New London,New London,3257,43.41396,-71.98508,0,Native American,convertible,2,1,0,1,0,0,0,0,0,0,1,2,1,1,0,0
Fans,Boston Bruins,NHL,New Washoe City,Washoe Valley,Washoe Valley,89704,39.26963,-119.80518,0,Native American,convertible,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1
Fans,Boston Bruins,NHL,Newbury,Newbury,Newbury,5051,44.068284,-72.118739,57,Native American,avid,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Newburyport,Newburyport,Newburyport,1950,42.80965,-70.873196,57,Native American,avid,2,0,0,0,2,1,1,0,1,1,1,1,4,0,1,0
Fans,Boston Bruins,NHL,Newmarket,Newmarket,Newmarket,3857,43.07535,-70.9392,51,Native American,avid,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,1
Fans,Boston Bruins,NHL,Newport,Newport,Newport,5855,44.907921,-72.203948,0,Native American,convertible,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
Fans,Boston Bruins,NHL,Norfolk,Norfolk,Norfolk,2056,42.117511,-71.331793,60,Native American,avid,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,0
Fans,Boston Bruins,NHL,Norridgewock,Norridgewock,Norridgewock,4957,44.707468,-69.818804,0,Native American,convertible,1,0,0,0,1,1,1,0,1,1,0,2,1,0,0,1
Fans,Boston Bruins,NHL,North Hampton,North Hampton,North Hampton,3862,42.97259,-70.82978,36,Native American,casual,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
Fans,Boston Bruins,NHL,North Smithfield,North Smithfield,North Smithfield,2896,41.96677,-71.54951,47,Native American,avid,2,0,0,1,0,0,1,2,0,0,1,2,1,3,1,0
Fans,Boston Bruins,NHL,Northborough,Northborough,Northborough,1532,42.322118,-71.64282,39,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Northfield,Northfield,Northfield,1360,42.677091,-72.453876,30,Native American,casual,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0
Fans,Boston Bruins,NHL,Norwell,Norwell,Norwell,2061,42.154145,-70.823035,50,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Boston Bruins,NHL,Numidia,Numidia,Numidia,17858,41.042106,-76.424297,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Oakland,Oakland,Oakland,7436,41.023402,-74.238623,54,Native American,avid,0,2,1,0,1,0,3,0,0,0,0,1,0,0,0,0
Fans,Boston Bruins,NHL,Old Orchard Beach,Old Orchard Beach,Old Orchard Beach,4064,43.52395,-70.39069,42,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Orange,Orange,Orange,92865,33.827031,-117.851196,59,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Orrington,Orrington,Orrington,4474,44.73118,-68.82643,64,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Oxford,Oxford,Oxford,13830,42.437881,-75.567327,74,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Palmer,Palmer,Palmer,1069,42.176131,-72.31457,42,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Paris,Paris,Paris,38242,36.31586,-88.315916,46,Native American,avid,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Fans,Boston Bruins,NHL,Pelham,Pelham,Pelham,3076,42.740651,-71.318715,53,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Fans,Boston Bruins,NHL,Pembroke,Pembroke,Pembroke,2359,42.065702,-70.800778,64,Native American,avid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Pepperell,Pepperell,Pepperell,1463,42.67001,-71.59072,43,Native American,avid,5,0,2,1,0,2,0,0,0,2,2,1,2,0,0,0
Fans,Boston Bruins,NHL,Plainville,Plainville,Plainville,2762,42.00427,-71.33283,52,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Plymouth,Plymouth,Plymouth,2360,41.886207,-70.638717,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Boston Bruins,NHL,Portsmouth,Portsmouth,Portsmouth,23704,36.824298,-76.315663,30,Native American,casual,8,2,1,1,2,1,1,1,1,1,0,2,0,0,4,0
Fans,Boston Bruins,NHL,Raymond,Raymond,Raymond,4071,43.906227,-70.465928,48,Native American,avid,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Rehoboth,Rehoboth,Rehoboth,2769,41.852989,-71.243061,54,Native American,avid,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
Fans,Boston Bruins,NHL,Rindge,Rindge,Rindge,3461,42.76509,-72.00912,52,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Rockland,Rockland,Rockland,2370,42.13066,-70.91616,72,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Rutland,Rutland,Rutland,1543,42.383516,-71.95463,25,Native American,casual,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0
Fans,Boston Bruins,NHL,Salisbury,Salisbury,Salisbury,1952,42.851234,-70.865667,54,Native American,avid,1,0,0,0,1,1,0,0,0,1,1,3,2,0,0,0
Fans,Boston Bruins,NHL,Sandown,Sandown,Sandown,3873,42.922666,-71.174262,27,Native American,casual,0,0,0,0,0,0,0,0,0,0,3,2,6,1,0,1
Fans,Boston Bruins,NHL,Sandwich,Sandwich,Sandwich,2563,41.711291,-70.477482,58,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Saugus,Saugus,Saugus,1906,42.472112,-70.997794,58,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0
Fans,Boston Bruins,NHL,Scituate,Scituate,Scituate,2066,42.207254,-70.770188,60,Native American,avid,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Fans,Boston Bruins,NHL,Siesta Key,Sarasota,Sarasota,34242,27.256626,-82.539819,13,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Smithfield,Smithfield,Smithfield,2917,41.92204,-71.54951,46,Native American,avid,7,2,1,1,5,2,1,1,0,2,2,2,4,3,1,0
Fans,Boston Bruins,NHL,Snow Hill,Snow Hill,Snow Hill,21863,38.217824,-75.326618,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Somerset,Somerset,Somerset,2725,41.723851,-71.173989,52,Native American,avid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Sterling,Sterling,Sterling,1564,42.43759,-71.76063,42,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Stoneham,Stoneham,Stoneham,2180,42.474595,-71.098146,74,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Stoughton,Stoughton,Stoughton,2072,42.118416,-71.105733,42,Native American,avid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fans,Boston Bruins,NHL,Stratham,Stratham,Stratham,3885,43.01295,-70.882134,35,Native American,casual,1,1,0,0,2,1,2,2,2,1,2,3,1,0,1,1
Fans,Boston Bruins,NHL,Sutton,Sutton,Sutton,1590,42.126575,-71.755193,35,Native American,casual,0,0,0,1,0,0,0,1,2,1,0,5,1,0,1,0
Fans,Boston Bruins,NHL,Templeton,Templeton,Templeton,1468,42.555059,-72.072285,96,Native American,avid,1,1,1,1,1,2,1,0,0,1,1,0,1,2,0,0
Fans,Boston Bruins,NHL,Tewksbury,Tewksbury,Tewksbury,1876,42.61065,-71.23422,62,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,The Pinery,Parker,Parker,80134,39.489472,-104.844731,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Fans,Boston Bruins,NHL,Topsfield,Topsfield,Topsfield,1983,42.661793,-70.954487,43,Native American,avid,1,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0
Fans,Boston Bruins,NHL,Townsend,Townsend,Townsend,1469,42.67167,-71.70406,93,Native American,avid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Tuftonboro,Center Tuftonboro,Center Tuftonboro,3816,43.65424,-71.24729,0,Native American,convertible,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,2
Fans,Boston Bruins,NHL,Turner,Turner,Turner,4282,44.265473,-70.254155,70,Native American,avid,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Uxbridge,Uxbridge,Uxbridge,1569,42.059736,-71.638438,43,Native American,avid,2,0,0,0,0,1,1,1,0,2,0,1,0,2,0,2
Fans,Boston Bruins,NHL,Wakefield,Wakefield,Wakefield,1880,42.499891,-71.068829,71,Native American,avid,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0
Fans,Boston Bruins,NHL,Wakefield,Wakefield,Wakefield,1880,42.499891,-71.068829,61,Native American,avid,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0
Fans,Boston Bruins,NHL,Walpole,Walpole,Walpole,2081,42.148624,-71.255533,53,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Wareham,Wareham,Wareham,2571,41.760216,-70.694662,58,Native American,avid,0,0,1,0,0,0,0,1,1,1,3,4,3,1,2,2
Fans,Boston Bruins,NHL,Warren,Warren,Warren,1083,42.204027,-72.199439,58,Native American,avid,0,0,0,1,0,1,0,0,1,2,5,0,1,1,0,1
Fans,Boston Bruins,NHL,Weare,Weare,Weare,3281,43.084176,-71.762578,33,Native American,casual,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0
Fans,Boston Bruins,NHL,Webster,Webster,Webster,14580,43.21821,-77.454075,44,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Wenham,Wenham,Wenham,1984,42.597691,-70.8732,51,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Fans,Boston Bruins,NHL,West Boylston,West Boylston,West Boylston,1583,42.362783,-71.781215,39,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,West Brattleboro,Brattleboro,Brattleboro,5301,42.884281,-72.760753,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,West Bridgewater,West Bridgewater,West Bridgewater,2379,42.02165,-71.023588,45,Native American,avid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Fans,Boston Bruins,NHL,West Newbury,West Newbury,West Newbury,1985,42.79414,-70.971068,43,Native American,avid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Westport,Westport,Westport,2790,41.61547,-71.079636,42,Native American,avid,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Weymouth,Weymouth,Weymouth,2188,42.20794,-70.95514,57,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Boston Bruins,NHL,Whitman,Whitman,Whitman,2382,42.0785,-70.940837,74,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fans,Boston Bruins,NHL,Wilmington,Wilmington,Wilmington,28401,34.271985,-77.963628,67,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Winchester,Winchester,Winchester,22601,39.169668,-78.16856,39,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Windham,Windham,Windham,3087,42.80064,-71.30423,49,Native American,avid,0,0,0,0,1,0,0,2,0,0,0,3,1,0,0,0
Fans,Boston Bruins,NHL,Wiscasset,Wiscasset,Wiscasset,4578,44.01151,-69.67336,48,Native American,avid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Wolcott,Wolcott,Wolcott,6716,41.598347,-72.980578,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Boston Bruins,NHL,Yarmouth,Yarmouth,Yarmouth,4096,43.798227,-70.171979,52,Native American,avid,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Fans,Boston Bruins,NHL,Yarmouth,Yarmouth,Yarmouth,4096,43.798227,-70.171979,32,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Fans,Boston Bruins,NHL,Youngsville,Youngsville,Youngsville,16371,41.869947,-79.326122,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Ada,Ada,Ada,74820,34.748961,-96.685325,22,Native American,casual,1,0,0,0,0,1,0,1,0,2,1,2,1,1,0,0
Fans,Columbus Blue Jackets,NHL,Afton,Afton,Afton,13730,42.255147,-75.533335,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Allegany,Allegany,Allegany,14706,42.116168,-78.516218,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Amelia,Amelia,Amelia,45102,39.014823,-84.205859,0,Native American,convertible,2,2,2,0,0,1,3,4,1,3,0,2,7,0,1,0
Fans,Columbus Blue Jackets,NHL,Amherst,Amherst,Amherst,1002,42.367092,-72.464571,4,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Anna,Anna,Anna,45302,40.407239,-84.203271,0,Native American,convertible,2,2,1,1,1,0,1,1,1,3,3,4,8,3,0,0
Fans,Columbus Blue Jackets,NHL,Asbury,Williston,Williston,58801,48.225729,-103.649047,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Ashland,Ashland,Ashland,41101,38.473824,-82.647933,8,Native American,casual,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
Fans,Columbus Blue Jackets,NHL,Athens,Athens,Athens,45701,39.339279,-82.013803,6,Native American,convertible,3,0,0,0,0,0,0,0,10,2,0,3,0,0,0,2
Fans,Columbus Blue Jackets,NHL,Auburn,Auburn,Auburn,98001,47.309496,-122.264469,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Avon,Avon,Avon,14414,42.895631,-77.735104,10,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Avon Lake,Avon Lake,Avon Lake,44012,41.49674,-82.017527,5,Native American,convertible,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Columbus Blue Jackets,NHL,Baltimore,Baltimore,Baltimore,21201,39.296536,-76.623489,24,Native American,casual,1,1,1,1,3,0,4,1,0,3,4,2,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Beavercreek,Dayton,Dayton,45430,39.709159,-84.104836,18,Native American,casual,0,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0
Fans,Columbus Blue Jackets,NHL,Bellbrook,Bellbrook,Bellbrook,45305,39.63562,-84.07077,12,Native American,casual,1,0,0,1,0,0,0,0,0,1,0,1,2,1,2,1
Fans,Columbus Blue Jackets,NHL,Belle Center,Belle Center,Belle Center,43310,40.491005,-83.752068,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Bellville,Bellville,Bellville,44813,40.646184,-82.481491,13,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
Fans,Columbus Blue Jackets,NHL,Bexley,Columbus,Columbus,43209,39.953616,-82.930721,29,Native American,casual,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Fans,Columbus Blue Jackets,NHL,Blacklick Estates,Columbus,Columbus,43232,39.922663,-82.85664,18,Native American,casual,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Blennerhassett,Parkersburg,Parkersburg,26101,39.286315,-81.55477,0,Native American,convertible,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,0
Fans,Columbus Blue Jackets,NHL,Bluffton,Bluffton,Bluffton,45817,40.89533,-83.88883,18,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Brecksville,Brecksville,Brecksville,44141,41.31978,-81.62679,6,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fans,Columbus Blue Jackets,NHL,Bremen,Bremen,Bremen,43107,39.70173,-82.42682,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Broadview Heights,Broadview Heights,Broadview Heights,44147,41.314053,-81.673099,9,Native American,casual,0,0,2,0,0,1,1,0,4,0,1,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Brockport,Brockport,Brockport,14420,43.223303,-77.917335,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Brook Park,Brookpark,Brookpark,44142,41.401,-81.832107,5,Native American,convertible,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Brooklyn,Brooklyn,Brooklyn Heights,11201,40.63776,-73.943928,8,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Brookville,Brookville,Brookville,15825,41.162735,-79.081609,11,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Brunswick,Brunswick,Brunswick,4011,43.91172,-69.9405,9,Native American,casual,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Bucyrus,Bucyrus,Bucyrus,44820,40.832674,-82.973876,4,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Burton,Burton,Burton,48509,43.025934,-83.604053,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Canal Winchester,Canal Winchester,Canal Winchester,43110,39.821343,-82.764939,31,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Centerville,Dayton,Dayton,45459,39.646371,-84.171733,7,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Chillicothe,Chillicothe,Chillicothe,45601,39.337384,-82.991332,8,Native American,casual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Choctaw Lake,London,London,43140,39.886277,-83.407733,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Circleville,Circleville,Circleville,43113,39.597084,-82.945899,19,Native American,casual,0,1,0,0,0,0,0,0,1,0,2,0,1,1,1,0
Fans,Columbus Blue Jackets,NHL,Clyde,Clyde,Clyde,14433,43.097869,-76.872736,0,Native American,convertible,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Fans,Columbus Blue Jackets,NHL,Columbia Station,Columbia Station,Columbia Station,44028,41.3056,-81.949111,0,Native American,convertible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
