dCategory,Team,League,City,City Alt.,Neighborhood,zipcode,Intensity Score,US lat,US lon,Race,helper,mapping,Fandom Level,cheat,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Toronto Raptors,NBA,Hopkinsville,Hopkinsville,Hopkinsville,42240,0,36.876568,-87.471106,Hispanic,0.24,,convertible,INDEX MATCH,4,5,0,0,0,12,5,0,0,1,16,19,9,0,0,12
Fans,Toronto Raptors,NBA,Huntington Park,Huntington Park,Huntington Park,90255,18,33.977987,-118.213137,Hispanic,0.24,,casual,INDEX MATCH,247,192,171,183,221,230,265,224,188,343,515,566,384,234,226,151
Fans,Toronto Raptors,NBA,Imperial,Imperial,Imperial,63052,0,38.406865,-90.438051,Hispanic,0.24,,convertible,INDEX MATCH,0,0,0,0,0,24,0,2,3,0,8,0,0,0,7,0
Fans,Toronto Raptors,NBA,Janesville,Janesville,Janesville,53545,0,42.738888,-89.0403,Hispanic,0.24,,convertible,INDEX MATCH,0,0,1,7,12,0,8,0,0,5,6,0,10,0,0,0
Fans,Toronto Raptors,NBA,Jeffersonville,Jeffersonville,Jeffersonville,47130,37,38.333402,-85.697211,Hispanic,0.24,,casual,INDEX MATCH,0,2,9,9,0,3,8,8,6,12,72,15,2,2,10,6
Fans,Toronto Raptors,NBA,Jordan,Jordan,Jordan,55352,10,44.658362,-93.601183,Hispanic,0.24,,casual,INDEX MATCH,6,0,0,0,0,0,18,0,0,0,0,3,0,0,5,0
Fans,Toronto Raptors,NBA,Kettering,Dayton,Dayton,45429,20,39.684059,-84.163337,Hispanic,0.24,,casual,INDEX MATCH,1,0,2,8,2,4,2,0,0,0,7,8,0,0,9,5
Fans,Toronto Raptors,NBA,Keystone,Tarpon Springs,Tarpon Springs,34688,0,28.147125,-82.678972,Hispanic,0.24,,convertible,INDEX MATCH,2,0,0,0,0,0,0,0,0,4,1,4,6,15,3,5
Fans,Toronto Raptors,NBA,Kihei,Kihei,Kihei,96753,0,20.76591,-156.44923,Hispanic,0.24,,convertible,INDEX MATCH,14,0,0,16,6,3,13,10,5,29,23,49,25,4,34,25
Fans,Toronto Raptors,NBA,Lake Forest,Lake Forest,Lake Forest,60045,12,42.240027,-87.877569,Hispanic,0.24,,casual,INDEX MATCH,0,0,0,0,6,0,0,0,0,0,4,5,5,1,1,12
Fans,Toronto Raptors,NBA,Lake Wylie,Clover,Clover,29710,0,35.11125,-81.22646,Hispanic,0.24,,convertible,INDEX MATCH,0,0,6,0,2,66,0,6,7,13,6,15,14,10,2,8
Fans,Toronto Raptors,NBA,Lakewood Township,Lakewood,Lakewood,8701,21,40.09425,-74.21176,Hispanic,0.24,,casual,INDEX MATCH,31,10,25,47,13,33,105,53,22,60,87,117,64,32,54,34
Fans,Toronto Raptors,NBA,Lancaster,Lancaster,Lancaster,17601,47,40.076553,-76.31068,Hispanic,0.24,,avid,INDEX MATCH,20,7,16,34,34,10,10,0,25,18,73,97,52,25,10,63
Fans,Toronto Raptors,NBA,Lauderdale-by-the-Sea,Fort Lauderdale,Fort Lauderdale,33308,0,26.188511,-80.104988,Hispanic,0.24,,convertible,INDEX MATCH,24,11,26,20,9,15,26,23,10,39,45,44,42,24,66,55
Fans,Toronto Raptors,NBA,Lauderhill,Fort Lauderdale,Fort Lauderdale,33313,29,26.148662,-80.207519,Hispanic,0.24,,casual,INDEX MATCH,54,52,34,42,46,42,18,20,12,60,60,96,22,31,6,45
Fans,Toronto Raptors,NBA,Lawrence,Lawrence,Lawrence,1840,23,42.70734,-71.161052,Hispanic,0.24,,casual,INDEX MATCH,75,97,47,33,50,36,39,27,25,27,57,47,11,14,7,8
Fans,Toronto Raptors,NBA,Lawrence,Lawrence,Lawrence,1840,0,42.70734,-71.161052,Hispanic,0.24,,convertible,INDEX MATCH,75,97,47,33,50,36,39,27,25,27,57,47,11,14,7,8
Fans,Toronto Raptors,NBA,Lawrence,Lawrence,Lawrence,1840,16,42.70734,-71.161052,Hispanic,0.24,,casual,INDEX MATCH,75,97,47,33,50,36,39,27,25,27,57,47,11,14,7,8
Fans,Toronto Raptors,NBA,Lehigh Acres,Lehigh Acres,Lehigh Acres,33936,0,26.593573,-81.661922,Hispanic,0.24,,convertible,INDEX MATCH,98,107,54,69,69,12,51,43,28,66,134,49,60,24,15,19
Fans,Toronto Raptors,NBA,Leominster,Leominster,Leominster,1453,15,42.52509,-71.75979,Hispanic,0.24,,casual,INDEX MATCH,25,32,45,8,31,16,6,12,21,30,74,53,48,38,19,41
Fans,Toronto Raptors,NBA,Lewis Center,Lewis Center,Lewis Center,43035,27,40.187886,-82.987804,Hispanic,0.24,,casual,INDEX MATCH,8,0,0,0,11,9,0,11,5,16,9,0,15,7,14,7
Fans,Toronto Raptors,NBA,Lighthouse Point,Pompano Beach,Pompano Beach,33064,0,26.278502,-80.1153,Hispanic,0.24,,convertible,INDEX MATCH,51,51,72,54,37,63,56,41,16,131,273,196,104,36,55,45
Fans,Toronto Raptors,NBA,Lithonia,Lithonia,Lithonia,30038,0,33.667509,-84.144816,Hispanic,0.24,,convertible,INDEX MATCH,0,2,0,13,0,0,0,10,5,12,10,0,12,0,4,0
Fans,Toronto Raptors,NBA,Livingston,Livingston,Livingston,38570,7,36.38519,-85.329392,Hispanic,0.24,,convertible,INDEX MATCH,0,4,0,0,8,0,0,5,0,0,0,0,0,0,0,0
Fans,Toronto Raptors,NBA,Lockhart,Lockhart,Lockhart,78644,21,29.875405,-97.630472,Hispanic,0.24,,casual,INDEX MATCH,19,33,15,34,36,44,37,7,20,42,107,101,86,44,34,27
Fans,Toronto Raptors,NBA,Locust Grove,Locust Grove,Locust Grove,30248,15,33.372111,-84.115645,Hispanic,0.24,,casual,INDEX MATCH,5,0,0,0,0,0,0,0,0,19,65,58,14,18,24,0
Fans,Toronto Raptors,NBA,Loves Park,Loves Park,Loves Park,61111,9,42.341767,-89.004716,Hispanic,0.24,,casual,INDEX MATCH,4,5,4,3,17,8,2,26,7,22,3,12,7,8,0,3
Fans,Toronto Raptors,NBA,Maitland,Maitland,Maitland,32751,19,28.625476,-81.36459,Hispanic,0.24,,casual,INDEX MATCH,8,26,4,9,0,0,4,0,2,39,46,65,24,46,17,26
Fans,Toronto Raptors,NBA,Mansfield,Mansfield,Mansfield,2048,0,42.013182,-71.218373,Hispanic,0.24,,convertible,INDEX MATCH,0,0,0,0,0,0,0,0,9,0,5,19,4,17,15,4
Fans,Toronto Raptors,NBA,Mansfield,Mansfield,Mansfield,2048,0,42.013182,-71.218373,Hispanic,0.24,,convertible,INDEX MATCH,0,0,0,0,0,0,0,0,9,0,5,19,4,17,15,4
Fans,Toronto Raptors,NBA,Maple Heights,Maple Heights,Maple Heights,44137,26,41.404703,-81.557493,Hispanic,0.24,,casual,INDEX MATCH,4,0,0,0,0,3,0,0,0,0,4,18,3,0,0,0
Fans,Toronto Raptors,NBA,Maplewood,Saint Paul,Saint Paul,55109,0,45.013234,-93.029667,Hispanic,0.24,,convertible,INDEX MATCH,11,14,3,11,5,5,6,0,14,19,23,38,27,1,0,2
Fans,Toronto Raptors,NBA,Marana,Marana,Marana,85653,13,32.43674,-111.22538,Hispanic,0.24,,casual,INDEX MATCH,0,0,19,11,24,6,7,6,12,58,30,71,42,20,20,26
Fans,Toronto Raptors,NBA,Marco Island,Marco Island,Marco Island,34145,0,25.938768,-81.696751,Hispanic,0.24,,convertible,INDEX MATCH,2,0,0,0,0,5,10,2,0,3,10,7,7,8,0,22
Fans,Toronto Raptors,NBA,Markham,Markham,Markham,60428,0,41.59365,-87.69477,Hispanic,0.24,,convertible,INDEX MATCH,9,2,6,0,0,3,0,4,0,12,0,13,2,14,0,3
Fans,Toronto Raptors,NBA,Marlborough,Marlborough,Marlborough,1752,25,42.34909,-71.54546,Hispanic,0.24,,casual,INDEX MATCH,35,20,0,11,45,4,7,20,27,65,81,30,53,25,53,15
Fans,Toronto Raptors,NBA,Marvin,Waxhaw,Waxhaw,28173,19,34.925105,-80.72775,Hispanic,0.24,,casual,INDEX MATCH,0,9,3,0,0,7,0,0,3,12,21,65,15,22,18,45
Fans,Toronto Raptors,NBA,Merrillville,Merrillville,Merrillville,46410,0,41.497212,-87.338656,Hispanic,0.24,,convertible,INDEX MATCH,4,14,12,38,13,13,127,12,5,43,53,108,72,8,29,13
Fans,Toronto Raptors,NBA,Middletown,Middletown,Middletown,21769,0,39.44371,-77.54471,Hispanic,0.24,,convertible,INDEX MATCH,0,0,0,0,0,0,0,0,0,0,8,0,0,7,2,27
Fans,Toronto Raptors,NBA,Mitchellville,Bowie,Bowie,20721,25,38.919357,-76.787141,Hispanic,0.24,,casual,INDEX MATCH,5,0,0,4,0,0,0,0,0,2,0,4,3,6,6,18
Fans,Toronto Raptors,NBA,Model City,Model City,Model City,14107,53,43.32684,-78.830681,Hispanic,0.24,,avid,RANDBETWEEN,0,0,0,2,0,0,0,0,2,0,0,0,0,21,0,2
Fans,Toronto Raptors,NBA,Monroe,Monroe,Monroe,10950,7,41.33065,-74.18681,Hispanic,0.24,,convertible,INDEX MATCH,3,14,2,29,4,15,15,27,7,49,12,45,69,43,68,70
Fans,Toronto Raptors,NBA,Montgomery Village,Montgomery Village,Montgomery Village,20886,13,39.187415,-77.207136,Hispanic,0.24,,casual,INDEX MATCH,45,31,14,9,20,47,37,62,19,51,89,119,86,99,56,63
Fans,Toronto Raptors,NBA,Moss Bluff,Lake Charles,Lake Charles,70611,17,30.335834,-93.204847,Hispanic,0.24,,casual,INDEX MATCH,0,0,2,0,3,0,0,0,0,9,0,0,0,1,0,0
Fans,Toronto Raptors,NBA,Muscatine,Muscatine,Muscatine,52761,0,41.462426,-91.053888,Hispanic,0.24,,convertible,INDEX MATCH,18,5,18,30,6,16,18,18,14,36,16,32,89,11,16,0
Fans,Toronto Raptors,NBA,Nanuet,Nanuet,Nanuet,10954,14,41.097716,-74.010934,Hispanic,0.24,,casual,INDEX MATCH,0,6,13,0,12,2,4,0,0,14,57,26,56,42,84,58
Fans,Toronto Raptors,NBA,Nassau Village-Ratliff,Callahan,Callahan,32011,0,30.556322,-81.837594,Hispanic,0.24,,convertible,INDEX MATCH,1,0,0,0,3,2,0,0,0,1,2,9,9,0,2,1
Fans,Toronto Raptors,NBA,New Britain,New Britain,New Britain,6051,19,41.668449,-72.770441,Hispanic,0.24,,casual,INDEX MATCH,91,164,91,138,132,71,106,56,41,120,147,107,94,33,37,17
Fans,Toronto Raptors,NBA,New River,New River,New River,85087,48,33.924909,-112.127494,Hispanic,0.24,,avid,INDEX MATCH,0,0,0,0,0,0,0,4,12,8,0,12,0,7,1,1
Fans,Toronto Raptors,NBA,Newington,Newington,Newington,22122,19,38.831813,-77.288755,Hispanic,0.24,,casual,RANDBETWEEN,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,7
Fans,Toronto Raptors,NBA,Niagara Falls,Niagara Falls,Niagara Falls,14301,26,43.095821,-79.040407,Hispanic,0.24,,casual,INDEX MATCH,5,12,5,8,0,6,0,1,0,17,0,1,6,0,0,0
Fans,Toronto Raptors,NBA,North Evans,North Evans,North Evans,14112,0,42.697963,-78.939953,Hispanic,0.24,,convertible,INDEX MATCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Toronto Raptors,NBA,North Lauderdale,Pompano Beach,Pompano Beach,33068,17,26.215954,-80.217951,Hispanic,0.24,,casual,INDEX MATCH,31,36,96,69,22,68,39,36,31,53,186,188,130,26,22,3
Fans,Toronto Raptors,NBA,North Miami,Miami,Miami,33161,34,25.882595,-80.180603,Hispanic,0.24,,casual,INDEX MATCH,91,60,95,87,85,50,31,65,104,89,128,201,68,44,76,60
Fans,Toronto Raptors,NBA,North Tonawanda,North Tonawanda,North Tonawanda,14120,22,43.03867,-78.8642,Hispanic,0.24,,casual,INDEX MATCH,15,0,0,0,6,0,0,0,5,0,2,19,10,0,8,2
Fans,Toronto Raptors,NBA,Northborough,Northborough,Northborough,1532,0,42.322118,-71.64282,Hispanic,0.24,,convertible,INDEX MATCH,0,0,0,0,0,0,0,0,0,13,0,7,2,4,3,8
Fans,Toronto Raptors,NBA,Oak Lawn,Oak Lawn,Oak Lawn,60453,0,41.713437,-87.75256,Hispanic,0.24,,convertible,INDEX MATCH,46,35,0,29,17,8,39,17,37,59,104,112,59,93,99,58
Fans,Toronto Raptors,NBA,Oak Park,Oak Park,Oak Park,60302,7,41.894611,-87.789713,Hispanic,0.24,,convertible,INDEX MATCH,17,8,14,0,3,0,0,12,12,18,28,47,14,29,25,24
Fans,Toronto Raptors,NBA,Ocean City,Ocean City,Ocean City,8226,28,39.277616,-74.5746,Hispanic,0.24,,casual,INDEX MATCH,0,0,0,14,13,0,0,10,0,0,0,13,0,12,0,0
Fans,Toronto Raptors,NBA,Old Bridge Township,Old Bridge,Old Bridge,8857,19,40.407319,-74.314319,Hispanic,0.24,,casual,INDEX MATCH,13,17,5,7,10,16,12,12,50,56,30,51,44,71,35,33
Fans,Toronto Raptors,NBA,Oro Valley,Tucson,Tucson,85737,13,32.414615,-110.946562,Hispanic,0.24,,casual,INDEX MATCH,10,12,4,5,4,9,0,3,3,32,9,63,65,9,36,51
Fans,Toronto Raptors,NBA,Oxford,Oxford,Oxford,13830,0,42.437881,-75.567327,Hispanic,0.24,,convertible,INDEX MATCH,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
Fans,Toronto Raptors,NBA,Parma Heights,Cleveland,Cleveland,44130,0,41.3826,-81.796406,Hispanic,0.24,,convertible,INDEX MATCH,4,10,13,0,22,31,7,8,4,7,34,61,15,0,5,22
Fans,Toronto Raptors,NBA,Perry,Perry,Perry,14530,24,42.71562,-78.00556,Hispanic,0.24,,casual,INDEX MATCH,0,0,10,0,0,0,0,0,0,0,0,11,0,2,0,0
Fans,Toronto Raptors,NBA,Pine Hill,Clementon,Clementon,8021,0,39.80364,-75.005762,Hispanic,0.24,,convertible,INDEX MATCH,75,16,19,57,79,18,45,15,45,47,114,91,37,3,2,33
Fans,Toronto Raptors,NBA,Pittsfield Charter Township,Ypsilanti,Ypsilanti,48197,12,42.202139,-83.620494,Hispanic,0.24,,casual,INDEX MATCH,20,49,41,13,18,21,8,15,22,37,39,53,30,26,18,6
Fans,Toronto Raptors,NBA,Port Orange,Daytona Beach,Daytona Beach,32127,0,29.113539,-80.976485,Hispanic,0.24,,convertible,INDEX MATCH,17,5,6,2,15,9,0,0,0,10,7,8,8,7,1,13
Fans,Toronto Raptors,NBA,Port Washington,Port Washington,Port Washington,11050,16,40.839896,-73.693128,Hispanic,0.24,,casual,INDEX MATCH,15,0,0,10,8,28,3,5,22,0,75,37,32,11,24,49
Fans,Toronto Raptors,NBA,Prosper,Prosper,Prosper,75078,16,33.254191,-96.78524,Hispanic,0.24,,casual,INDEX MATCH,5,0,0,6,0,0,0,0,0,6,10,0,50,60,22,84
Fans,Toronto Raptors,NBA,Raiford,#N/A,#N/A,32026,0,#N/A,#N/A,Hispanic,0.24,,convertible,INDEX MATCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Toronto Raptors,NBA,Redlands,Redlands,Redlands,92373,12,34.011935,-117.159696,Hispanic,0.24,,casual,INDEX MATCH,6,6,10,23,34,25,11,31,32,85,100,87,58,101,42,51
Fans,Toronto Raptors,NBA,Rocky Mount,Rocky Mount,Rocky Mount,27801,26,35.913276,-77.730779,Hispanic,0.24,,casual,INDEX MATCH,0,0,2,2,0,0,1,0,0,2,6,3,2,0,0,0
Fans,Toronto Raptors,NBA,Roland,Roland,Roland,74954,14,35.416163,-94.52271,Hispanic,0.24,,casual,INDEX MATCH,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Fans,Toronto Raptors,NBA,Romeoville,Romeoville,Romeoville,60446,20,41.64038,-88.069621,Hispanic,0.24,,casual,INDEX MATCH,13,2,3,28,0,15,20,18,13,41,87,168,173,85,106,45
Fans,Toronto Raptors,NBA,Saint John,Saint John,Saint John,46373,0,41.453965,-87.453086,Hispanic,0.24,,convertible,INDEX MATCH,0,0,0,0,6,5,0,0,5,0,5,34,22,10,23,28
Fans,Toronto Raptors,NBA,Saint Pete Beach,Saint Petersburg,Saint Petersburg,33706,0,27.749529,-82.754223,Hispanic,0.24,,convertible,INDEX MATCH,0,0,0,0,2,0,4,4,1,11,20,4,6,0,28,7
Fans,Toronto Raptors,NBA,San Marcos,San Marcos,San Marcos,92069,0,33.170778,-117.158674,Hispanic,0.24,,convertible,INDEX MATCH,65,22,23,66,58,52,77,44,74,100,104,160,153,90,129,69
Fans,Toronto Raptors,NBA,Schererville,Schererville,Schererville,46375,13,41.487733,-87.441525,Hispanic,0.24,,casual,INDEX MATCH,10,6,8,0,0,6,5,10,14,14,31,24,27,33,11,28
Fans,Toronto Raptors,NBA,Secaucus,Secaucus,Secaucus,7094,17,40.78885,-74.056035,Hispanic,0.24,,casual,INDEX MATCH,13,2,0,7,35,15,10,0,9,6,59,68,44,43,37,43
Fans,Toronto Raptors,NBA,Shelby charter Township,Utica,Utica,48316,0,42.688531,-83.05483,Hispanic,0.24,,convertible,INDEX MATCH,0,4,0,0,0,0,0,0,0,0,5,7,3,20,19,10
Fans,Toronto Raptors,NBA,Skyline View,Harrisburg,Harrisburg,17112,0,40.344295,-76.790248,Hispanic,0.24,,convertible,INDEX MATCH,12,0,0,0,0,0,0,0,0,4,0,24,18,0,0,0
Fans,Toronto Raptors,NBA,South Laurel,Laurel,Laurel,20708,23,39.049859,-76.834493,Hispanic,0.24,,casual,INDEX MATCH,27,4,11,6,6,7,8,24,16,3,27,22,30,24,39,16
Fans,Toronto Raptors,NBA,South Windsor,South Windsor,South Windsor,6074,0,41.834198,-72.564632,Hispanic,0.24,,convertible,INDEX MATCH,6,11,0,0,0,5,0,0,0,6,1,10,19,18,7,16
Fans,Toronto Raptors,NBA,Southgate,Sarasota,Sarasota,34239,0,27.310774,-82.520868,Hispanic,0.24,,convertible,INDEX MATCH,5,2,8,0,3,4,6,15,7,8,26,14,1,6,7,11
Fans,Toronto Raptors,NBA,Spencerport,Spencerport,Spencerport,14559,35,43.185709,-77.830577,Hispanic,0.24,,casual,INDEX MATCH,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Fans,Toronto Raptors,NBA,Starkville,Starkville,Starkville,39759,10,33.42554,-88.879117,Hispanic,0.24,,casual,INDEX MATCH,17,9,0,0,14,3,6,4,6,3,2,3,0,5,4,10
Fans,Toronto Raptors,NBA,Statesboro,Statesboro,Statesboro,30458,22,32.425,-81.784956,Hispanic,0.24,,casual,INDEX MATCH,34,0,4,12,4,22,5,11,3,21,1,4,4,7,2,0
Fans,Toronto Raptors,NBA,Tequesta,Jupiter,Jupiter,33469,0,26.989221,-80.108542,Hispanic,0.24,,convertible,INDEX MATCH,16,7,7,0,0,0,2,0,0,6,2,27,6,9,17,0
Fans,Toronto Raptors,NBA,Thomaston,Thomaston,Thomaston,6787,0,41.658721,-73.098657,Hispanic,0.24,,convertible,INDEX MATCH,0,9,0,0,0,0,0,8,0,2,0,0,0,0,11,43
Fans,Toronto Raptors,NBA,Tinton Falls,Red Bank,Red Bank,7701,12,40.347054,-74.064307,Hispanic,0.24,,casual,INDEX MATCH,0,8,0,19,6,26,11,67,24,2,11,51,10,11,23,25
Fans,Toronto Raptors,NBA,Town 'n' Country,Tampa,Tampa,33615,16,28.005103,-82.580284,Hispanic,0.24,,casual,INDEX MATCH,138,79,61,83,76,78,87,123,135,219,347,478,159,76,66,41
Fans,Toronto Raptors,NBA,Troy,Troy,Troy,48083,0,42.555985,-83.119206,Hispanic,0.24,,convertible,INDEX MATCH,0,3,0,7,0,0,0,6,4,7,15,9,5,0,21,9
Fans,Toronto Raptors,NBA,Union,Union,Union,7083,0,40.692651,-74.269841,Hispanic,0.24,,convertible,INDEX MATCH,34,22,24,0,6,23,2,6,11,51,105,131,90,115,123,145
Fans,Toronto Raptors,NBA,University,Stockton,Stockton,95201,32,37.672196,-121.298794,Hispanic,0.24,,casual,RANDBETWEEN,0,0,0,0,2,0,0,1,0,0,1,0,1,1,3,0
Fans,Toronto Raptors,NBA,Vernon Hills,Vernon Hills,Vernon Hills,60061,9,42.231183,-87.962973,Hispanic,0.24,,casual,INDEX MATCH,2,0,0,8,18,14,4,13,7,2,27,32,34,5,36,13
Fans,Toronto Raptors,NBA,Verona,Verona,Verona,7044,40,40.832849,-74.243895,Hispanic,0.24,,avid,INDEX MATCH,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,42
Fans,Toronto Raptors,NBA,Wade Hampton,Taylors,Taylors,29687,25,34.91569,-82.31192,Hispanic,0.24,,casual,INDEX MATCH,10,5,6,7,31,47,7,34,6,50,38,38,10,4,2,6
Fans,Toronto Raptors,NBA,Waldorf,Waldorf,Waldorf,20601,0,38.603783,-76.867928,Hispanic,0.24,,convertible,INDEX MATCH,0,0,0,0,0,0,0,9,0,17,52,7,17,18,37,11
Fans,Toronto Raptors,NBA,Warren,Warren,Warren,1083,11,42.204027,-72.199439,Hispanic,0.24,,casual,INDEX MATCH,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Fans,Toronto Raptors,NBA,Waterford Township,Waterford,Waterford,48327,8,42.644824,-83.406111,Hispanic,0.24,,casual,INDEX MATCH,3,0,1,12,10,13,1,0,9,7,2,4,16,0,5,7
Fans,Toronto Raptors,NBA,Watervliet,Watervliet,Watervliet,12189,0,42.736277,-73.720318,Hispanic,0.24,,convertible,INDEX MATCH,2,0,4,7,7,30,0,11,8,3,2,13,15,0,0,0
Fans,Toronto Raptors,NBA,Wellfleet,Wellfleet,Wellfleet,2667,0,41.93761,-70.0328,Hispanic,0.24,,convertible,INDEX MATCH,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Fans,Toronto Raptors,NBA,West Bloomfield Township,West Bloomfield,West Bloomfield,48322,0,42.542715,-83.379535,Hispanic,0.24,,convertible,INDEX MATCH,0,7,0,0,0,0,0,0,0,1,3,4,3,5,5,9
Fans,Toronto Raptors,NBA,West Hartford,W Hartford,W Hartford,6107,9,41.762045,-72.74204,Hispanic,0.24,,casual,INDEX MATCH,0,0,0,0,0,0,0,0,3,0,0,12,4,25,6,27
Fans,Toronto Raptors,NBA,West Little River,Miami,Miami,33147,25,25.851779,-80.238173,Hispanic,0.24,,casual,INDEX MATCH,79,80,110,69,49,92,59,96,83,202,75,199,71,59,154,29
Fans,Toronto Raptors,NBA,Westchase,Tampa,Tampa,33626,30,28.066478,-82.611596,Hispanic,0.24,,casual,INDEX MATCH,43,3,0,20,25,23,8,6,0,5,30,98,73,31,67,81
Fans,Toronto Raptors,NBA,Westlake,Westlake,Westlake,44145,0,41.445145,-81.921811,Hispanic,0.24,,convertible,INDEX MATCH,8,0,0,0,6,17,22,2,0,2,6,9,5,4,2,4
Fans,Toronto Raptors,NBA,Wheat Ridge,Wheat Ridge,Wheat Ridge,80033,0,39.776986,-105.108182,Hispanic,0.24,,convertible,INDEX MATCH,30,23,49,3,30,4,22,30,16,81,10,51,78,42,3,40
Fans,Toronto Raptors,NBA,Wichita,Wichita,Wichita,67202,18,37.686189,-97.334713,Hispanic,0.24,,casual,INDEX MATCH,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0
Fans,Toronto Raptors,NBA,Williamsburg,Williamsburg,Williamsburg,45176,9,39.013595,-84.050406,Hispanic,0.24,,casual,INDEX MATCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Toronto Raptors,NBA,Willow Springs,Willow Springs,Willow Springs,60480,0,41.74087,-87.86033,Hispanic,0.24,,convertible,INDEX MATCH,0,0,17,0,0,0,0,0,0,2,9,6,24,10,2,8
Fans,Toronto Raptors,NBA,Winchester,Winchester,Winchester,22601,0,39.169668,-78.16856,Hispanic,0.24,,convertible,INDEX MATCH,0,6,1,7,12,23,32,21,16,62,25,41,5,21,11,0
Fans,Toronto Raptors,NBA,Woodbridge,Woodbridge,Woodbridge,22191,100,38.625541,-77.271644,Hispanic,0.24,,avid,INDEX MATCH,47,30,9,43,31,80,38,26,32,182,115,164,211,169,126,194
Fans,Brooklyn Nets,NBA,Alexandria,Alexandria,Alexandria,22301,0,38.819853,-77.059645,Hispanic,0.25,,convertible,INDEX MATCH,0,0,3,4,0,2,0,0,0,5,0,4,0,17,24,19
Fans,Brooklyn Nets,NBA,Aliquippa,Aliquippa,Aliquippa,15001,0,40.63673,-80.24006,Hispanic,0.25,,convertible,INDEX MATCH,14,4,0,9,0,10,17,0,5,5,16,0,0,0,25,2
Fans,Brooklyn Nets,NBA,Allamuchy Township,Allamuchy,Allamuchy,7820,0,40.930738,-74.811976,Hispanic,0.25,,convertible,INDEX MATCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,Brooklyn Nets,NBA,Ardmore,Ardmore,Ardmore,19003,0,39.998811,-75.30793,Hispanic,0.25,,convertible,INDEX MATCH,0,11,0,0,0,0,0,0,0,5,0,10,2,4,5,5
Fans,Brooklyn Nets,NBA,Bayonne,Bayonne,Bayonne,7002,63,40.670858,-74.109486,Hispanic,0.25,,avid,INDEX MATCH,106,80,50,73,91,135,77,72,74,149,207,362,136,147,123,215
Fans,Brooklyn Nets,NBA,Bedminster Township,Bedminster,Bedminster,7921,0,40.659151,-74.676788,Hispanic,0.25,,convertible,INDEX MATCH,5,0,0,5,4,0,0,4,0,0,8,7,0,10,4,23
Fans,Brooklyn Nets,NBA,Belleville,Belleville,Belleville,62220,52,38.46435,-89.973877,Hispanic,0.25,,avid,INDEX MATCH,0,13,2,0,0,0,0,2,0,0,0,10,2,22,11,5
Fans,Brooklyn Nets,NBA,Belton,Belton,Belton,64012,0,38.784041,-94.532397,Hispanic,0.25,,convertible,INDEX MATCH,0,0,3,0,3,0,0,14,0,10,14,54,27,15,7,6
Fans,Brooklyn Nets,NBA,Bergenfield,Bergenfield,Bergenfield,7621,75,40.923498,-73.998332,Hispanic,0.25,,avid,INDEX MATCH,12,35,42,6,29,30,19,5,8,18,76,71,63,95,89,81
Fans,Brooklyn Nets,NBA,Berkeley Township,Bayville,Bayville,8721,25,39.90929,-74.15486,Hispanic,0.25,,casual,INDEX MATCH,32,0,0,0,0,0,2,0,8,0,32,47,4,1,14,20
Fans,Brooklyn Nets,NBA,Bernards,Basking Ridge,Basking Ridge,7920,18,40.682651,-74.573001,Hispanic,0.25,,casual,INDEX MATCH,0,0,0,0,10,3,9,0,2,3,0,8,29,3,9,52
Fans,Brooklyn Nets,NBA,Bethel,Bethel,Bethel,6801,0,41.381244,-73.39908,Hispanic,0.25,,convertible,INDEX MATCH,1,0,0,33,4,0,15,4,0,11,0,31,18,25,30,41
Fans,Brooklyn Nets,NBA,Bethpage,Bethpage,Bethpage,37022,60,36.48171,-86.31193,Hispanic,0.25,,avid,INDEX MATCH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Fans,Brooklyn Nets,NBA,Bolton,Bolton,Bolton,6043,0,41.768648,-72.439278,Hispanic,0.25,,convertible,INDEX MATCH,0,0,0,0,0,0,0,9,0,0,8,3,3,0,0,8
