dCategory,Team,League,City,City Alt.,Neighborhood,zipcode,US lat,US lon,Intensity,Fandom Level,Race,helper,match,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,St. Louis Cardinals,MLB,Sullivan,Sullivan,Sullivan,63080,38.2081,-91.16042,46,Casual,White,0.66,63080,141,90,245,228,149,142,58,142,125,81,397,212,589,284,292,214
Fans,St. Louis Cardinals,MLB,Sunset Hills,Saint Louis,Saint Louis,63127,38.535503,-90.407018,55,Avid,White,0.66,63127,19,6,26,22,59,25,17,68,34,6,69,102,82,137,116,167
Fans,St. Louis Cardinals,MLB,Tamaroa,State Center,State Center,50247,42.02551,-93.144785,0,Convertible,White,0.66,50247,3,11,30,30,11,52,41,32,8,15,20,57,83,49,91,65
Fans,St. Louis Cardinals,MLB,Taos,State Center,State Center,50247,42.02551,-93.144785,0,Convertible,White,0.66,50247,3,11,30,30,11,52,41,32,8,15,20,57,83,49,91,65
Fans,St. Louis Cardinals,MLB,Taylorville,Taylorville,Taylorville,62568,39.559092,-89.34063,0,Convertible,White,0.66,62568,323,141,242,195,197,164,79,203,137,180,363,403,572,334,200,130
Fans,St. Louis Cardinals,MLB,Tremont,Three Oaks,Three Oaks,49128,41.827553,-86.600498,0,Convertible,White,0.66,49128,53,32,29,32,36,34,18,31,33,28,88,94,96,79,81,83
Fans,St. Louis Cardinals,MLB,Union,Union,Union,7083,40.692651,-74.269841,44,Casual,White,0.66,7083,96,134,141,90,98,193,143,133,178,67,296,393,622,834,547,669
Fans,St. Louis Cardinals,MLB,Valley Park,Valley Park,Valley Park,63088,38.553203,-90.488896,48,Casual,White,0.66,63088,131,22,57,125,79,193,91,187,128,48,212,255,232,242,140,216
Fans,St. Louis Cardinals,MLB,Versailles,Versailles,Versailles,45380,40.25304,-84.523891,0,Convertible,White,0.66,45380,34,54,27,28,66,45,29,88,40,42,88,133,247,104,125,180
Fans,St. Louis Cardinals,MLB,Virden,Victorville,Victorville,92392,34.480247,-117.408186,0,Convertible,White,0.66,92392,129,116,111,118,176,310,112,181,195,182,360,561,700,495,426,616
Fans,St. Louis Cardinals,MLB,Wardsville,Wailuku,Wailuku,96793,20.901536,-156.566493,51,Casual,White,0.66,96793,87,99,84,96,51,18,13,51,58,46,102,99,204,178,190,208
Fans,St. Louis Cardinals,MLB,Warsaw,Warsaw,Warsaw,14569,42.740223,-78.164804,0,Convertible,White,0.66,14569,109,67,42,133,48,94,69,114,156,81,133,171,347,151,150,61
Fans,St. Louis Cardinals,MLB,Waterloo,Waterloo,Waterloo,13165,42.892556,-76.882263,77,Avid,White,0.66,13165,71,108,126,65,185,54,28,94,93,133,137,386,374,179,109,163
Fans,St. Louis Cardinals,MLB,Webster Groves,Saint Louis,Saint Louis,63119,38.589302,-90.348116,0,Convertible,White,0.66,63119,338,119,101,190,240,106,57,155,126,174,415,886,1307,983,655,978
Fans,St. Louis Cardinals,MLB,Weldon Spring,Saint Charles,Saint Charles,63304,38.703508,-90.667522,53,Casual,White,0.66,63304,110,63,59,209,147,298,107,118,182,282,510,898,1274,1218,944,1374
Fans,St. Louis Cardinals,MLB,Wentzville,Wentzville,Wentzville,63385,38.79067,-90.852228,46,Casual,White,0.66,63385,198,92,122,207,207,224,88,153,339,166,453,700,1342,1766,952,1514
Fans,St. Louis Cardinals,MLB,West Alton,West Alton,West Alton,63386,38.86505,-90.22261,0,Convertible,White,0.66,63386,3,0,1,1,2,0,8,13,8,11,5,4,9,11,29,9
Fans,St. Louis Cardinals,MLB,West Frankfort,West Frankfort,West Frankfort,62896,37.89783,-88.93146,0,Convertible,White,0.66,62896,237,162,246,142,132,147,56,148,114,102,242,220,488,179,149,158
Fans,St. Louis Cardinals,MLB,West Salem,West Salem,West Salem,44287,40.925084,-82.070909,0,Convertible,White,0.66,44287,67,59,88,83,69,65,36,80,110,54,189,111,428,281,116,104
Fans,St. Louis Cardinals,MLB,Wickliffe,Los Angeles,Athens,90044,33.938108,-118.285706,0,Convertible,White,0.66,90044,138,112,50,100,125,74,53,196,55,135,325,222,356,330,203,103
Fans,St. Louis Cardinals,MLB,Winfield,Winfield,Winfield,60190,41.8617,-88.1609,0,Convertible,White,0.66,60190,22,25,17,49,57,47,31,18,13,42,183,150,279,268,285,495
Fans,St. Louis Cardinals,MLB,Winona,Los Angeles,Athens,90044,33.938108,-118.285706,0,Convertible,White,0.66,90044,138,112,50,100,125,74,53,196,55,135,325,222,356,330,203,103
Fans,St. Louis Cardinals,MLB,Xenia,Xenia,Xenia,45385,39.684731,-83.90813,0,Convertible,White,0.66,45385,469,292,286,400,409,286,88,333,253,317,644,927,1356,789,614,748
Fans,St. Louis Cardinals,MLB,Zeigler,Los Angeles,Athens,90044,33.938108,-118.285706,0,Convertible,White,0.66,90044,138,112,50,100,125,74,53,196,55,135,325,222,356,330,203,103
Fans,Arizona Diamondbacks,MLB,Ak-Chin Indian Community,Maricopa,Maricopa,85139,33.02838,-112.08764,27,Casual,White,0.59,85139,99,52,104,136,82,61,30,88,116,73,129,233,414,349,220,110
Fans,Arizona Diamondbacks,MLB,Altavista,Algona,Algona,50511,43.109313,-94.166994,0,Convertible,White,0.59,50511,52,61,153,70,52,41,24,79,115,122,202,189,279,181,110,45
Fans,Arizona Diamondbacks,MLB,American Fork,American Fork,American Fork,84003,40.395796,-111.803101,5,Convertible,White,0.59,84003,146,71,83,182,67,208,101,179,296,158,465,720,948,968,798,1127
Fans,Arizona Diamondbacks,MLB,Annetta South,Aledo,Aledo,76008,32.69596,-97.60225,0,Convertible,White,0.59,76008,42,12,24,86,43,99,78,71,59,27,82,190,460,526,294,742
Fans,Arizona Diamondbacks,MLB,Apache Junction,Apache Junction,Apache Junction,85119,33.395202,-111.519692,30,Casual,White,0.59,85119,243,199,163,144,253,382,132,244,84,219,519,617,877,523,342,330
Fans,Arizona Diamondbacks,MLB,Arnold,Arnold,Arnold,21012,39.04362,-76.49784,0,Convertible,White,0.59,21012,68,27,30,38,45,57,37,8,85,55,123,195,527,404,701,690
Fans,Arizona Diamondbacks,MLB,Avondale,Avondale,Avondale,85323,33.4356,-112.3496,38,Casual,White,0.59,85323,177,104,129,51,87,212,104,164,104,212,419,434,607,488,385,425
Fans,Arizona Diamondbacks,MLB,Barrett,Crosby,Crosby,77532,29.91462,-95.05908,0,Convertible,White,0.59,77532,89,65,44,221,113,289,169,81,82,168,162,310,684,578,520,686
Fans,Arizona Diamondbacks,MLB,Bath,Bath,Bath,14810,42.357464,-77.302789,0,Convertible,White,0.59,14810,186,214,160,164,214,194,96,192,161,225,207,264,329,226,152,122
Fans,Arizona Diamondbacks,MLB,Beaufort,Beaufort,Beaufort,28516,34.71806,-76.659159,0,Convertible,White,0.59,28516,140,182,231,126,162,65,39,90,127,119,156,339,336,175,110,157
Fans,Arizona Diamondbacks,MLB,Bell,Bell,Bell,90201,33.976663,-118.168903,5,Convertible,White,0.59,90201,206,387,217,408,379,407,90,302,272,387,661,738,641,522,192,230
Fans,Arizona Diamondbacks,MLB,Berkley,Berkley,Berkley,2779,41.828249,-71.064135,0,Convertible,White,0.59,2779,0,0,12,25,0,0,11,11,42,66,23,140,145,120,60,241
Fans,Arizona Diamondbacks,MLB,Big Bear Lake,Big Bear Lake,Big Bear Lake,92315,34.2439,-116.91142,0,Convertible,White,0.59,92315,46,90,21,50,62,10,12,28,52,58,62,100,128,116,105,99
Fans,Arizona Diamondbacks,MLB,Bisbee,Bisbee,Bisbee,85603,31.44815,-109.92841,47,Casual,White,0.59,85603,178,120,69,77,191,82,45,44,86,63,83,165,193,90,80,103
Fans,Arizona Diamondbacks,MLB,Bloomfield,Bloomfield,Bloomfield,7003,40.808549,-74.187005,0,Convertible,White,0.59,7003,258,194,197,219,149,97,46,135,179,175,272,779,1034,632,519,834
Fans,Arizona Diamondbacks,MLB,Blue Springs,Blue Springs,Blue Springs,64014,39.00569,-94.252933,0,Convertible,White,0.59,64014,99,41,74,116,166,184,91,300,104,81,359,674,1067,579,456,559
Fans,Arizona Diamondbacks,MLB,Brevard,Brevard,Brevard,28712,35.174351,-82.753971,0,Convertible,White,0.59,28712,178,232,225,179,259,199,99,288,197,195,366,624,607,445,286,299
Fans,Arizona Diamondbacks,MLB,Brookland,Bennett,Bennett,80102,39.869384,-104.458336,0,Convertible,White,0.59,80102,8,37,4,34,46,30,31,21,14,6,57,143,110,114,133,197
Fans,Arizona Diamondbacks,MLB,Browns Summit,Browns Summit,Browns Summit,27214,36.193624,-79.674079,0,Convertible,White,0.59,27214,33,116,45,71,61,6,11,8,58,225,71,110,297,349,146,156
Fans,Arizona Diamondbacks,MLB,Buckeye,Buckeye,Buckeye,85326,33.37032,-112.58378,34,Casual,White,0.59,85326,235,129,100,144,178,156,61,232,215,289,715,1108,1646,1208,693,727
Fans,Arizona Diamondbacks,MLB,Bullhead City,Bullhead City,Bullhead City,86429,35.171497,-114.538599,10,Convertible,White,0.59,86429,153,86,192,44,152,141,89,58,132,133,117,204,171,175,101,100
Fans,Arizona Diamondbacks,MLB,Butte,Bennett,Bennett,80102,39.869384,-104.458336,0,Convertible,White,0.59,80102,8,37,4,34,46,30,31,21,14,6,57,143,110,114,133,197
Fans,Arizona Diamondbacks,MLB,Carnuel,Canyon,Canyon,79015,35.004998,-101.91008,0,Convertible,White,0.59,79015,307,198,108,128,93,127,51,141,71,102,248,312,520,421,390,485
Fans,Arizona Diamondbacks,MLB,Carson City,Carson City,Carson City,89701,39.154485,-119.73074,3,Convertible,White,0.59,89701,169,196,217,172,146,97,48,152,134,240,514,575,738,489,276,369
Fans,Arizona Diamondbacks,MLB,Casa Grande,Casa Grande,Casa Grande,85122,32.8795,-111.75735,48,Casual,White,0.59,85122,426,246,316,258,482,412,134,246,559,359,720,1009,1250,854,414,469
Fans,Arizona Diamondbacks,MLB,Casas Adobes,Tucson,Tucson,85704,32.33942,-110.984997,23,Convertible,White,0.59,85704,315,142,236,271,232,338,97,267,243,405,725,913,818,837,527,807
Fans,Arizona Diamondbacks,MLB,Catalina Foothills,Tucson,Tucson,85718,32.311724,-110.91898,19,Convertible,White,0.59,85718,174,179,134,144,145,156,70,116,159,188,388,339,643,561,369,591
Fans,Arizona Diamondbacks,MLB,Chandler,Chandler,Chandler,85225,33.325991,-111.824367,31,Casual,White,0.59,85225,325,395,254,192,338,588,172,368,297,303,866,1149,1940,1455,1061,1042
Fans,Arizona Diamondbacks,MLB,Channelview,Channelview,Channelview,77530,29.79138,-95.115,2,Convertible,White,0.59,77530,103,234,42,130,174,97,59,112,113,109,184,425,421,209,255,89
Fans,Arizona Diamondbacks,MLB,Chino Valley,Chino Valley,Chino Valley,86323,34.75752,-112.45378,27,Casual,White,0.59,86323,78,71,139,259,214,146,95,194,310,283,483,478,625,258,375,139
Fans,Arizona Diamondbacks,MLB,Cimarron Hills,Colorado Springs,Colorado Springs,80915,38.849797,-104.717043,0,Convertible,White,0.59,80915,243,103,160,86,81,70,54,186,296,188,367,461,673,326,208,372
Fans,Arizona Diamondbacks,MLB,Clay Springs,Chino Valley,Chino Valley,86323,34.75752,-112.45378,32,Casual,White,0.59,86323,78,71,139,259,214,146,95,194,310,283,483,478,625,258,375,139
Fans,Arizona Diamondbacks,MLB,Cleburne,Cleburne,Cleburne,76031,32.346162,-97.328079,1,Convertible,White,0.59,76031,138,106,75,24,113,112,114,266,149,164,227,253,474,358,165,199
Fans,Arizona Diamondbacks,MLB,Clifton,Clifton,Clifton,7011,40.877949,-74.141237,24,Convertible,White,0.59,7011,162,276,296,251,269,137,72,153,170,55,218,467,451,682,361,289
Fans,Arizona Diamondbacks,MLB,Clovis,Clovis,Clovis,88101,34.497241,-103.294978,0,Convertible,White,0.59,88101,347,331,385,295,316,283,86,286,260,329,638,847,961,685,252,395
Fans,Arizona Diamondbacks,MLB,Coalville,Coalville,Coalville,84017,40.840518,-111.322754,0,Convertible,White,0.59,84017,17,0,6,32,21,44,55,63,13,4,56,83,109,65,51,86
Fans,Arizona Diamondbacks,MLB,Collegeville,Collegeville,Collegeville,19426,40.18566,-75.45157,4,Convertible,White,0.59,19426,57,98,101,34,109,123,71,93,214,162,135,433,854,518,625,891
Fans,Arizona Diamondbacks,MLB,Colleyville,Colleyville,Colleyville,76034,32.88955,-97.143409,2,Convertible,White,0.59,76034,77,40,34,29,47,51,41,12,50,29,139,123,400,534,301,618
Fans,Arizona Diamondbacks,MLB,Coolidge,Coolidge,Coolidge,85128,32.97784,-111.51762,50,Casual,White,0.59,85128,69,40,110,137,85,39,28,145,28,149,183,209,123,128,150,57
Fans,Arizona Diamondbacks,MLB,Cordes Lakes,Colby,Colby,67701,39.40152,-100.973696,0,Convertible,White,0.59,67701,89,30,33,91,45,82,46,20,50,35,148,158,245,148,78,54
Fans,Arizona Diamondbacks,MLB,Cortez,Cortez,Cortez,81321,37.373594,-108.662826,0,Convertible,White,0.59,81321,105,81,185,181,129,73,51,124,71,137,247,384,363,392,110,96
Fans,Arizona Diamondbacks,MLB,Coto de Caza,Trabuco Canyon,Trabuco Canyon,92679,33.612322,-117.595826,1,Convertible,White,0.59,92679,104,44,9,38,24,114,68,37,7,10,94,169,325,349,309,609
Fans,Arizona Diamondbacks,MLB,Cottonwood,Cottonwood,Cottonwood,86326,34.73919,-112.00988,41,Casual,White,0.59,86326,389,301,395,214,376,417,162,194,292,209,378,590,693,523,392,238
Fans,Arizona Diamondbacks,MLB,Crestwood,Crestwood,Crestwood,40014,38.358083,-85.446974,0,Convertible,White,0.59,40014,31,47,54,153,97,74,33,55,78,104,122,289,508,657,263,561
Fans,Arizona Diamondbacks,MLB,Cromwell,Cromwell,Cromwell,6416,41.608529,-72.667807,0,Convertible,White,0.59,6416,35,83,50,54,119,98,48,84,76,43,264,213,259,349,201,490
Fans,Arizona Diamondbacks,MLB,Cuyamungue,Colby,Colby,67701,39.40152,-100.973696,0,Convertible,White,0.59,67701,89,30,33,91,45,82,46,20,50,35,148,158,245,148,78,54
Fans,Arizona Diamondbacks,MLB,Daly City,Colby,Colby,67701,39.40152,-100.973696,2,Convertible,White,0.59,67701,89,30,33,91,45,82,46,20,50,35,148,158,245,148,78,54
Fans,Arizona Diamondbacks,MLB,Danville,Danville,Danville,43014,40.466759,-82.262514,0,Convertible,White,0.59,43014,51,25,0,19,53,10,13,22,36,16,72,87,105,76,35,51
Fans,Arizona Diamondbacks,MLB,Delano,Delano,Delano,93215,35.779507,-119.200825,0,Convertible,White,0.59,93215,143,208,214,184,96,154,79,107,124,125,154,284,326,241,83,104
Fans,Arizona Diamondbacks,MLB,Deming,Colby,Colby,67701,39.40152,-100.973696,8,Convertible,White,0.59,67701,89,30,33,91,45,82,46,20,50,35,148,158,245,148,78,54
Fans,Arizona Diamondbacks,MLB,Des Moines,Colby,Colby,67701,39.40152,-100.973696,0,Convertible,White,0.59,67701,89,30,33,91,45,82,46,20,50,35,148,158,245,148,78,54
Fans,Arizona Diamondbacks,MLB,Drexel Heights,Dumont,Dumont,80436,39.76471,-105.60028,46,Casual,White,0.59,80436,0,0,10,0,0,0,8,0,6,0,13,12,8,0,7,0
Fans,Arizona Diamondbacks,MLB,Dry Run,Cincinnati,Cincinnati,45252,39.272557,-84.632143,0,Convertible,White,0.59,45252,34,40,6,0,17,15,15,14,13,47,78,140,121,171,61,176
Fans,Arizona Diamondbacks,MLB,Dunmore,Dumont,Dumont,80436,39.76471,-105.60028,0,Convertible,White,0.59,80436,0,0,10,0,0,0,8,0,6,0,13,12,8,0,7,0
Fans,Arizona Diamondbacks,MLB,East Chicago,Dumont,Dumont,80436,39.76471,-105.60028,0,Convertible,White,0.59,80436,0,0,10,0,0,0,8,0,6,0,13,12,8,0,7,0
Fans,Arizona Diamondbacks,MLB,Edgewood,Edgewood,Edgewood,21040,39.434799,-76.293579,0,Convertible,White,0.59,21040,139,77,50,105,145,117,125,145,127,63,214,215,315,497,194,292
Fans,Arizona Diamondbacks,MLB,Edwardsville,Edwardsville,Edwardsville,62025,38.841819,-89.877841,0,Convertible,White,0.59,62025,258,89,219,123,244,65,44,176,169,127,335,694,956,498,558,891
Fans,Arizona Diamondbacks,MLB,El Mirage,El Mirage,El Mirage,85335,33.592283,-112.327692,33,Casual,White,0.59,85335,152,101,77,89,146,152,56,138,168,145,346,547,785,504,246,248
Fans,Arizona Diamondbacks,MLB,Elgin,Elgin,Elgin,60120,42.034492,-88.238396,1,Convertible,White,0.59,60120,138,93,94,143,196,194,78,150,201,135,307,418,1000,651,454,459
Fans,Arizona Diamondbacks,MLB,Englewood,Englewood,Englewood,34223,26.982666,-82.3542,2,Convertible,White,0.59,34223,221,143,152,306,174,220,76,318,268,234,431,715,709,464,313,391
Fans,Arizona Diamondbacks,MLB,Ester,Ellis,Ellis,67637,38.93807,-99.56067,0,Convertible,White,0.59,67637,21,14,30,35,45,5,5,22,19,48,44,43,107,102,35,25
Fans,Arizona Diamondbacks,MLB,Eureka,Eureka,Eureka,63025,38.512803,-90.630576,2,Convertible,White,0.59,63025,97,48,9,27,67,58,38,133,40,98,131,215,353,369,667,443
Fans,Arizona Diamondbacks,MLB,Exeter,Exeter,Exeter,3833,42.97731,-70.94687,0,Convertible,White,0.59,3833,140,136,63,119,119,132,71,106,130,129,257,563,538,560,311,655
Fans,Arizona Diamondbacks,MLB,Farmington,Farmington,Farmington,14425,42.958041,-77.308256,10,Convertible,White,0.59,14425,61,57,74,42,89,109,67,84,71,41,198,334,425,407,260,365
Fans,Arizona Diamondbacks,MLB,Ferndale,Ferndale,Ferndale,98248,48.861113,-122.608561,0,Convertible,White,0.59,98248,125,113,76,87,213,153,83,270,141,139,289,464,721,549,402,446
Fans,Arizona Diamondbacks,MLB,Fessenden,Knoxville,Knoxville,37934,35.856771,-84.176643,0,Convertible,White,0.59,37934,84,65,60,45,127,57,32,117,152,196,170,363,832,579,583,631
Fans,Arizona Diamondbacks,MLB,Flagstaff,Flagstaff,Flagstaff,86001,35.287661,-111.639303,25,Convertible,White,0.59,86001,334,317,201,231,228,235,122,158,346,150,358,617,588,504,371,360
Fans,Arizona Diamondbacks,MLB,Florence,Florence,Florence,85132,33.03145,-111.38734,37,Casual,White,0.59,85132,222,44,109,126,70,239,117,227,175,299,409,644,835,322,296,378
Fans,Arizona Diamondbacks,MLB,Flowing Wells,Knoxville,Knoxville,37934,35.856771,-84.176643,16,Convertible,White,0.59,37934,84,65,60,45,127,57,32,117,152,196,170,363,832,579,583,631
Fans,Arizona Diamondbacks,MLB,Fortuna Foothills,Yuma,Yuma,85367,32.656575,-114.404216,17,Convertible,White,0.59,85367,318,198,339,235,454,244,61,307,204,252,523,620,558,430,215,255
Fans,Arizona Diamondbacks,MLB,Fountain Hills,Fountain Hills,Fountain Hills,85268,33.606089,-111.743277,36,Casual,White,0.59,85268,269,135,106,106,221,141,60,192,145,135,445,438,799,788,445,678
Fans,Arizona Diamondbacks,MLB,Franklin,Franklin,Franklin,37064,35.890746,-86.965691,2,Convertible,White,0.59,37064,290,91,159,217,212,227,82,386,401,345,626,889,1361,996,1033,1532
Fans,Arizona Diamondbacks,MLB,Gilbert,Gilbert,Gilbert,85233,33.335401,-111.815281,28,Casual,White,0.59,85233,165,57,77,157,231,148,73,174,192,184,333,660,952,818,589,889
Fans,Arizona Diamondbacks,MLB,Glendale,Glendale,Glendale,85301,33.531753,-112.177935,36,Casual,White,0.59,85301,577,538,332,434,408,467,117,390,337,325,741,565,767,266,192,153
Fans,Arizona Diamondbacks,MLB,Globe,Gillette,Gillette,82716,44.377283,-105.550237,43,Casual,White,0.59,82716,207,116,201,79,160,104,71,53,104,68,399,314,617,384,409,271
Fans,Arizona Diamondbacks,MLB,Gold Canyon,Gold Canyon,Gold Canyon,85118,33.29367,-111.30429,53,Casual,White,0.59,85118,71,47,163,65,103,70,45,183,185,172,290,354,554,327,375,295
Fans,Arizona Diamondbacks,MLB,Goodyear,Goodyear,Goodyear,85338,33.373698,-112.410262,32,Casual,White,0.59,85338,173,30,208,134,208,166,91,301,132,241,455,625,1435,1122,979,812
Fans,Arizona Diamondbacks,MLB,Green Oaks,Libertyville,Libertyville,60048,42.28947,-87.957724,0,Convertible,White,0.59,60048,106,61,99,53,59,86,35,105,130,55,195,242,375,412,369,786
Fans,Arizona Diamondbacks,MLB,Green Valley,Green Valley,Green Valley,85614,31.838223,-110.955483,34,Casual,White,0.59,85614,313,201,212,466,350,424,150,280,408,273,717,963,962,548,445,341
Fans,Arizona Diamondbacks,MLB,Greenfield,Greenfield,Greenfield,45123,39.349996,-83.38602,0,Convertible,White,0.59,45123,195,64,64,87,48,68,37,106,106,90,123,133,250,175,130,160
Fans,Arizona Diamondbacks,MLB,Groveport,Groveport,Groveport,43125,39.84692,-82.88487,0,Convertible,White,0.59,43125,19,44,67,50,41,48,54,47,34,241,181,322,496,360,261,195
Fans,Arizona Diamondbacks,MLB,Grovetown,Gold Hill,Gold Hill,97525,42.43179,-123.0506,0,Convertible,White,0.59,97525,45,23,53,63,91,50,31,54,29,74,64,127,166,99,39,85
Fans,Arizona Diamondbacks,MLB,Gulf Gate Estates,Sarasota,Sarasota,34231,27.266027,-82.516651,0,Convertible,White,0.59,34231,446,260,322,396,339,346,110,365,234,227,682,848,1100,1068,422,444
Fans,Arizona Diamondbacks,MLB,Gulf Shores,Gold Hill,Gold Hill,97525,42.43179,-123.0506,0,Convertible,White,0.59,97525,45,23,53,63,91,50,31,54,29,74,64,127,166,99,39,85
Fans,Arizona Diamondbacks,MLB,Hamilton,Hamilton,Hamilton,45011,39.425137,-84.472925,3,Convertible,White,0.59,45011,570,299,316,491,343,326,132,359,376,478,712,1108,1494,1305,1213,1379
Fans,Arizona Diamondbacks,MLB,Hatboro,Hatboro,Hatboro,19040,40.182406,-75.106265,3,Convertible,White,0.59,19040,155,71,94,61,145,103,42,110,76,163,197,356,502,546,617,604
Fans,Arizona Diamondbacks,MLB,Heber,Hayneville,Hayneville,36040,32.18403,-86.58025,0,Convertible,White,0.59,36040,0,7,0,0,0,0,8,42,0,0,0,28,4,13,21,0
Fans,Arizona Diamondbacks,MLB,Heber-Overgaard,Heber City,Heber City,84032,40.517678,-111.348882,35,Casual,White,0.59,84032,53,70,59,180,106,53,28,131,58,175,303,339,620,514,334,658
Fans,Arizona Diamondbacks,MLB,Hilo,Hermitage,Hermitage,16148,41.221984,-80.438887,0,Convertible,White,0.59,16148,179,176,146,200,292,194,62,178,160,156,266,342,587,554,248,297
Fans,Arizona Diamondbacks,MLB,Hobbs,Hobbs,Hobbs,88240,32.703708,-103.485112,5,Convertible,White,0.59,88240,342,237,176,204,179,205,107,187,211,122,487,526,579,466,407,486
Fans,Arizona Diamondbacks,MLB,Holbrook,Holbrook,Holbrook,2343,42.144424,-71.00289,32,Casual,White,0.59,2343,183,73,52,41,25,63,40,22,173,41,82,76,326,259,213,307
Fans,Arizona Diamondbacks,MLB,Horizon City,Follansbee,Follansbee,26037,40.335218,-80.570953,3,Convertible,White,0.59,26037,87,65,32,21,66,124,73,164,18,202,93,134,266,131,65,80
Fans,Arizona Diamondbacks,MLB,Humboldt,Follansbee,Follansbee,26037,40.335218,-80.570953,0,Convertible,White,0.59,26037,87,65,32,21,66,124,73,164,18,202,93,134,266,131,65,80
Fans,Arizona Diamondbacks,MLB,Hurricane,Hurricane,Hurricane,84737,37.145366,-113.367458,0,Convertible,White,0.59,84737,131,139,185,194,258,175,94,136,54,260,406,620,563,382,373,320
Fans,Arizona Diamondbacks,MLB,Jamison,Jamison,Jamison,18929,40.254157,-75.08854,5,Convertible,White,0.59,18929,19,0,19,4,50,8,14,6,10,13,139,75,141,112,143,351
Fans,Arizona Diamondbacks,MLB,Jasmine Estates,Port Richey,Port Richey,34668,28.297976,-82.704101,0,Convertible,White,0.59,34668,644,594,651,813,746,667,187,643,435,562,980,1071,1221,637,255,173
Fans,Arizona Diamondbacks,MLB,Kalkaska,Kalkaska,Kalkaska,49646,44.697144,-85.092905,0,Convertible,White,0.59,49646,62,113,117,150,137,97,32,73,119,126,194,247,231,168,142,49
Fans,Arizona Diamondbacks,MLB,Kingman,Kingman,Kingman,86401,35.131719,-113.703932,27,Casual,White,0.59,86401,317,153,284,400,234,343,120,389,431,240,621,776,712,614,438,291
Fans,Arizona Diamondbacks,MLB,Kirbyville,Johnsonburg,Johnsonburg,15845,41.504669,-78.687183,0,Convertible,White,0.59,15845,30,33,15,47,30,28,15,79,35,47,84,77,125,116,31,11
Fans,Arizona Diamondbacks,MLB,La Cañada Flintridge,La Canada Flintridge,La Cañada Flintridge,91011,34.222261,-118.205369,0,Convertible,White,0.59,91011,54,59,7,42,16,12,13,48,0,27,60,63,118,175,184,385
Fans,Arizona Diamondbacks,MLB,La Verne,La Verne,La Verne,91750,34.10084,-117.76784,0,Convertible,White,0.59,91750,165,81,106,159,81,112,64,135,130,99,150,332,558,556,435,617
Fans,Arizona Diamondbacks,MLB,Lafayette Township,Johnsonburg,Johnsonburg,15845,41.504669,-78.687183,0,Convertible,White,0.59,15845,30,33,15,47,30,28,15,79,35,47,84,77,125,116,31,11
Fans,Arizona Diamondbacks,MLB,Lake Havasu City,Lake Havasu City,Lake Havasu City,86403,34.48025,-114.348519,19,Convertible,White,0.59,86403,153,233,132,375,145,297,129,211,183,188,454,665,510,308,353,187
Fans,Arizona Diamondbacks,MLB,Lake Saint Louis,Lake Saint Louis,Lake Saint Louis,63367,38.80144,-90.76513,0,Convertible,White,0.59,63367,115,26,51,47,54,82,45,113,186,185,240,284,631,562,651,1061
Fans,Arizona Diamondbacks,MLB,Langhorne,Langhorne,Langhorne,19047,40.179971,-74.912096,4,Convertible,White,0.59,19047,182,84,88,157,177,121,46,240,165,163,286,454,783,613,669,1007
Fans,Arizona Diamondbacks,MLB,Lansdale,Johnsonburg,Johnsonburg,15845,41.504669,-78.687183,4,Convertible,White,0.59,15845,30,33,15,47,30,28,15,79,35,47,84,77,125,116,31,11
Fans,Arizona Diamondbacks,MLB,Lebanon,Lebanon,Lebanon,17042,40.331594,-76.397634,0,Convertible,White,0.59,17042,219,162,164,280,274,334,124,348,363,238,641,930,1296,915,596,735
Fans,Arizona Diamondbacks,MLB,Lemon Grove,Laurel Hill,Laurel Hill,28351,34.80905,-79.54783,0,Convertible,White,0.59,28351,71,52,23,41,64,36,31,50,35,12,86,30,83,34,9,12
Fans,Arizona Diamondbacks,MLB,Many,Madisonville,Madisonville,77864,30.970828,-95.890751,0,Convertible,White,0.59,77864,69,40,67,51,25,8,7,50,44,14,117,148,205,86,81,60
Fans,Arizona Diamondbacks,MLB,Marana,Marana,Marana,85653,32.43674,-111.22538,28,Casual,White,0.59,85653,116,94,132,60,236,132,68,100,78,81,294,281,560,618,230,186
Fans,Arizona Diamondbacks,MLB,Maricopa,Maricopa,Maricopa,85138,33.05811,-112.04764,35,Casual,White,0.59,85138,170,76,74,65,105,196,95,127,172,109,410,758,1142,764,725,586
Fans,Arizona Diamondbacks,MLB,Marseilles,Madisonville,Madisonville,77864,30.970828,-95.890751,0,Convertible,White,0.59,77864,69,40,67,51,25,8,7,50,44,14,117,148,205,86,81,60
