dCategory,Team,League,City,City Alt.,Neighborhood,zipcode,US lat,US lon,Intensity,Fandom Level,Race,helper,match,"Struggling (Less than $10,000)","Getting By ($10,000 to $14,999)","Getting By ($15,000 to $19,999)","Starting Out ($20,000 to $24,999)","Starting Out ($25,000 to $29,999)","Starting Out ($30,000 to $34,999)","Middle Class ($35,000 to $39,999)","Middle Class ($40,000 to $44,999)","Middle Class ($45,000 to $49,999)","Comfortable ($50,000 to $59,999)","Comfortable ($60,000 to $74,999)","Doing Well ($75,000 to $99,999)","Prosperous ($100,000 to $124,999)","Prosperous ($125,000 to $149,999)","Wealthy ($150,000 to $199,999)","Affluent ($200,000 or more)"
Fans,Minnesota Twins,MLB,Mecosta,Mecosta,Mecosta,49332,43.62031,-85.22642,0,Convertible,White,0.67,49332,19,27,50,31,96,23,15,42,56,46,106,106,202,91,34,29
Fans,Minnesota Twins,MLB,Medina,Medina,Medina,14103,43.239442,-78.359871,36,Casual,White,0.67,14103,117,75,84,138,180,139,63,48,150,101,250,298,377,302,161,152
Fans,Minnesota Twins,MLB,Melrose,Melrose,Melrose,2176,42.458995,-71.053095,88,Avid,White,0.67,2176,281,117,204,88,206,137,76,153,89,92,395,327,564,525,525,984
Fans,Minnesota Twins,MLB,Menno,Mc Queeney,Mc Queeney,78123,29.600748,-98.041576,0,Convertible,White,0.67,78123,42,17,17,21,23,27,28,0,25,0,11,21,51,61,102,32
Fans,Minnesota Twins,MLB,Milltown,Milltown,Milltown,54858,45.51583,-92.461712,38,Casual,White,0.67,54858,35,23,11,36,31,22,13,6,13,70,30,45,52,54,13,21
Fans,Minnesota Twins,MLB,Milnor,Milam,Milam,75959,31.512307,-93.861732,0,Convertible,White,0.67,75959,30,0,0,7,0,0,10,0,42,30,8,103,0,0,0,0
Fans,Minnesota Twins,MLB,Miltona,Milam,Milam,75959,31.512307,-93.861732,0,Convertible,White,0.67,75959,30,0,0,7,0,0,10,0,42,30,8,103,0,0,0,0
Fans,Minnesota Twins,MLB,Minnetrista,Mound,Mound,55364,44.935062,-93.662938,57,Avid,White,0.67,55364,98,143,172,131,64,82,49,49,46,50,202,295,445,267,363,552
Fans,Minnesota Twins,MLB,Montrose,Milam,Milam,75959,31.512307,-93.861732,0,Convertible,White,0.67,75959,30,0,0,7,0,0,10,0,42,30,8,103,0,0,0,0
Fans,Minnesota Twins,MLB,Morton,Morton,Morton,61550,40.591322,-89.425339,0,Convertible,White,0.67,61550,116,154,71,149,70,153,72,168,172,110,434,334,673,599,414,659
Fans,Minnesota Twins,MLB,Mountain Lake,Savage,Savage,55378,44.751113,-93.367975,0,Convertible,White,0.67,55378,34,42,59,44,41,183,148,72,90,115,257,470,714,848,694,1010
Fans,Minnesota Twins,MLB,Nashwauk,Nashwauk,Nashwauk,55769,47.441216,-93.243688,15,Convertible,White,0.67,55769,39,21,11,32,22,30,23,24,25,38,52,47,88,75,76,46
Fans,Minnesota Twins,MLB,Nevis,Nevis,Nevis,56467,46.94336,-94.844112,74,Avid,White,0.67,56467,18,10,27,19,15,13,7,26,31,39,70,111,99,87,54,50
Fans,Minnesota Twins,MLB,New Hampton,Savage,Savage,55378,44.751113,-93.367975,0,Convertible,White,0.67,55378,34,42,59,44,41,183,148,72,90,115,257,470,714,848,694,1010
Fans,Minnesota Twins,MLB,New London,New London,New London,3257,43.41396,-71.98508,53,Casual,White,0.67,3257,25,44,31,38,52,33,23,45,3,25,60,107,95,65,58,121
Fans,Minnesota Twins,MLB,New Richland,Savage,Savage,55378,44.751113,-93.367975,0,Convertible,White,0.67,55378,34,42,59,44,41,183,148,72,90,115,257,470,714,848,694,1010
Fans,Minnesota Twins,MLB,New Ulm,Savage,Savage,55378,44.751113,-93.367975,50,Casual,White,0.67,55378,34,42,59,44,41,183,148,72,90,115,257,470,714,848,694,1010
Fans,Minnesota Twins,MLB,New York Mills,New York Mills,New York Mills,13417,43.100869,-75.29496,0,Convertible,White,0.67,13417,38,85,26,32,50,110,80,25,84,68,125,21,144,125,81,22
Fans,Minnesota Twins,MLB,Nicollet,Savage,Savage,55378,44.751113,-93.367975,0,Convertible,White,0.67,55378,34,42,59,44,41,183,148,72,90,115,257,470,714,848,694,1010
Fans,Minnesota Twins,MLB,Niobrara,Savage,Savage,55378,44.751113,-93.367975,0,Convertible,White,0.67,55378,34,42,59,44,41,183,148,72,90,115,257,470,714,848,694,1010
Fans,Minnesota Twins,MLB,Northwood,Northwood,Northwood,43619,41.603711,-83.47049,41,Casual,White,0.67,43619,68,19,0,88,42,91,62,69,115,76,168,394,327,122,134,156
Fans,Minnesota Twins,MLB,Onamia,Nolanville,Nolanville,76559,31.07879,-97.60557,59,Avid,White,0.67,76559,32,80,44,29,77,36,33,0,68,127,44,109,160,98,96,64
Fans,Minnesota Twins,MLB,Orange City,Nolanville,Nolanville,76559,31.07879,-97.60557,54,Avid,White,0.67,76559,32,80,44,29,77,36,33,0,68,127,44,109,160,98,96,64
Fans,Minnesota Twins,MLB,Oronoco,Oronoco,Oronoco,55960,44.16608,-92.53491,41,Casual,White,0.67,55960,17,9,7,21,0,20,17,5,25,11,59,44,95,81,65,143
Fans,Minnesota Twins,MLB,Osage,Nolanville,Nolanville,76559,31.07879,-97.60557,46,Casual,White,0.67,76559,32,80,44,29,77,36,33,0,68,127,44,109,160,98,96,64
Fans,Minnesota Twins,MLB,Osakis,Nolanville,Nolanville,76559,31.07879,-97.60557,62,Avid,White,0.67,76559,32,80,44,29,77,36,33,0,68,127,44,109,160,98,96,64
Fans,Minnesota Twins,MLB,Ottertail,Ottertail,Ottertail,56571,46.465546,-95.564365,98,Avid,White,0.67,56571,21,15,15,17,18,24,11,17,13,20,35,47,78,61,47,40
Fans,Minnesota Twins,MLB,Owatonna,Owatonna,Owatonna,55060,44.047613,-93.223724,42,Casual,White,0.67,55060,284,281,145,284,287,334,134,328,167,131,616,482,1118,938,567,921
Fans,Minnesota Twins,MLB,Park River,Park River,Park River,58270,48.420411,-97.774812,0,Convertible,White,0.67,58270,15,11,21,27,13,12,7,9,6,27,43,82,83,79,29,26
Fans,Minnesota Twins,MLB,Parkers Prairie,Palo Pinto,Palo Pinto,76484,32.76735,-98.29866,0,Convertible,White,0.67,76484,0,0,4,0,0,0,10,1,8,21,8,26,46,7,0,36
Fans,Minnesota Twins,MLB,Paynesville,Paynesville,Paynesville,56362,45.506403,-94.734316,48,Casual,White,0.67,56362,21,72,58,38,60,39,19,58,46,36,103,179,234,135,164,161
Fans,Minnesota Twins,MLB,Perham,Perham,Perham,56573,46.59667,-95.575,67,Avid,White,0.67,56573,73,88,13,84,69,56,28,78,128,85,151,127,174,149,173,124
Fans,Minnesota Twins,MLB,Pierz,Pecos,Pecos,79772,31.446678,-103.57906,25,Convertible,White,0.67,79772,115,91,52,76,78,92,81,13,77,88,80,74,302,120,50,253
Fans,Minnesota Twins,MLB,Pine Point,Pecos,Pecos,79772,31.446678,-103.57906,0,Convertible,White,0.67,79772,115,91,52,76,78,92,81,13,77,88,80,74,302,120,50,253
Fans,Minnesota Twins,MLB,Pipestone,Pecos,Pecos,79772,31.446678,-103.57906,66,Avid,White,0.67,79772,115,91,52,76,78,92,81,13,77,88,80,74,302,120,50,253
Fans,Minnesota Twins,MLB,Plainview,Plainview,Plainview,11803,40.78325,-73.47319,79,Avid,White,0.67,11803,82,88,88,50,167,129,60,39,105,36,166,204,382,423,647,586
Fans,Minnesota Twins,MLB,Plum City,Pecos,Pecos,79772,31.446678,-103.57906,0,Convertible,White,0.67,79772,115,91,52,76,78,92,81,13,77,88,80,74,302,120,50,253
Fans,Minnesota Twins,MLB,Ray,Pecos,Pecos,79772,31.446678,-103.57906,0,Convertible,White,0.67,79772,115,91,52,76,78,92,81,13,77,88,80,74,302,120,50,253
Fans,Minnesota Twins,MLB,Rice,Burleson,Burleson,76028,32.492683,-97.264359,22,Convertible,White,0.67,76028,367,328,181,354,563,293,125,483,400,344,1085,1416,2117,1674,1684,1584
Fans,Minnesota Twins,MLB,Richmond,Richmond,Richmond,56368,45.460536,-94.536053,53,Casual,White,0.67,56368,27,29,25,47,37,40,19,31,23,14,62,90,183,146,125,122
Fans,Minnesota Twins,MLB,Richville,Burleson,Burleson,76028,32.492683,-97.264359,0,Convertible,White,0.67,76028,367,328,181,354,563,293,125,483,400,344,1085,1416,2117,1674,1684,1584
Fans,Minnesota Twins,MLB,Rock Creek,Rio Vista,Rio Vista,94571,38.209069,-121.777874,38,Casual,White,0.67,94571,103,53,66,72,46,101,76,110,30,212,217,274,502,468,64,322
Fans,Minnesota Twins,MLB,Rock Rapids,Rio Vista,Rio Vista,94571,38.209069,-121.777874,0,Convertible,White,0.67,94571,103,53,66,72,46,101,76,110,30,212,217,274,502,468,64,322
Fans,Minnesota Twins,MLB,Rockwell City,Rialto,Rialto,92376,34.111606,-117.377406,0,Convertible,White,0.67,92376,147,321,130,206,163,287,109,99,84,222,462,716,833,716,349,359
Fans,Minnesota Twins,MLB,Roseau,Roseau,Roseau,56751,48.704839,-95.750383,41,Casual,White,0.67,56751,73,27,67,30,28,62,24,41,94,64,95,154,251,131,163,94
Fans,Minnesota Twins,MLB,Royalton,Rialto,Rialto,92376,34.111606,-117.377406,18,Convertible,White,0.67,92376,147,321,130,206,163,287,109,99,84,222,462,716,833,716,349,359
Fans,Minnesota Twins,MLB,Rushford Village,Rialto,Rialto,92376,34.111606,-117.377406,0,Convertible,White,0.67,92376,147,321,130,206,163,287,109,99,84,222,462,716,833,716,349,359
Fans,Minnesota Twins,MLB,Saint Bonifacius,Saint Bonifacius,Saint Bonifacius,55375,44.904062,-93.74904,0,Convertible,White,0.67,55375,0,11,12,0,20,13,16,7,0,27,28,64,141,107,50,205
Fans,Minnesota Twins,MLB,Saint Peter,Rialto,Rialto,92376,34.111606,-117.377406,28,Casual,White,0.67,92376,147,321,130,206,163,287,109,99,84,222,462,716,833,716,349,359
Fans,Minnesota Twins,MLB,Sauk Centre,Sauk Centre,Sauk Centre,56378,45.638568,-94.974275,72,Avid,White,0.67,56378,144,74,81,58,136,39,27,59,50,40,109,277,362,242,151,188
Fans,Minnesota Twins,MLB,Silver Creek,Silver Creek,Silver Creek,14136,42.520038,-79.207843,57,Avid,White,0.67,14136,52,48,98,78,115,17,17,72,66,53,58,206,114,165,149,114
Fans,Minnesota Twins,MLB,Sioux Center,Seaboard,Seaboard,27876,36.490454,-77.442173,29,Casual,White,0.67,27876,0,0,0,0,0,13,19,0,11,0,27,31,29,3,0,2
Fans,Minnesota Twins,MLB,Sleepy Eye,Seaboard,Seaboard,27876,36.490454,-77.442173,83,Avid,White,0.67,27876,0,0,0,0,0,13,19,0,11,0,27,31,29,3,0,2
Fans,Minnesota Twins,MLB,South Haven,Solvang,Solvang,93463,34.648841,-120.170111,72,Avid,White,0.67,93463,46,44,34,25,21,14,16,37,31,31,108,107,312,137,138,269
Fans,Minnesota Twins,MLB,Spencer,La Puente,La Puente,91744,34.031415,-117.93647,50,Casual,White,0.67,91744,88,64,64,82,93,96,51,131,96,201,241,369,473,411,326,404
Fans,Minnesota Twins,MLB,Spicer,Spicer,Spicer,56288,45.23302,-94.94001,42,Casual,White,0.67,56288,42,38,26,34,13,28,16,21,49,51,62,115,174,178,103,199
Fans,Minnesota Twins,MLB,Spillville,La Puente,La Puente,91744,34.031415,-117.93647,0,Convertible,White,0.67,91744,88,64,64,82,93,96,51,131,96,201,241,369,473,411,326,404
Fans,Minnesota Twins,MLB,Spooner,La Puente,La Puente,91744,34.031415,-117.93647,0,Convertible,White,0.67,91744,88,64,64,82,93,96,51,131,96,201,241,369,473,411,326,404
Fans,Minnesota Twins,MLB,Spring Grove,La Puente,La Puente,91744,34.031415,-117.93647,0,Convertible,White,0.67,91744,88,64,64,82,93,96,51,131,96,201,241,369,473,411,326,404
Fans,Minnesota Twins,MLB,Spring Valley,Spring Valley,Spring Valley,91977,32.718352,-117.000109,46,Casual,White,0.67,91977,184,163,180,123,153,117,52,218,279,188,562,558,1062,684,766,745
Fans,Minnesota Twins,MLB,Star Prairie,Star Prairie,Star Prairie,54026,45.196909,-92.530754,0,Convertible,White,0.67,54026,5,9,3,8,15,5,5,21,6,46,56,66,106,85,21,64
Fans,Minnesota Twins,MLB,Stewart,State Center,State Center,50247,42.02551,-93.144785,0,Convertible,White,0.67,50247,3,11,30,30,11,53,42,32,8,15,21,58,84,50,92,66
Fans,Minnesota Twins,MLB,Stillwater,Stillwater,Stillwater,17878,41.14897,-76.36577,31,Casual,White,0.67,17878,22,7,9,14,11,11,7,34,9,15,29,33,75,37,28,17
Fans,Minnesota Twins,MLB,Taconite,Taconite,Taconite,55786,47.31272,-93.38215,0,Convertible,White,0.67,55786,0,0,5,0,0,0,6,0,12,1,16,7,3,1,10,1
Fans,Minnesota Twins,MLB,Tenstrike,Tenstrike,Tenstrike,56683,47.65662,-94.6747,61,Avid,White,0.67,56683,6,8,3,5,7,3,3,13,3,2,19,15,20,25,12,17
Fans,Minnesota Twins,MLB,Thief River Falls,Thief River Falls,Thief River Falls,56701,48.076333,-96.149002,40,Casual,White,0.67,56701,78,119,145,174,138,129,55,119,184,128,269,375,557,412,399,228
Fans,Minnesota Twins,MLB,Thompson,Thompson,Thompson,18465,41.84015,-75.531898,0,Convertible,White,0.67,18465,13,15,5,11,25,8,7,15,21,9,26,29,34,36,29,20
Fans,Minnesota Twins,MLB,Tower,Tower,Tower,55790,47.787247,-92.338233,0,Convertible,White,0.67,55790,11,2,21,9,28,12,7,15,20,12,38,64,92,79,34,32
Fans,Minnesota Twins,MLB,Trommald,Crosby,Crosby,56441,46.48218,-93.95776,0,Convertible,White,0.67,56441,48,58,74,90,56,34,17,79,56,40,120,96,135,62,38,18
Fans,Minnesota Twins,MLB,Two Harbors,Two Harbors,Two Harbors,55616,47.134891,-91.545363,40,Casual,White,0.67,55616,80,90,74,159,60,55,27,27,44,40,161,256,382,206,261,136
Fans,Minnesota Twins,MLB,Tyler,Tulare,Tulare,93274,36.133527,-119.299856,0,Convertible,White,0.67,93274,440,304,257,386,387,476,143,349,464,405,570,1026,1129,1063,807,699
Fans,Minnesota Twins,MLB,Tyndall,Tulare,Tulare,93274,36.133527,-119.299856,0,Convertible,White,0.67,93274,440,304,257,386,387,476,143,349,464,405,570,1026,1129,1063,807,699
Fans,Minnesota Twins,MLB,Valley City,Valley City,Valley City,58072,46.972286,-98.007534,53,Casual,White,0.67,58072,118,129,94,159,80,137,57,108,110,72,124,198,247,205,205,186
Fans,Minnesota Twins,MLB,Vining,Victorville,Victorville,92392,34.480247,-117.408186,0,Convertible,White,0.67,92392,131,118,113,120,179,314,113,184,198,184,366,570,711,503,432,625
Fans,Minnesota Twins,MLB,Volga,Visalia,Visalia,93277,36.303793,-119.375646,0,Convertible,White,0.67,93277,306,178,181,412,251,208,88,463,275,241,793,941,1237,896,735,787
Fans,Minnesota Twins,MLB,Wahpeton,Visalia,Visalia,93277,36.303793,-119.375646,22,Convertible,White,0.67,93277,306,178,181,412,251,208,88,463,275,241,793,941,1237,896,735,787
Fans,Minnesota Twins,MLB,Warba,Wailuku,Wailuku,96793,20.901536,-156.566493,0,Convertible,White,0.67,96793,88,101,85,97,52,19,13,52,59,47,103,101,207,181,193,211
Fans,Minnesota Twins,MLB,Waseca,Waseca,Waseca,56093,44.065547,-93.550495,58,Avid,White,0.67,56093,90,55,168,102,137,109,49,168,101,112,198,314,415,369,192,332
Fans,Minnesota Twins,MLB,Watertown,Watertown,Watertown,13601,43.968892,-75.906501,38,Casual,White,0.67,13601,590,601,406,415,518,643,169,434,222,447,824,868,1361,811,528,613
Fans,Minnesota Twins,MLB,Waterville,Waterville,Waterville,43566,41.513751,-83.765287,0,Convertible,White,0.67,43566,38,11,13,59,0,80,48,25,87,45,101,190,306,208,277,324
Fans,Minnesota Twins,MLB,Webster,Webster,Webster,14580,43.21821,-77.454075,0,Convertible,White,0.67,14580,476,229,237,464,362,424,150,512,631,369,879,1500,1972,1618,1165,2017
Fans,Minnesota Twins,MLB,Weiser,Watonga,Watonga,73772,35.84477,-98.41313,0,Convertible,White,0.67,73772,2,21,17,3,31,33,22,47,9,42,78,81,70,68,68,39
Fans,Minnesota Twins,MLB,Wells,Wells,Wells,4090,43.32203,-70.58089,63,Avid,White,0.67,4090,205,90,135,80,156,45,29,81,117,67,249,353,354,277,269,437
Fans,Minnesota Twins,MLB,White Earth,Los Angeles,Athens,90044,33.938108,-118.285706,0,Convertible,White,0.67,90044,140,114,50,101,127,75,54,199,56,137,330,225,361,335,206,105
Fans,Minnesota Twins,MLB,Whittemore,Los Angeles,Athens,90044,33.938108,-118.285706,0,Convertible,White,0.67,90044,140,114,50,101,127,75,54,199,56,137,330,225,361,335,206,105
Fans,Minnesota Twins,MLB,Wilmot,Los Angeles,Athens,90044,33.938108,-118.285706,0,Convertible,White,0.67,90044,140,114,50,101,127,75,54,199,56,137,330,225,361,335,206,105
Fans,Minnesota Twins,MLB,Wilton,Wilton,Wilton,6897,41.209695,-73.439165,0,Convertible,White,0.67,6897,73,3,71,31,41,55,36,58,73,30,75,113,121,195,174,407
Fans,Minnesota Twins,MLB,Windom,Windom,Windom,56101,43.87274,-95.11138,64,Avid,White,0.67,56101,39,25,48,59,102,130,53,26,91,70,129,117,192,138,105,131
Fans,Minnesota Twins,MLB,Worthington,Columbus,Columbus,43085,40.100924,-83.013402,31,Casual,White,0.67,43085,113,66,111,86,83,126,53,147,86,184,320,377,775,734,567,681
Fans,Minnesota Twins,MLB,Wrenshall,Los Angeles,Athens,90044,33.938108,-118.285706,0,Convertible,White,0.67,90044,140,114,50,101,127,75,54,199,56,137,330,225,361,335,206,105
Fans,Cleveland Guardians,MLB,Alliance,Algona,Algona,50511,43.109313,-94.166994,27,Casual,White,0.64,50511,56,66,166,76,56,45,26,86,125,132,219,205,303,196,119,49
Fans,Cleveland Guardians,MLB,Amherst,Amherst,Amherst,1002,42.367092,-72.464571,26,Convertible,White,0.64,1002,225,306,324,109,79,129,66,101,148,70,339,267,444,355,379,472
Fans,Cleveland Guardians,MLB,Andover,Andover,Andover,1810,42.647991,-71.165685,30,Casual,White,0.64,1810,199,84,95,107,131,144,70,116,183,79,181,399,530,632,492,740
Fans,Cleveland Guardians,MLB,Apple Creek,Amery,Amery,54001,45.348566,-92.401379,100,Avid,White,0.64,54001,106,54,55,36,46,61,31,43,59,56,102,321,394,193,131,193
Fans,Cleveland Guardians,MLB,Atwater,Amery,Amery,54001,45.348566,-92.401379,30,Casual,White,0.64,54001,106,54,55,36,46,61,31,43,59,56,102,321,394,193,131,193
Fans,Cleveland Guardians,MLB,Aurora,Aurora,Aurora,80010,39.739249,-104.862881,26,Convertible,White,0.64,80010,224,148,119,234,243,142,71,231,117,204,399,453,532,448,224,213
Fans,Cleveland Guardians,MLB,Austintown,Amery,Amery,54001,45.348566,-92.401379,19,Convertible,White,0.64,54001,106,54,55,36,46,61,31,43,59,56,102,321,394,193,131,193
Fans,Cleveland Guardians,MLB,Avon,Avon,Avon,14414,42.895631,-77.735104,26,Convertible,White,0.64,14414,51,50,59,51,56,11,13,52,84,119,113,227,230,197,172,127
Fans,Cleveland Guardians,MLB,Avon Lake,Avon Lake,Avon Lake,44012,41.49674,-82.017527,32,Casual,White,0.64,44012,196,212,126,139,115,183,104,148,200,207,224,612,632,811,620,620
Fans,Cleveland Guardians,MLB,Bainbridge,Backus,Backus,56435,46.803348,-94.521914,21,Convertible,White,0.64,56435,23,36,24,23,30,30,10,16,42,38,81,97,105,79,64,26
Fans,Cleveland Guardians,MLB,Baltic,Backus,Backus,56435,46.803348,-94.521914,80,Avid,White,0.64,56435,23,36,24,23,30,30,10,16,42,38,81,97,105,79,64,26
Fans,Cleveland Guardians,MLB,Barberton,Backus,Backus,56435,46.803348,-94.521914,25,Convertible,White,0.64,56435,23,36,24,23,30,30,10,16,42,38,81,97,105,79,64,26
Fans,Cleveland Guardians,MLB,Barnesville,Barnesville,Barnesville,20838,39.22066,-77.37749,0,Convertible,White,0.64,20838,0,0,0,0,1,0,8,1,1,1,0,5,6,1,3,13
Fans,Cleveland Guardians,MLB,Bascom,Backus,Backus,56435,46.803348,-94.521914,11,Convertible,White,0.64,56435,23,36,24,23,30,30,10,16,42,38,81,97,105,79,64,26
Fans,Cleveland Guardians,MLB,Bay Village,Backus,Backus,56435,46.803348,-94.521914,26,Convertible,White,0.64,56435,23,36,24,23,30,30,10,16,42,38,81,97,105,79,64,26
Fans,Cleveland Guardians,MLB,Beach City,Baytown,Baytown,77523,29.66217,-94.88992,24,Convertible,White,0.64,77523,113,74,65,99,79,52,61,38,43,173,63,397,343,394,796,931
Fans,Cleveland Guardians,MLB,Bellville,Bellville,Bellville,44813,40.646184,-82.481491,38,Casual,White,0.64,44813,41,74,57,47,28,66,38,83,127,52,145,187,308,342,140,156
Fans,Cleveland Guardians,MLB,Berea,Berea,Berea,44017,41.370548,-81.861757,30,Casual,White,0.64,44017,129,87,122,120,200,276,115,103,200,150,468,316,633,460,252,380
Fans,Cleveland Guardians,MLB,Beresford,Bennett,Bennett,80102,39.869384,-104.458336,0,Convertible,White,0.64,80102,9,40,4,36,50,33,33,22,15,6,61,155,119,124,144,214
Fans,Cleveland Guardians,MLB,Berlin Heights,Bennett,Bennett,80102,39.869384,-104.458336,22,Convertible,White,0.64,80102,9,40,4,36,50,33,33,22,15,6,61,155,119,124,144,214
Fans,Cleveland Guardians,MLB,Bloomville,Bloomville,Bloomville,44818,41.046546,-82.968764,18,Convertible,White,0.64,44818,3,12,26,6,12,14,12,85,17,12,60,73,97,66,41,17
Fans,Cleveland Guardians,MLB,Boardman,Bennett,Bennett,80102,39.869384,-104.458336,15,Convertible,White,0.64,80102,9,40,4,36,50,33,33,22,15,6,61,155,119,124,144,214
Fans,Cleveland Guardians,MLB,Bolivar,Bennett,Bennett,80102,39.869384,-104.458336,19,Convertible,White,0.64,80102,9,40,4,36,50,33,33,22,15,6,61,155,119,124,144,214
Fans,Cleveland Guardians,MLB,Boston Heights,Bennett,Bennett,80102,39.869384,-104.458336,29,Casual,White,0.64,80102,9,40,4,36,50,33,33,22,15,6,61,155,119,124,144,214
Fans,Cleveland Guardians,MLB,Brewster,Brewster,Brewster,2631,41.76176,-70.08126,39,Casual,White,0.64,2631,101,61,35,81,67,74,47,126,161,21,167,189,349,221,209,396
Fans,Cleveland Guardians,MLB,Broadview Heights,Broadview Heights,Broadview Heights,44147,41.314053,-81.673099,24,Convertible,White,0.64,44147,73,76,35,168,95,60,45,40,233,90,288,490,787,538,387,422
Fans,Cleveland Guardians,MLB,Brook Park,Brookpark,Brookpark,44142,41.401,-81.832107,34,Casual,White,0.64,44142,124,140,214,161,158,168,60,259,140,184,460,633,636,448,358,228
Fans,Cleveland Guardians,MLB,Brooklyn,Brooklyn,Brooklyn Heights,11201,40.63776,-73.943928,27,Casual,White,0.64,11201,445,221,141,157,193,124,52,166,97,118,332,476,790,918,1121,1745
Fans,Cleveland Guardians,MLB,Brunswick,Brunswick,Brunswick,4011,43.91172,-69.9405,22,Convertible,White,0.64,4011,236,182,154,132,125,218,95,207,209,296,484,551,630,388,374,557
Fans,Cleveland Guardians,MLB,Burton,Burton,Burton,48509,43.025934,-83.604053,37,Casual,White,0.64,48509,133,41,97,63,100,65,40,123,155,81,197,276,362,271,84,43
Fans,Cleveland Guardians,MLB,Campbell,Campbell,Campbell,95008,37.278563,-121.955101,10,Convertible,White,0.64,95008,207,244,186,231,134,104,49,112,148,33,311,365,769,728,413,884
Fans,Cleveland Guardians,MLB,Canal Fulton,Bennett,Bennett,80102,39.869384,-104.458336,21,Convertible,White,0.64,80102,9,40,4,36,50,33,33,22,15,6,61,155,119,124,144,214
Fans,Cleveland Guardians,MLB,Canton,Canton,Canton,2021,42.179146,-71.121185,17,Convertible,White,0.64,2021,166,67,107,173,94,82,65,39,69,105,247,370,408,413,374,652
Fans,Cleveland Guardians,MLB,Castalia,Canyon,Canyon,79015,35.004998,-101.91008,29,Casual,White,0.64,79015,333,214,117,139,100,138,55,153,77,111,269,339,564,456,423,526
Fans,Cleveland Guardians,MLB,Champion Heights,San Antonio,San Antonio,78213,29.516401,-98.52303,26,Convertible,White,0.64,78213,201,262,227,258,370,246,92,351,356,340,412,787,586,501,238,369
Fans,Cleveland Guardians,MLB,Chardon,San Antonio,San Antonio,78213,29.516401,-98.52303,22,Convertible,White,0.64,78213,201,262,227,258,370,246,92,351,356,340,412,787,586,501,238,369
Fans,Cleveland Guardians,MLB,Chesterland,Port Charlotte,Port Charlotte,33980,26.986122,-82.055747,22,Convertible,White,0.64,33980,188,130,95,150,200,105,55,290,118,182,285,494,521,300,97,129
Fans,Cleveland Guardians,MLB,Churchill,Pittsburgh,Pittsburgh,15235,40.459801,-79.82242,14,Convertible,White,0.64,15235,330,189,173,310,367,132,65,316,201,203,523,705,826,561,317,384
Fans,Cleveland Guardians,MLB,Cleveland,Cleveland,Cleveland,44101,41.489381,-81.667486,21,Convertible,White,0.64,44101,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Fans,Cleveland Guardians,MLB,Cleveland Heights,Chino Valley,Chino Valley,86323,34.75752,-112.45378,14,Convertible,White,0.64,86323,85,77,150,281,232,158,103,211,337,307,524,518,678,280,407,150
Fans,Cleveland Guardians,MLB,Clyde,Clyde,Clyde,14433,43.097869,-76.872736,18,Convertible,White,0.64,14433,98,72,28,36,24,20,14,28,51,51,76,163,121,124,57,42
Fans,Cleveland Guardians,MLB,Columbia Station,Columbia Station,Columbia Station,44028,41.3056,-81.949111,28,Casual,White,0.64,44028,98,116,31,173,57,47,40,42,26,65,173,174,340,209,243,211
Fans,Cleveland Guardians,MLB,Columbiana,Columbiana,Columbiana,44408,40.88839,-80.69396,15,Convertible,White,0.64,44408,230,86,103,193,151,162,97,72,67,92,62,150,407,380,129,253
Fans,Cleveland Guardians,MLB,Conneaut,Colby,Colby,67701,39.40152,-100.973696,20,Convertible,White,0.64,67701,96,33,36,99,49,89,50,22,54,38,160,172,266,161,84,59
Fans,Cleveland Guardians,MLB,Conneaut Lakeshore,Conneaut Lake,Conneaut Lake,16316,41.616247,-80.306783,0,Convertible,White,0.64,16316,63,49,49,54,90,81,29,23,59,58,109,127,243,106,68,43
Fans,Cleveland Guardians,MLB,Conneautville,Colby,Colby,67701,39.40152,-100.973696,0,Convertible,White,0.64,67701,96,33,36,99,49,89,50,22,54,38,160,172,266,161,84,59
Fans,Cleveland Guardians,MLB,Corning,Corning,Corning,14830,42.120541,-77.048462,0,Convertible,White,0.64,14830,349,135,232,179,262,163,86,228,261,110,242,425,781,417,435,392
Fans,Cleveland Guardians,MLB,Corry,Colby,Colby,67701,39.40152,-100.973696,0,Convertible,White,0.64,67701,96,33,36,99,49,89,50,22,54,38,160,172,266,161,84,59
Fans,Cleveland Guardians,MLB,Cuyahoga Falls,Colby,Colby,67701,39.40152,-100.973696,21,Convertible,White,0.64,67701,96,33,36,99,49,89,50,22,54,38,160,172,266,161,84,59
Fans,Cleveland Guardians,MLB,Cuyahoga Heights,Colby,Colby,67701,39.40152,-100.973696,23,Convertible,White,0.64,67701,96,33,36,99,49,89,50,22,54,38,160,172,266,161,84,59
Fans,Cleveland Guardians,MLB,Dalton,Dalton,Dalton,1226,42.481119,-73.135073,42,Casual,White,0.64,1226,29,47,44,184,64,54,44,22,54,44,180,179,204,124,131,247
Fans,Cleveland Guardians,MLB,Damascus,Damascus,Damascus,20872,39.285477,-77.215203,0,Convertible,White,0.64,20872,63,14,38,0,10,104,108,31,74,19,59,119,191,222,186,362
Fans,Cleveland Guardians,MLB,Dell Rapids,Colby,Colby,67701,39.40152,-100.973696,0,Convertible,White,0.64,67701,96,33,36,99,49,89,50,22,54,38,160,172,266,161,84,59
